ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
90,1996,1996-11-17,11,28.322,NYG,@,ARI,L 23-31,,2,2,100.0,3,3,100.0,0,11
91,1996,1996-11-24,12,28.329,NYG,,DAL,W 20-6,,2,2,100.0,2,2,100.0,0,8
92,1996,1996-12-01,13,28.336,NYG,@,PHI,L 0-24,,,,,,,,,
93,1996,1996-12-08,14,28.343,NYG,@,MIA,W 17-7,,2,2,100.0,1,1,100.0,0,5
94,1996,1996-12-15,15,28.350,NYG,,NOR,L 3-17,,,,,1,1,100.0,0,3
95,1996,1996-12-21,16,28.356,NYG,,NWE,L 22-23,,2,2,100.0,2,2,100.0,0,8
96,1997,1997-08-31,1,29.243,NYG,,PHI,W 31-17,,4,4,100.0,1,2,50.0,0,7
97,1997,1997-09-07,2,29.250,NYG,@,JAX,L 13-40,,1,1,100.0,,,,0,1
98,1997,1997-09-14,3,29.257,NYG,,BAL,L 23-24,,,1,0.0,1,3,33.3,0,3
99,1997,1997-09-21,4,29.264,NYG,@,STL,L 3-13,,,,,1,3,33.3,0,3
100,1997,1997-09-28,5,29.271,NYG,,NOR,W 14-9,,2,2,100.0,,1,0.0,0,2
101,1997,1997-10-05,6,29.278,NYG,,DAL,W 20-17,,2,2,100.0,2,2,100.0,0,8
102,1997,1997-10-12,7,29.285,NYG,@,ARI,W 27-13,,3,3,100.0,2,2,100.0,0,9
103,1997,1997-10-19,8,29.292,NYG,@,DET,W 26-20,,2,2,100.0,2,2,100.0,0,8
104,1997,1997-10-26,9,29.299,NYG,,CIN,W 29-27,,2,2,100.0,1,1,100.0,0,5
105,1997,1997-11-09,10,29.313,NYG,@,TEN,L 6-10,,,,,2,2,100.0,0,6
106,1997,1997-11-16,11,29.320,NYG,,ARI,W 19-10,,1,2,50.0,2,2,100.0,0,7
107,1997,1997-11-23,12,29.327,NYG,@,WAS,T 7-7,,1,1,100.0,,1,0.0,0,1
108,1997,1997-11-30,13,29.334,NYG,,TAM,L 8-20,,,,,2,3,66.7,0,6
109,1997,1997-12-07,14,29.341,NYG,@,PHI,W 31-21,,4,4,100.0,1,2,50.0,0,7
110,1997,1997-12-13,15,29.347,NYG,,WAS,W 30-10,,3,3,100.0,3,3,100.0,0,12
111,1997,1997-12-21,16,29.355,NYG,@,DAL,W 20-7,,2,2,100.0,2,3,66.7,0,8
112,1998,1998-09-06,1,30.249,NYG,,WAS,W 31-24,,4,4,100.0,1,1,100.0,0,7
113,1998,1998-09-13,2,30.256,NYG,@,OAK,L 17-20,,2,2,100.0,1,2,50.0,0,5
114,1998,1998-09-21,3,30.264,NYG,,DAL,L 7-31,,1,1,100.0,,,,0,1
115,1998,1998-09-27,4,30.270,NYG,@,SDG,W 34-16,,4,4,100.0,2,2,100.0,0,10
116,1998,1998-10-04,5,30.277,NYG,@,TAM,L 3-20,,,,,1,1,100.0,0,3
117,1998,1998-10-11,6,30.284,NYG,,ATL,L 20-34,,2,2,100.0,2,2,100.0,0,8
118,1998,1998-10-18,7,30.291,NYG,,ARI,W 34-7,,4,4,100.0,2,3,66.7,0,10
119,1998,1998-11-01,8,30.305,NYG,@,WAS,L 14-21,,2,2,100.0,,,,0,2
120,1998,1998-11-08,9,30.312,NYG,@,DAL,L 6-16,,,,,2,2,100.0,0,6
121,1998,1998-11-15,10,30.319,NYG,,GNB,L 3-37,,,,,1,1,100.0,0,3
122,1998,1998-11-22,11,30.326,NYG,,PHI,W 20-0,,2,2,100.0,2,2,100.0,0,8
123,1998,1998-11-30,12,30.334,NYG,@,SFO,L 7-31,,1,1,100.0,,2,0.0,0,1
124,1998,1998-12-06,13,30.340,NYG,@,ARI,W 23-19,,2,2,100.0,3,3,100.0,0,11
125,1998,1998-12-13,14,30.347,NYG,,DEN,W 20-16,,2,2,100.0,2,2,100.0,0,8
126,1998,1998-12-20,15,30.354,NYG,,KAN,W 28-7,,4,4,100.0,,2,0.0,0,4
127,1998,1998-12-27,16,30.361,NYG,@,PHI,W 20-10,,2,2,100.0,2,2,100.0,0,8
128,1999,1999-09-12,1,31.255,NYG,@,TAM,W 17-13,,2,2,100.0,1,1,100.0,0,5
129,1999,1999-09-19,2,31.262,NYG,,WAS,L 21-50,,3,3,100.0,,,,0,3
130,1999,1999-09-26,3,31.269,NYG,@,NWE,L 14-16,,2,2,100.0,,1,0.0,0,2
131,1999,1999-10-03,4,31.276,NYG,,PHI,W 16-15,,1,1,100.0,3,3,100.0,0,10
132,1999,1999-10-10,5,31.283,NYG,@,ARI,L 3-14,,,,,1,2,50.0,0,3
133,1999,1999-10-18,6,31.291,NYG,,DAL,W 13-10,,1,1,100.0,2,2,100.0,0,7
134,2000,2000-09-03,1,32.247,NYG,,ARI,W 21-16,,3,3,100.0,,,,0,3
135,2000,2000-09-10,2,32.254,NYG,@,PHI,W 33-18,,3,3,100.0,4,4,100.0,0,15
136,2000,2000-09-17,3,32.261,NYG,@,CHI,W 14-7,,2,2,100.0,,3,0.0,0,2
137,2000,2000-10-15,7,32.289,NYG,,DAL,W 19-14,,1,1,100.0,2,2,100.0,0,7
138,2000,2000-10-29,8,32.303,NYG,,PHI,W 24-7,,3,3,100.0,1,1,100.0,0,6
139,2000,2000-11-05,9,32.310,NYG,@,CLE,W 24-3,,3,3,100.0,1,1,100.0,0,6
140,2000,2000-11-12,10,32.317,NYG,,STL,L 24-38,,3,3,100.0,1,1,100.0,0,6
141,2000,2000-11-19,11,32.324,NYG,,DET,L 21-31,,3,3,100.0,,,,0,3
142,2000,2000-11-26,12,32.331,NYG,@,ARI,W 31-7,,4,4,100.0,1,1,100.0,0,7
143,2000,2000-12-03,13,32.338,NYG,@,WAS,W 9-7,,,,,3,3,100.0,0,9
144,2000,2000-12-10,14,32.345,NYG,,PIT,W 30-10,,3,3,100.0,3,3,100.0,0,12
145,2000,2000-12-17,15,32.352,NYG,@,DAL,W 17-13,,2,2,100.0,1,3,33.3,0,5
146,2000,2000-12-23,16,32.358,NYG,,JAX,W 28-25,,4,4,100.0,,1,0.0,0,4
147,2001,2002-01-06,16,34.006,OAK,,NYJ,L 22-24,,1,2,50.0,3,4,75.0,0,10
