ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1991,1991-09-01,1,23.244,ATL,@,KAN,L 3-14,,,,,1,1,100.0,0,3
2,1991,1991-09-08,2,23.251,ATL,,MIN,L 19-20,,2,2,100.0,1,2,50.0,0,5
3,1991,1991-09-15,3,23.258,BUF,@,NYJ,W 23-20,,,,,,,,,
4,1991,1991-09-22,4,23.265,BUF,@,TAM,W 17-10,,,,,,,,,
5,1991,1991-09-29,5,23.272,BUF,,CHI,W 35-20,,,,,,,,,
6,1991,1991-10-07,6,23.280,BUF,@,KAN,L 6-33,,,,,,,,,
7,1991,1991-10-13,7,23.286,BUF,,IND,W 42-6,,,,,,,,,
8,1991,1991-10-21,8,23.294,BUF,,CIN,W 35-16,,,,,,,,,
9,1991,1991-11-03,9,23.307,BUF,,NWE,W 22-17,,,,,,,,,
10,1991,1991-11-10,10,23.314,BUF,@,GNB,W 34-24,,,,,,,,,
11,1991,1991-11-18,11,23.322,BUF,@,MIA,W 41-27,,,,,,,,,
12,1991,1991-11-24,12,23.328,BUF,@,NWE,L 13-16,,,,,,,,,
13,1991,1991-12-01,13,23.335,BUF,,NYJ,W 24-13,,,,,,,,,
14,1991,1991-12-08,14,23.342,BUF,@,RAI,W 30-27,,,,,,,,,
15,1991,1991-12-15,15,23.349,BUF,@,IND,W 35-7,,,,,,,,,
16,1991,1991-12-22,16,23.356,BUF,,DET,L 14-17,,,,,,,,,
17,1992,1992-09-06,1,24.250,DEN,,RAI,W 17-13,,,,,,1,0.0,0,0
18,1992,1992-09-13,2,24.257,DEN,,SDG,W 21-13,,,,,,,,,
19,1992,1992-09-20,3,24.264,DEN,@,PHI,L 0-30,,,,,,,,,
20,1992,1992-09-27,4,24.271,DEN,@,CLE,W 12-0,,,,,,,,,
21,1992,1992-10-04,5,24.278,DEN,,KAN,W 20-19,,,,,,,,,
22,1992,1992-10-12,6,24.286,DEN,@,WAS,L 3-34,,,,,,,,,
23,1992,1992-10-18,7,24.292,DEN,,HOU,W 27-21,,,,,,,,,
24,1992,1992-10-25,8,24.299,DEN,@,SDG,L 21-24,,,,,,,,,
25,1992,1992-11-08,9,24.313,DEN,,NYJ,W 27-16,,,,,,,,,
26,1992,1992-11-15,10,24.320,DEN,,NYG,W 27-13,,,,,,,,,
27,1992,1992-11-22,11,24.327,DEN,@,RAI,L 0-24,,,,,,,,,
28,1992,1992-11-30,12,24.335,DEN,@,SEA,L 13-16,,,,,,,,,
29,1992,1992-12-06,13,24.341,DEN,,DAL,L 27-31,,,,,,,,,
30,1992,1992-12-12,14,24.347,DEN,@,BUF,L 17-27,,,,,,,,,
31,1992,1992-12-20,15,24.355,DEN,,SEA,W 10-6,,,,,,,,,
32,1992,1992-12-27,16,24.362,DEN,@,KAN,L 20-42,,,,,,,,,
33,1993,1993-09-05,1,25.248,NYG,@,CHI,W 26-20,,,,,,,,,
34,1993,1993-09-12,2,25.255,NYG,,TAM,W 23-7,,,,,,,,,
35,1993,1993-09-19,3,25.262,NYG,,RAM,W 20-10,,,,,,1,0.0,0,0
36,1993,1993-10-03,4,25.276,NYG,@,BUF,L 14-17,,,,,,,,,
37,1993,1993-10-10,5,25.283,NYG,@,WAS,W 41-7,,,,,,,,,
38,1993,1993-10-17,6,25.290,NYG,,PHI,W 21-10,,,,,,,,,
39,1993,1993-10-31,7,25.304,NYG,,NYJ,L 6-10,,,,,,,,,
40,1993,1993-11-07,8,25.311,NYG,@,DAL,L 9-31,,,,,,,,,
41,1993,1993-11-21,10,25.325,NYG,@,PHI,W 7-3,,,,,,1,0.0,0,0
42,1993,1993-11-28,11,25.332,NYG,,PHO,W 19-17,,,,,1,1,100.0,0,3
43,1993,1993-12-05,12,25.339,NYG,@,MIA,W 19-14,,,,,,,,,
44,1993,1993-12-12,13,25.346,NYG,,IND,W 20-6,,,,,,,,,
45,1993,1993-12-20,14,25.354,NYG,@,NOR,W 24-14,,,,,,,,,
46,1993,1993-12-26,15,25.360,NYG,@,PHO,L 6-17,,,,,,,,,
47,1993,1994-01-02,16,26.002,NYG,,DAL,L 13-16,,,,,,,,,
48,1994,1994-09-04,1,26.247,NYG,,PHI,W 28-23,,,,,,,,,
49,1994,1994-09-11,2,26.254,NYG,@,ARI,W 20-17,,,,,,,,,
50,1994,1994-09-18,3,26.261,NYG,,WAS,W 31-23,,,,,,,,,
51,1994,1994-10-02,4,26.275,NYG,@,NOR,L 22-27,,,,,,,,,
52,1994,1994-10-10,5,26.283,NYG,,MIN,L 10-27,,,,,,,,,
53,1994,1994-10-16,6,26.289,NYG,@,RAM,L 10-17,,,,,,,,,
54,1994,1994-10-23,7,26.296,NYG,,PIT,L 6-10,,,,,1,1,100.0,0,3
55,1994,1994-10-30,8,26.303,NYG,,DET,L 25-28,,,,,,,,,
56,1994,1994-11-07,9,26.311,NYG,@,DAL,L 10-38,,,,,,,,,
57,1994,1994-11-13,10,26.317,NYG,,ARI,L 9-10,,,,,,,,,
58,1994,1994-11-21,11,26.325,NYG,@,HOU,W 13-10,,,,,,,,,
59,1994,1994-11-27,12,26.331,NYG,@,WAS,W 21-19,,,,,,,,,
60,1994,1994-12-04,13,26.338,NYG,@,CLE,W 16-13,,,,,3,3,100.0,0,9
61,1994,1994-12-11,14,26.345,NYG,,CIN,W 27-20,,3,3,100.0,2,2,100.0,0,9
62,1994,1994-12-18,15,26.352,NYG,@,PHI,W 16-13,,1,1,100.0,3,3,100.0,0,10
63,1994,1994-12-24,16,26.358,NYG,,DAL,W 15-10,,1,1,100.0,2,2,100.0,0,7
64,1995,1995-09-04,1,27.247,NYG,,DAL,L 0-35,,,,,,1,0.0,0,0
65,1995,1995-09-10,2,27.253,NYG,@,KAN,L 17-20,,2,2,100.0,1,1,100.0,0,5
66,1995,1995-09-17,3,27.260,NYG,@,GNB,L 6-14,,,,,2,2,100.0,0,6
67,1995,1995-09-24,4,27.267,NYG,,NOR,W 45-29,,6,6,100.0,1,1,100.0,0,9
68,1995,1995-10-01,5,27.274,NYG,@,SFO,L 6-20,,,,,2,3,66.7,0,6
69,1995,1995-10-08,6,27.281,NYG,,ARI,W 27-21,,3,3,100.0,,,,0,3
70,1995,1995-10-15,7,27.288,NYG,,PHI,L 14-17,,,,,2,2,100.0,0,6
71,1995,1995-10-29,8,27.302,NYG,@,WAS,W 24-15,,3,3,100.0,1,1,100.0,0,6
72,1995,1995-11-05,9,27.309,NYG,@,SEA,L 28-30,,1,1,100.0,1,2,50.0,0,4
73,1995,1995-11-12,10,27.316,NYG,,OAK,L 13-17,,1,1,100.0,2,2,100.0,0,7
74,1995,1995-11-19,11,27.323,NYG,@,PHI,L 19-28,,2,2,100.0,1,2,50.0,0,5
75,1995,1995-11-26,12,27.330,NYG,,CHI,L 24-27,,3,3,100.0,1,1,100.0,0,6
76,1995,1995-11-30,13,27.334,NYG,@,ARI,W 10-6,,1,1,100.0,1,3,33.3,0,4
77,1995,1995-12-10,14,27.344,NYG,,WAS,W 20-13,,2,2,100.0,2,2,100.0,0,8
78,1995,1995-12-17,15,27.351,NYG,@,DAL,L 20-21,,2,2,100.0,2,3,66.7,0,8
79,1995,1995-12-23,16,27.357,NYG,,SDG,L 17-27,,2,2,100.0,1,2,50.0,0,5
80,1996,1996-09-01,1,28.245,NYG,,BUF,L 20-23,,2,2,100.0,2,2,100.0,0,8
81,1996,1996-09-08,2,28.252,NYG,@,DAL,L 0-27,,,,,,,,,
82,1996,1996-09-15,3,28.259,NYG,,WAS,L 10-31,,1,1,100.0,1,2,50.0,0,4
83,1996,1996-09-22,4,28.266,NYG,@,NYJ,W 13-6,,1,1,100.0,2,2,100.0,0,7
84,1996,1996-09-29,5,28.273,NYG,,MIN,W 15-10,,,,,3,3,100.0,0,9
85,1996,1996-10-13,6,28.287,NYG,,PHI,L 10-19,,1,1,100.0,1,1,100.0,0,4
86,1996,1996-10-20,7,28.294,NYG,@,WAS,L 21-31,,3,3,100.0,,1,0.0,0,3
87,1996,1996-10-27,8,28.301,NYG,@,DET,W 35-7,,3,3,100.0,2,3,66.7,0,9
88,1996,1996-11-03,9,28.308,NYG,,ARI,W 16-8,,1,1,100.0,3,3,100.0,0,10
89,1996,1996-11-10,10,28.315,NYG,@,CAR,L 17-27,,2,2,100.0,1,1,100.0,0,5
