ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1974,1974-09-15,1,22.320,NYJ,@,KAN,L 16-24,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,213,35.50,0
2,1974,1974-09-22,2,22.327,NYJ,@,CHI,W 23-21,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,168,33.60,0
3,1974,1974-09-29,3,22.334,NYJ,@,BUF,L 12-16,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,234,33.43,0
4,1974,1974-10-07,4,22.342,NYJ,@,MIA,L 17-21,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,86,28.67,0
5,1974,1974-10-13,5,22.348,NYJ,,NWE,L 0-24,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,281,35.13,0
6,1974,1974-10-20,6,22.355,NYJ,,BAL,L 20-35,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,177,35.40,0
7,1974,1974-10-27,7,22.362,NYJ,,RAM,L 13-20,,0,0,,0,0,0,,0,0,,,1,2,50.0,,,,0,1,8,274,34.25,0
8,1974,1974-11-03,8,23.004,NYJ,,HOU,L 22-27,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,230,38.33,0
9,1974,1974-11-10,9,23.011,NYJ,@,NYG,W 26-20,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,105,35.00,0
10,1974,1974-11-17,10,23.018,NYJ,@,NWE,W 21-16,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,256,36.57,0
11,1974,1974-11-24,11,23.025,NYJ,,MIA,W 17-14,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,320,45.71,0
12,1974,1974-12-01,12,23.032,NYJ,,SDG,W 27-14,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,124,41.33,0
13,1974,1974-12-08,13,23.039,NYJ,,BUF,W 20-10,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,216,36.00,0
14,1974,1974-12-15,14,23.046,NYJ,@,BAL,W 45-38,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,1,5,5.00,0
15,1975,1975-09-21,1,23.326,NYJ,@,BUF,L 14-42,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,242,40.33,0
16,1975,1975-09-28,2,23.333,NYJ,@,KAN,W 30-24,,1,1,100.00,1,0,0,79.2,0,0,1.00,1.00,,,,,,,0,0,2,72,36.00,0
17,1975,1975-10-05,3,23.340,NYJ,,NWE,W 36-7,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,146,36.50,0
18,1975,1975-10-12,4,23.347,NYJ,@,MIN,L 21-29,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,149,37.25,1
19,1975,1975-10-19,5,23.354,NYJ,,MIA,L 0-43,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,190,38.00,0
20,1975,1975-10-26,6,23.361,NYJ,,BAL,L 28-45,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,211,42.20,0
21,1975,1975-11-02,7,24.003,NYJ,,BUF,L 23-24,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,146,48.67,0
22,1975,1975-11-09,8,24.010,NYJ,@,MIA,L 7-27,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,265,37.86,0
23,1975,1975-11-16,9,24.017,NYJ,@,BAL,L 19-52,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,151,30.20,1
24,1975,1975-11-23,10,24.024,NYJ,,STL,L 6-37,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,111,37.00,0
25,1975,1975-11-30,11,24.031,NYJ,,PIT,L 7-20,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,2,75,37.50,0
26,1975,1975-12-07,12,24.038,NYJ,@,NWE,W 30-28,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,108,36.00,0
27,1975,1975-12-15,13,24.046,NYJ,@,SDG,L 16-24,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,2,61,30.50,0
28,1975,1975-12-21,14,24.052,NYJ,,DAL,L 21-31,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,229,28.63,1
