ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1990,1990-09-16,2,22.267,HOU,@,PIT,L 9-20,,,,,,
2,1990,1990-10-21,7,22.302,HOU,,NOR,W 23-10,,,,,,
3,1990,1990-10-28,8,22.309,HOU,,NYJ,L 12-17,,,,,,
4,1990,1990-11-04,9,22.316,HOU,@,RAM,L 13-17,,,,,,
5,1990,1990-11-18,10,22.330,HOU,@,CLE,W 35-23,,,,,,
6,1990,1990-11-26,11,22.338,HOU,,BUF,W 27-24,,,,,,
7,1990,1990-12-02,12,22.344,HOU,@,SEA,L 10-13,,,,,,
8,1990,1990-12-09,13,22.351,HOU,,CLE,W 58-14,,,,,,
9,1990,1990-12-16,14,22.358,HOU,@,KAN,W 27-10,,,,,,
10,1990,1990-12-23,15,23.000,HOU,@,CIN,L 20-40,,,,,,
11,1990,1990-12-30,16,23.007,HOU,,PIT,W 34-14,,,,,,
12,1991,1991-09-01,1,23.252,HOU,,RAI,W 47-17,0,0,1.0,0,0,0
13,1991,1991-09-08,2,23.259,HOU,@,CIN,W 30-7,1,6,0.0,1,52,1
14,1991,1991-09-16,3,23.267,HOU,,KAN,W 17-7,,,,,,
15,1991,1991-09-22,4,23.273,HOU,@,NWE,L 20-24,,,,,,
16,1991,1991-10-06,5,23.287,HOU,,DEN,W 42-14,,,,,,
17,1991,1991-10-13,6,23.294,HOU,@,NYJ,W 23-20,,,,,,
18,1991,1991-10-20,7,23.301,HOU,@,MIA,W 17-13,,,,,,
19,1991,1991-10-27,8,23.308,HOU,,CIN,W 35-3,0,0,0.0,1,18,0
20,1991,1991-11-03,9,23.315,HOU,@,WAS,L 13-16,0,0,0.0,1,7,0
21,1991,1991-11-10,10,23.322,HOU,,DAL,W 26-23,,,,,,
22,1991,1991-11-17,11,23.329,HOU,,CLE,W 28-24,,,,,,
23,1991,1991-11-24,12,23.336,HOU,@,PIT,L 14-26,,,,,,
24,1991,1991-12-02,13,23.344,HOU,,PHI,L 6-13,,,,,,
25,1991,1991-12-08,14,23.350,HOU,,PIT,W 31-6,0,0,1.0,0,0,0
26,1991,1991-12-15,15,23.357,HOU,@,CLE,W 17-14,,,,,,
27,1991,1991-12-21,16,23.363,HOU,@,NYG,L 20-24,,,,,,
28,1992,1992-09-06,1,24.258,HOU,,PIT,L 24-29,0,0,1.0,0,0,0
29,1992,1992-09-13,2,24.265,HOU,@,IND,W 20-10,0,0,0.5,0,0,0
30,1992,1992-09-20,3,24.272,HOU,,KAN,W 23-20,,,,,,
31,1992,1992-09-27,4,24.279,HOU,,SDG,W 27-0,,,,,,
32,1992,1992-10-11,5,24.293,HOU,@,CIN,W 38-24,,,,,,
33,1992,1992-10-18,6,24.300,HOU,@,DEN,L 21-27,,,,,,
34,1992,1992-10-25,7,24.307,HOU,,CIN,W 26-10,,,,,,
35,1992,1992-11-01,8,24.314,HOU,@,PIT,L 20-21,,,,,,
36,1992,1992-11-08,9,24.321,HOU,,CLE,L 14-24,,,,,,
37,1992,1992-11-15,10,24.328,HOU,@,MIN,W 17-13,,,,,,
38,1992,1992-11-22,11,24.335,HOU,@,MIA,L 16-19,,,,,,
