ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1981,1981-09-06,1,23.140,NYG,,PHI,L 10-24,,,,
2,1981,1981-09-13,2,23.147,NYG,@,WAS,W 17-7,,,,
3,1981,1981-09-20,3,23.154,NYG,,NOR,W 20-7,,,,
4,1981,1981-09-27,4,23.161,NYG,@,DAL,L 10-18,,,,
5,1981,1981-10-04,5,23.168,NYG,,GNB,L 14-27,,,,
6,1981,1981-10-11,6,23.175,NYG,,STL,W 34-14,,,,
7,1981,1981-10-18,7,23.182,NYG,@,SEA,W 32-0,0.0,1,9,0
8,1981,1981-10-25,8,23.189,NYG,@,ATL,W 27-24,,,,
9,1981,1981-11-01,9,23.196,NYG,,NYJ,L 7-26,,,,
10,1981,1981-11-08,10,23.203,NYG,@,GNB,L 24-26,,,,
11,1981,1981-11-15,11,23.210,NYG,,WAS,L 27-30,,,,
12,1981,1981-11-22,12,23.217,NYG,@,PHI,W 20-10,,,,
13,1981,1981-11-29,13,23.224,NYG,@,SFO,L 10-17,,,,
14,1981,1981-12-06,14,23.231,NYG,,RAM,W 10-7,,,,
15,1981,1981-12-13,15,23.238,NYG,@,STL,W 20-10,,,,
16,1981,1981-12-19,16,23.244,NYG,,DAL,W 13-10,,,,
17,1982,1982-11-25,4,24.220,NYG,@,DET,W 13-6,,,,
18,1982,1982-12-05,5,24.230,NYG,,HOU,W 17-14,,,,
19,1982,1982-12-11,6,24.236,NYG,,PHI,W 23-7,,,,
20,1982,1982-12-19,7,24.244,NYG,@,WAS,L 14-15,,,,
21,1982,1982-12-26,8,24.251,NYG,@,STL,L 21-24,,,,
22,1982,1983-01-02,9,24.258,NYG,@,PHI,W 26-24,,,,
23,1983,1983-09-04,1,25.138,NYG,,RAM,L 6-16,,,,
24,1983,1983-09-11,2,25.145,NYG,@,ATL,W 16-13,,,,
25,1983,1983-09-18,3,25.152,NYG,@,DAL,L 13-28,0.0,1,19,0
26,1983,1983-09-26,4,25.160,NYG,,GNB,W 27-3,,,,
27,1983,1983-10-02,5,25.166,NYG,,SDG,L 34-41,,,,
28,1983,1983-10-09,6,25.173,NYG,,PHI,L 13-17,,,,
29,1983,1983-10-16,7,25.180,NYG,@,KAN,L 17-38,,,,
30,1983,1983-10-24,8,25.188,NYG,@,STL,T 20-20,1.0,0,0,0
31,1983,1983-10-30,9,25.194,NYG,,DAL,L 20-38,,,,
32,1983,1983-11-07,10,25.202,NYG,@,DET,L 9-15,,,,
33,1983,1983-11-13,11,25.208,NYG,,WAS,L 17-33,,,,
34,1983,1983-12-04,14,25.229,NYG,,STL,L 6-10,,,,
35,1983,1983-12-11,15,25.236,NYG,,SEA,L 12-17,,,,
36,1983,1983-12-17,16,25.242,NYG,@,WAS,L 22-31,,,,
37,1984,1984-09-02,1,26.136,NYG,,PHI,W 28-27,,,,
38,1984,1984-09-09,2,26.143,NYG,,DAL,W 28-7,,,,
39,1984,1984-09-16,3,26.150,NYG,@,WAS,L 14-30,,,,
40,1984,1984-09-23,4,26.157,NYG,,TAM,W 17-14,,,,
41,1984,1984-09-30,5,26.164,NYG,@,RAM,L 12-33,,,,
42,1984,1984-10-08,6,26.172,NYG,,SFO,L 10-31,,,,
43,1984,1984-10-14,7,26.178,NYG,@,ATL,W 19-7,,,,
44,1984,1984-10-21,8,26.185,NYG,@,PHI,L 10-24,,,,
45,1984,1984-10-28,9,26.192,NYG,,WAS,W 37-13,,,,
46,1984,1984-11-04,10,26.199,NYG,@,DAL,W 19-7,,,,
47,1984,1984-11-11,11,26.206,NYG,@,TAM,L 17-20,,,,
48,1984,1984-11-18,12,26.213,NYG,,STL,W 16-10,,,,
49,1984,1984-11-25,13,26.220,NYG,,KAN,W 28-27,,,,
50,1984,1984-12-02,14,26.227,NYG,@,NYJ,W 20-10,,,,
51,1984,1984-12-09,15,26.234,NYG,@,STL,L 21-31,,,,
52,1984,1984-12-15,16,26.240,NYG,,NOR,L 3-10,,,,
53,1985,1985-09-08,1,27.142,NYG,,PHI,W 21-0,,,,
54,1985,1985-09-15,2,27.149,NYG,@,GNB,L 20-23,,,,
55,1985,1985-09-22,3,27.156,NYG,,STL,W 27-17,,,,
56,1985,1985-09-29,4,27.163,NYG,@,PHI,W 16-10,,,,
57,1985,1985-10-06,5,27.170,NYG,,DAL,L 29-30,,,,
58,1985,1985-10-13,6,27.177,NYG,@,CIN,L 30-35,,,,
59,1985,1985-10-20,7,27.184,NYG,,WAS,W 17-3,,,,
60,1985,1985-10-27,8,27.191,NYG,@,NOR,W 21-13,,,,
61,1985,1985-11-03,9,27.198,NYG,,TAM,W 22-20,,,,
62,1985,1985-11-17,11,27.212,NYJ,,TAM,W 62-28,,,,
63,1985,1985-11-24,12,27.219,NYJ,,NWE,W 16-13,,,,
64,1985,1985-11-28,13,27.223,NYJ,@,DET,L 20-31,,,,
65,1985,1985-12-08,14,27.233,NYJ,@,BUF,W 27-7,,,,
66,1985,1985-12-14,15,27.239,NYJ,,CHI,L 6-19,,,,
67,1985,1985-12-22,16,27.247,NYJ,,CLE,W 37-10,,,,
