ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1978,1978-09-03,1,22.237,SFO,@,CLE,L 7-24,3,22,7.33,1,1,6
2,1978,1978-09-10,2,22.244,SFO,,CHI,L 13-16,1,9,9.00,0,0,0
3,1978,1978-09-17,3,22.251,SFO,@,HOU,L 19-20,2,22,11.00,0,0,0
4,1978,1978-09-24,4,22.258,SFO,@,NYG,L 10-27,3,27,9.00,0,0,0
5,1978,1978-10-01,5,22.265,SFO,,CIN,W 28-12,3,25,8.33,0,0,0
6,1978,1978-10-08,6,22.272,SFO,@,RAM,L 10-27,,,,,,
7,1978,1978-10-15,7,22.279,SFO,,NOR,L 7-14,2,11,5.50,0,0,0
8,1978,1978-10-22,8,22.286,SFO,,ATL,L 17-20,1,8,8.00,0,0,0
9,1978,1978-10-29,9,22.293,SFO,@,WAS,L 20-38,1,15,15.00,0,0,0
10,1978,1978-11-05,10,22.300,SFO,@,ATL,L 10-21,,,,,,
11,1978,1978-11-12,11,22.307,SFO,,STL,L 10-16,3,43,14.33,0,0,0
12,1978,1978-11-19,12,22.314,SFO,,RAM,L 28-31,3,23,7.67,0,0,0
13,1978,1978-11-27,13,22.322,SFO,,PIT,L 7-24,,,,,,
14,1979,1979-09-02,1,23.236,SFO,@,MIN,L 22-28,1,3,3.00,0,0,0
15,1979,1979-09-09,2,23.243,SFO,,DAL,L 13-21,,,,,,
16,1979,1979-09-16,3,23.250,SFO,@,RAM,L 24-27,,,,,,
17,1979,1979-09-23,4,23.257,SFO,,NOR,L 21-30,,,,,,
18,1979,1979-09-30,5,23.264,SFO,@,SDG,L 9-31,,,,,,
19,1979,1979-10-07,6,23.271,SFO,,SEA,L 24-35,4,69,17.25,1,1,6
20,1979,1979-10-14,7,23.278,SFO,@,NYG,L 16-32,1,13,13.00,0,0,0
21,1979,1979-10-21,8,23.285,SFO,,ATL,W 20-15,1,13,13.00,0,0,0
22,1979,1979-10-28,9,23.292,SFO,,CHI,L 27-28,1,16,16.00,0,0,0
23,1979,1979-11-04,10,23.299,SFO,@,OAK,L 10-23,1,12,12.00,0,0,0
24,1979,1979-11-11,11,23.306,SFO,@,NOR,L 20-31,3,23,7.67,1,1,6
25,1979,1979-11-18,12,23.313,SFO,,DEN,L 28-38,,,,,,
26,1979,1979-11-25,13,23.320,SFO,,RAM,L 20-26,2,22,11.00,0,0,0
27,1979,1979-12-02,14,23.327,SFO,@,STL,L 10-13,2,22,11.00,1,1,6
28,1979,1979-12-09,15,23.334,SFO,,TAM,W 23-7,5,40,8.00,0,0,0
29,1979,1979-12-16,16,23.341,SFO,@,ATL,L 21-31,3,33,11.00,1,1,6
