ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2005,2005-09-11,1,23.187,IND,@,BAL,W 24-7,,,,,,,,
2,2005,2005-09-18,2,23.194,IND,,JAX,W 10-3,,,,,,,,
3,2005,2005-09-25,3,23.201,IND,,CLE,W 13-6,,,,,,,,
4,2005,2005-10-02,4,23.208,IND,@,TEN,W 31-10,,,,,,,,
5,2005,2005-10-09,5,23.215,IND,@,SFO,W 28-3,,,,,,,,
6,2005,2005-10-17,6,23.223,IND,,STL,W 45-28,,,,,,,,
7,2005,2005-10-23,7,23.229,IND,@,HOU,W 38-20,,,,,,,,
8,2005,2005-11-07,8,23.244,IND,@,NWE,W 40-21,,,,,,,,
9,2005,2005-11-13,9,23.250,IND,,HOU,W 31-17,,,,,,,,
10,2005,2005-11-20,10,23.257,IND,@,CIN,W 45-37,,,,,,,,
11,2005,2005-11-28,11,23.265,IND,,PIT,W 26-7,,,,,,,,
12,2005,2005-12-04,12,23.271,IND,,TEN,W 35-3,,,,,,,,
13,2005,2005-12-11,13,23.278,IND,@,JAX,W 26-18,,,,,,,,
14,2005,2005-12-18,14,23.285,IND,,SDG,L 17-26,,,,,,,,
15,2005,2005-12-24,15,23.291,IND,@,SEA,L 13-28,*,,,,,,,
16,2005,2006-01-01,16,23.299,IND,,ARI,W 17-13,*,,,,,,,
17,2006,2006-09-10,1,24.186,IND,@,NYG,W 26-21,*,,,,,,,
18,2006,2006-09-17,2,24.193,IND,,HOU,W 43-24,*,,,,,,,
19,2006,2006-09-24,3,24.200,IND,,JAX,W 21-14,*,,,,,,,
20,2006,2006-10-01,4,24.207,IND,@,NYJ,W 31-28,*,,,,,,,
21,2006,2006-10-08,5,24.214,IND,,TEN,W 14-13,*,,,,,,,
22,2006,2006-10-22,6,24.228,IND,,WAS,W 36-22,*,,,,,,,
23,2006,2006-10-29,7,24.235,IND,@,DEN,W 34-31,*,,,,,,,
24,2006,2006-11-05,8,24.242,IND,@,NWE,W 27-20,*,,,,,,,
25,2006,2006-11-12,9,24.249,IND,,BUF,W 17-16,*,,,,,,,
26,2006,2006-11-19,10,24.256,IND,@,DAL,L 14-21,*,,,,,,,
27,2006,2006-11-26,11,24.263,IND,,PHI,W 45-21,,,,,,,,
28,2006,2006-12-03,12,24.270,IND,@,TEN,L 17-20,,,,,,,,
29,2006,2006-12-10,13,24.277,IND,@,JAX,L 17-44,,,,,,,,
30,2006,2006-12-18,14,24.285,IND,,CIN,W 34-16,,,,,,,,
31,2006,2006-12-24,15,24.291,IND,@,HOU,L 24-27,,,,,,,,
32,2006,2006-12-31,16,24.298,IND,,MIA,W 27-22,*,,,,,,,
33,2007,2007-10-28,7,25.234,IND,@,CAR,W 31-7,,,,,,,,
34,2007,2007-11-04,8,25.241,IND,,NWE,L 20-24,,,,,,,,
35,2007,2007-11-11,9,25.248,IND,@,SDG,L 21-23,,,,,,,,
