ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1996,1996-09-08,2,22.290,HOU,@,JAX,W 34-27,,0,0,,0,0.0%,
2,1996,1996-10-06,5,22.318,HOU,@,CIN,W 30-27,,0,0,,0,0.0%,
3,1996,1996-10-13,6,22.325,HOU,@,ATL,W 23-13,,0,0,,0,0.0%,
4,1996,1996-11-03,9,22.346,HOU,@,SEA,L 16-23,,0,0,,0,0.0%,
5,1996,1996-11-10,10,22.353,HOU,@,NOR,W 31-14,,0,0,,0,0.0%,
6,1996,1996-11-17,11,22.360,HOU,,MIA,L 20-23,0,0,0,,0,0.0%,
7,1996,1996-11-24,12,23.001,HOU,,CAR,L 6-31,1,1,14,14.00,0,100.0%,14.00
8,1996,1996-12-01,13,23.008,HOU,@,NYJ,W 35-10,,0,0,,0,0.0%,
9,1996,1996-12-08,14,23.015,HOU,,JAX,L 17-23,1,1,10,10.00,0,100.0%,10.00
10,1996,1996-12-15,15,23.022,HOU,,CIN,L 13-21,,0,0,,0,0.0%,
11,1996,1996-12-22,16,23.029,HOU,@,BAL,W 24-21,1,0,0,,0,0.0%,0.00
