ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1997,1997-08-31,1,23.003,ARI,@,CIN,L 21-24,,
2,1997,1997-09-07,2,23.010,ARI,,DAL,W 25-22,,
3,1997,1997-09-14,3,23.017,ARI,@,WAS,L 13-19,,
4,1997,1997-09-28,4,23.031,ARI,@,TAM,L 18-19,,1.0
5,1997,1997-10-05,5,23.038,ARI,,MIN,L 19-20,,
6,1997,1997-10-12,6,23.045,ARI,,NYG,L 13-27,,
7,1997,1997-10-19,7,23.052,ARI,@,PHI,L 10-13,,1.0
8,1997,1997-10-26,8,23.059,ARI,,TEN,L 14-41,,
9,1997,1997-11-02,9,23.066,ARI,,PHI,W 31-21,,
10,1997,1997-11-09,10,23.073,ARI,@,DAL,L 6-24,,
11,1997,1997-11-16,11,23.080,ARI,@,NYG,L 10-19,,
12,1997,1997-11-23,12,23.087,ARI,@,BAL,W 16-13,,1.0
13,1997,1997-11-23,12,23.087,DET,,IND,W 32-10,,
14,1997,1997-11-30,13,23.094,ARI,,PIT,L 20-26,,1.0
15,1997,1997-12-07,14,23.101,ARI,,WAS,L 28-38,,
16,1997,1997-12-14,15,23.108,ARI,@,NOR,L 10-27,,
17,1997,1997-12-21,16,23.115,ARI,,ATL,W 29-26,,2.0
18,1998,1998-09-06,1,24.009,ARI,@,DAL,L 10-38,,
19,1998,1998-09-13,2,24.016,ARI,@,SEA,L 14-33,,
20,1998,1998-09-20,3,24.023,ARI,,PHI,W 17-3,,1.0
21,1998,1998-09-27,4,24.030,ARI,@,STL,W 20-17,,
22,1998,1998-10-04,5,24.037,ARI,,OAK,L 20-23,,
23,1998,1998-10-11,6,24.044,ARI,,CHI,W 20-7,,1.0
24,1998,1998-10-18,7,24.051,ARI,@,NYG,L 7-34,,
25,1998,1998-11-01,8,24.065,ARI,@,DET,W 17-15,,1.0
26,1998,1998-11-08,9,24.072,ARI,,WAS,W 29-27,,1.0
27,1998,1998-11-15,10,24.079,ARI,,DAL,L 28-35,,
28,1998,1998-11-22,11,24.086,ARI,@,WAS,W 45-42,,2.0
29,1998,1998-11-29,12,24.093,ARI,@,KAN,L 24-34,,1.0
30,1998,1998-12-06,13,24.100,ARI,,NYG,L 19-23,,
31,1998,1998-12-27,16,24.121,ARI,,SDG,W 16-13,,2.0
32,1999,1999-09-27,3,25.030,ARI,,SFO,L 10-24,,
33,1999,1999-10-03,4,25.036,ARI,@,DAL,L 7-35,,
34,2000,2000-09-03,1,26.006,ARI,@,NYG,L 16-21,,
35,2000,2000-09-10,2,26.013,ARI,,DAL,W 32-31,*,
36,2000,2000-09-24,3,26.027,ARI,,GNB,L 3-29,*,1.0
37,2000,2000-10-01,4,26.034,ARI,@,SFO,L 20-27,*,
38,2000,2000-10-08,5,26.041,ARI,,CLE,W 29-21,*,
39,2000,2000-10-15,6,26.048,ARI,,PHI,L 14-33,*,
40,2000,2000-10-22,7,26.055,ARI,@,DAL,L 7-48,,
41,2000,2000-10-29,8,26.062,ARI,,NOR,L 10-21,,
42,2000,2000-11-05,9,26.069,ARI,,WAS,W 16-15,,
43,2000,2000-11-12,10,26.076,ARI,@,MIN,L 14-31,,
44,2000,2000-11-19,11,26.083,ARI,@,PHI,L 9-34,,
45,2000,2000-12-10,14,26.104,ARI,@,JAX,L 10-44,*,
46,2000,2000-12-17,15,26.111,ARI,,BAL,L 7-13,,2.0
47,2000,2000-12-24,16,26.118,ARI,@,WAS,L 3-20,,
48,2001,2001-09-09,1,27.012,CLE,,SEA,L 6-9,*,
49,2001,2001-09-23,2,27.026,CLE,,DET,W 24-14,,
50,2001,2001-09-30,3,27.033,CLE,@,JAX,W 23-14,,
51,2001,2001-10-07,4,27.040,CLE,,SDG,W 20-16,,
52,2001,2001-10-14,5,27.047,CLE,@,CIN,L 14-24,,
53,2001,2001-10-21,6,27.054,CLE,,BAL,W 24-14,,1.0
54,2001,2001-11-04,7,27.068,CLE,@,CHI,L 21-27,,
55,2001,2001-11-11,8,27.075,CLE,,PIT,L 12-15,,
56,2001,2001-11-18,9,27.082,CLE,@,BAL,W 27-17,,
57,2001,2001-11-25,10,27.089,CLE,,CIN,W 18-0,,1.0
58,2001,2001-12-02,11,27.096,CLE,,TEN,L 15-31,,
59,2001,2001-12-09,12,27.103,CLE,@,NWE,L 16-27,,
60,2001,2001-12-16,13,27.110,CLE,,JAX,L 10-15,*,
61,2001,2001-12-23,14,27.117,CLE,@,GNB,L 7-30,*,
62,2001,2001-12-30,15,27.124,CLE,@,TEN,W 41-38,,
63,2001,2002-01-06,16,27.131,CLE,@,PIT,L 7-28,*,
64,2002,2002-09-08,1,28.011,CLE,,KAN,L 39-40,,
65,2002,2002-09-15,2,28.018,CLE,,CIN,W 20-7,,
66,2002,2002-09-22,3,28.025,CLE,@,TEN,W 31-28,,
67,2002,2002-10-06,5,28.039,CLE,,BAL,L 21-26,,
68,2002,2002-10-13,6,28.046,CLE,@,TAM,L 3-17,,
