ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1990,1990-09-09,1,22.275,SDG,@,DAL,L 14-17,4,30,7.50,0
2,1990,1990-09-16,2,22.282,SDG,,CIN,L 16-21,3,0,0.00,0
