ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2001,2001-11-29,11,22.112,PHI,@,KAN,W 23-10,,2,2,11,5.50,1,100.0%,5.50,0,0,,0,1,6,0.0,,
2,2001,2001-12-09,12,22.122,PHI,,SDG,W 24-14,,1,,,,,0.0%,,,,,,,,,,
3,2001,2002-01-06,16,22.150,PHI,@,TAM,W 17-13,*,5,3,41,13.67,0,60.0%,8.20,0,0,,0,0,0,0.0,,
4,2002,2002-12-15,14,23.128,CIN,,JAX,L 15-29,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,,
5,2002,2002-12-22,15,23.135,CIN,,NOR,W 20-13,,,,,,,0.0%,,,,,,,,,,
6,2002,2002-12-29,16,23.142,CIN,@,BUF,L 9-27,,,,,,,0.0%,,,,,,,,,,
7,2003,2003-09-07,1,24.029,CIN,,DEN,L 10-30,,1,,,,,0.0%,,,,,,,,,,
8,2003,2003-09-14,2,24.036,CIN,@,OAK,L 20-23,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,0.0,,
9,2003,2003-09-21,3,24.043,CIN,,PIT,L 10-17,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,,
10,2003,2003-09-28,4,24.050,CIN,@,CLE,W 21-14,,5,5,56,11.20,0,100.0%,11.20,0,0,,0,0,0,0.0,,
11,2003,2003-10-05,5,24.057,CIN,@,BUF,L 16-22,,6,5,35,7.00,0,83.3%,5.83,0,0,,0,0,0,0.0,,
12,2003,2003-10-19,6,24.071,CIN,,BAL,W 34-26,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,0.0,,
13,2003,2003-10-26,7,24.078,CIN,,SEA,W 27-24,*,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,0.0,,
14,2003,2003-11-02,8,24.085,CIN,@,ARI,L 14-17,*,5,4,40,10.00,0,80.0%,8.00,0,0,,0,0,0,0.0,,
15,2003,2003-11-09,9,24.092,CIN,,HOU,W 34-27,*,2,,,,,0.0%,,,,,,,,,,
16,2003,2003-11-16,10,24.099,CIN,,KAN,W 24-19,*,2,,,,,0.0%,,,,,,,,,,
17,2003,2003-11-23,11,24.106,CIN,@,SDG,W 34-27,,,,,,,0.0%,,,,,,,,,,
18,2003,2003-11-30,12,24.113,CIN,@,PIT,W 24-20,*,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,0.0,,
19,2003,2003-12-07,13,24.120,CIN,@,BAL,L 13-31,*,1,0,0,,0,0.0%,0.00,1,13,13.00,0,0,0,0.0,,
20,2003,2003-12-14,14,24.127,CIN,,SFO,W 41-38,,,,,,,0.0%,,,,,,,,,,
21,2003,2003-12-21,15,24.134,CIN,@,STL,L 10-27,*,3,1,21,21.00,0,33.3%,7.00,0,0,,0,0,0,0.0,,
22,2003,2003-12-28,16,24.141,CIN,,CLE,L 14-22,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,,
23,2004,2004-09-12,1,25.034,CIN,@,NYJ,L 24-31,*,1,,,,,0.0%,,,,,,,,,,
24,2004,2004-09-19,2,25.041,CIN,,MIA,W 16-13,*,7,2,17,8.50,0,28.6%,2.43,0,0,,0,0,0,0.0,,
25,2004,2004-09-26,3,25.048,CIN,,BAL,L 9-23,*,1,,,,,0.0%,,,,,,,,,,
