ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
20,2000,2000-09-10,2,25.166,CHI,@,TAM,L 0-41,,6,47,7.83,0,5,3,14,4.67,0,60.0%,2.80,0,0,,0,0,0,,,,,,0,0
21,2000,2000-09-17,3,25.173,CHI,,NYG,L 7-14,*,10,31,3.10,0,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,,,,,0,0
22,2000,2000-09-24,4,25.180,CHI,,DET,L 14-21,*,19,87,4.58,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,,,,,0,0
23,2000,2000-10-01,5,25.187,CHI,@,GNB,W 27-24,*,24,72,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
24,2000,2000-10-08,6,25.194,CHI,,NOR,L 10-31,*,10,24,2.40,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
25,2000,2000-10-15,7,25.201,CHI,,MIN,L 16-28,*,22,71,3.23,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,1,6
26,2000,2000-10-22,8,25.208,CHI,@,PHI,L 9-13,*,21,87,4.14,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,,,,,0,0
27,2000,2000-11-05,9,25.222,CHI,,IND,W 27-24,*,16,85,5.31,0,8,5,37,7.40,0,62.5%,4.63,0,0,,0,0,0,,,,,,0,0
28,2000,2000-11-12,10,25.229,CHI,@,BUF,L 3-20,,16,87,5.44,0,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,,,,,0,0
29,2000,2000-11-19,11,25.236,CHI,,TAM,W 13-10,,20,67,3.35,0,7,4,15,3.75,0,57.1%,2.14,0,0,,0,0,0,,,,,,0,0
30,2000,2000-11-26,12,25.243,CHI,@,NYJ,L 10-17,,25,122,4.88,0,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,,,,,,0,0
31,2000,2000-12-03,13,25.250,CHI,,GNB,L 6-28,*,17,80,4.71,0,12,11,93,8.45,0,91.7%,7.75,0,0,,0,0,0,,,,,,0,0
32,2000,2000-12-10,14,25.257,CHI,,NWE,W 24-17,*,37,97,2.62,1,4,3,27,9.00,1,75.0%,6.75,0,0,,0,0,0,,,,,,2,12
33,2000,2000-12-17,15,25.264,CHI,@,SFO,L 0-17,*,16,31,1.94,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
34,2000,2000-12-24,16,25.271,CHI,@,DET,W 23-20,*,22,72,3.27,0,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0
35,2001,2001-09-09,1,26.165,CHI,@,BAL,L 6-17,*,21,43,2.05,0,9,8,32,4.00,0,88.9%,3.56,0,0,,0,0,0,,,,,,0,0
36,2001,2001-09-23,2,26.179,CHI,,MIN,W 17-10,*,15,45,3.00,0,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,,,,,0,0
37,2001,2001-10-07,3,26.193,CHI,@,ATL,W 31-3,*,12,27,2.25,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,,,,,0,0
38,2001,2001-10-14,4,26.200,CHI,,ARI,W 20-13,*,18,75,4.17,1,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,,,,,1,6
39,2001,2001-10-21,5,26.207,CHI,@,CIN,W 24-0,*,7,17,2.43,0,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0
40,2001,2001-10-28,6,26.214,CHI,,SFO,W 37-31,,1,15,15.00,0,3,3,23,7.67,0,100.0%,7.67,0,0,,0,0,0,,,,,,0,0
41,2001,2001-11-04,7,26.221,CHI,,CLE,W 27-21,,1,3,3.00,0,5,5,65,13.00,1,100.0%,13.00,0,0,,0,0,0,,,,,,1,6
42,2001,2001-11-11,8,26.228,CHI,,GNB,L 12-20,,1,6,6.00,0,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,,,,,0,0
43,2001,2001-11-18,9,26.235,CHI,@,TAM,W 27-24,,2,12,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
44,2001,2001-11-25,10,26.242,CHI,@,MIN,W 13-6,*,27,107,3.96,0,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,,,,,0,0
45,2001,2001-12-02,11,26.249,CHI,,DET,W 13-10,*,25,93,3.72,0,3,2,7,3.50,0,66.7%,2.33,0,0,,0,0,0,,,,,,0,0
46,2001,2001-12-09,12,26.256,CHI,@,GNB,L 7-17,,0,0,,0,3,0,7,,0,0.0%,2.33,0,0,,0,0,0,,,,,,0,0
47,2001,2001-12-16,13,26.263,CHI,,TAM,W 27-3,,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
48,2001,2001-12-23,14,26.270,CHI,@,WAS,W 20-15,,2,6,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0
49,2001,2001-12-30,15,26.277,CHI,@,DET,W 24-0,,1,11,11.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
50,2001,2002-01-06,16,26.284,CHI,,JAX,W 33-13,,0,0,,0,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,,,,,0,0
51,2002,2002-09-08,1,27.164,HOU,,DAL,W 19-10,*,19,56,2.95,0,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,,,,0,0
52,2002,2002-09-15,2,27.171,HOU,@,SDG,L 3-24,*,13,51,3.92,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0
53,2002,2002-09-22,3,27.178,HOU,,IND,L 3-23,*,11,27,2.45,0,3,3,25,8.33,0,100.0%,8.33,0,0,,0,0,0,,0,,,,0,0
54,2002,2002-09-29,4,27.185,HOU,@,PHI,L 17-35,*,14,41,2.93,0,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,,,,0,0
55,2002,2002-10-13,5,27.199,HOU,,BUF,L 24-31,*,8,21,2.63,0,1,1,-1,-1.00,0,100.0%,-1.00,1,1,100.00,5,1,0,127.1,0,0,5.00,25.00,0,0
56,2002,2002-10-20,6,27.206,HOU,@,CLE,L 17-34,,5,61,12.20,0,5,4,38,9.50,0,80.0%,7.60,0,0,,0,0,0,,0,,,,0,0
57,2002,2002-10-27,7,27.213,HOU,@,JAX,W 21-19,,10,40,4.00,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,,,,0,0
58,2002,2002-11-03,8,27.220,HOU,,CIN,L 3-38,,10,27,2.70,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,,,,0,0
59,2002,2002-11-10,9,27.227,HOU,@,TEN,L 10-17,,2,5,2.50,0,4,4,25,6.25,0,100.0%,6.25,0,0,,0,0,0,,0,,,,0,0
60,2002,2002-11-17,10,27.234,HOU,,JAX,L 21-24,,11,30,2.73,0,8,7,32,4.57,0,87.5%,4.00,0,0,,0,0,0,,0,,,,0,0
61,2002,2002-11-24,11,27.241,HOU,,NYG,W 16-14,,5,1,0.20,0,2,1,-2,-2.00,0,50.0%,-1.00,0,0,,0,0,0,,0,,,,0,0
62,2002,2002-12-01,12,27.248,HOU,@,IND,L 3-19,,16,64,4.00,0,10,10,49,4.90,0,100.0%,4.90,0,0,,0,0,0,,0,,,,0,0
63,2002,2002-12-08,13,27.255,HOU,@,PIT,W 24-6,,13,19,1.46,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0
64,2002,2002-12-15,14,27.262,HOU,,BAL,L 19-23,,8,46,5.75,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0
65,2002,2002-12-22,15,27.269,HOU,@,WAS,L 10-26,,4,10,2.50,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,,,,0,0
66,2002,2002-12-29,16,27.276,HOU,,TEN,L 3-13,,6,20,3.33,0,6,6,46,7.67,0,100.0%,7.67,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
