ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2013,2013-09-08,1,25.041,NWE,@,BUF,W 23-21,*,14,4,42,10.50,0,28.6%,3.00,0,0,,0,0,0,,0,0,0
2,2013,2013-09-12,2,25.045,NWE,,NYJ,W 13-10,*,7,2,47,23.50,0,28.6%,6.71,0,0,,0,0,0,,0,0,0
3,2013,2013-09-22,3,25.055,NWE,,TAM,W 23-3,*,7,3,41,13.67,2,42.9%,5.86,0,0,,0,0,0,,0,2,12
4,2013,2013-09-29,4,25.062,NWE,@,ATL,W 30-23,*,11,6,127,21.17,1,54.5%,11.55,0,0,,0,0,0,,0,1,6
5,2013,2013-10-06,5,25.069,NWE,@,CIN,L 6-13,*,4,3,16,5.33,0,75.0%,4.00,0,0,,0,0,0,,0,0,0
6,2013,2013-10-13,6,25.076,NWE,,NOR,W 30-27,*,6,3,45,15.00,1,50.0%,7.50,0,0,,0,0,0,,0,1,6
7,2013,2013-10-20,7,25.083,NWE,@,NYJ,L 27-30,*,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0,,0,0,0
8,2013,2013-10-27,8,25.090,NWE,,MIA,W 27-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
9,2013,2013-11-18,10,25.112,NWE,@,CAR,L 20-24,,2,2,60,30.00,0,100.0%,30.00,0,0,,0,0,0,,0,0,0
10,2013,2013-11-24,11,25.118,NWE,,DEN,W 34-31,,9,6,56,9.33,0,66.7%,6.22,0,0,,0,0,0,,0,0,0
11,2013,2013-12-01,12,25.125,NWE,@,HOU,W 34-31,*,3,1,16,16.00,0,33.3%,5.33,0,0,,0,0,0,,0,0,0
12,2013,2013-12-29,16,25.153,NWE,,BUF,W 34-20,,,,,,,0.0%,,,,,,,,,,,
13,2014,2014-09-07,1,26.040,NWE,@,MIA,L 20-33,*,10,5,37,7.40,0,50.0%,3.70,0,0,,0,0,0,,0,0,0
14,2014,2014-09-21,3,26.054,NWE,,OAK,W 16-9,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0
15,2014,2014-10-12,5,26.075,OAK,,SDG,L 28-31,,,,,,,0.0%,,,,,,,,,,,
16,2014,2014-10-19,6,26.082,OAK,,ARI,L 13-24,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
17,2014,2014-10-26,7,26.089,OAK,@,CLE,L 13-23,*,8,4,34,8.50,0,50.0%,4.25,1,7,7.00,0,0,0,,0,0,0
18,2014,2014-11-02,8,26.096,OAK,@,SEA,L 24-30,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0
19,2014,2014-11-09,9,26.103,OAK,,DEN,L 17-41,*,0,0,0,,0,0.0%,,1,-2,-2.00,0,0,0,,0,0,0
20,2014,2014-11-16,10,26.110,OAK,@,SDG,L 6-13,*,3,2,47,23.50,0,66.7%,15.67,0,0,,0,0,0,,0,0,0
21,2014,2014-11-20,11,26.114,OAK,,KAN,W 24-20,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
22,2014,2014-11-30,12,26.124,OAK,@,STL,L 0-52,,5,2,28,14.00,0,40.0%,5.60,0,0,,0,1,6,6.00,0,0,0
23,2014,2014-12-07,13,26.131,OAK,,SFO,W 24-13,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
24,2014,2014-12-14,14,26.138,OAK,@,KAN,L 13-31,,6,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
25,2014,2014-12-21,15,26.145,OAK,,BUF,W 26-24,*,7,5,90,18.00,0,71.4%,12.86,0,0,,0,0,0,,0,0,0
26,2014,2014-12-28,16,26.152,OAK,@,DEN,L 14-47,*,3,1,2,2.00,0,33.3%,0.67,0,0,,0,2,37,18.50,0,0,0
27,2015,2015-11-01,7,27.095,NYJ,@,OAK,L 20-34,,7,6,41,6.83,0,85.7%,5.86,0,0,,0,0,0,,0,0,0
28,2015,2015-11-08,8,27.102,NYJ,,JAX,W 28-23,,4,4,45,11.25,0,100.0%,11.25,0,0,,0,0,0,,0,0,0
29,2015,2015-11-12,9,27.106,NYJ,,BUF,L 17-22,*,4,1,2,2.00,0,25.0%,0.50,0,0,,0,1,17,17.00,0,0,0
30,2015,2015-12-06,12,27.130,NYJ,@,NYG,W 23-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
31,2015,2015-12-19,14,27.143,NYJ,@,DAL,W 19-16,,5,2,50,25.00,0,40.0%,10.00,0,0,,0,0,0,,0,0,0
32,2015,2015-12-27,15,27.151,NYJ,,NWE,W 26-20,,9,4,27,6.75,0,44.4%,3.00,0,0,,0,0,0,,0,0,0
33,2015,2016-01-03,16,27.158,NYJ,@,BUF,L 17-22,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
