ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1973,1973-12-09,13,23.035,CHI,@,DET,L 7-40,2,11,5.50,0,0,0,,0,2,44,22.00,0
2,1973,1973-12-16,14,23.042,CHI,,GNB,L 0-21,3,12,4.00,0,3,8,2.67,0,0,0,,0
