ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,22.159,GNB,,DET,L 7-45,2,7,3.50,0,0,0,,0
2,1950,1950-09-24,2,22.166,GNB,,WAS,W 35-21,7,36,5.14,1,0,0,,0
3,1950,1950-10-01,3,22.173,GNB,,CHI,W 31-21,8,101,12.63,0,0,0,,0
4,1950,1950-10-08,4,22.180,GNB,,NYY,L 31-44,4,50,12.50,0,2,13,6.50,0
5,1950,1950-10-15,5,22.187,GNB,@,CHI,L 14-28,1,-5,-5.00,0,0,0,,0
6,1950,1950-10-19,6,22.191,GNB,@,NYY,L 17-35,2,32,16.00,0,1,-6,-6.00,0
7,1950,1950-11-05,7,22.208,GNB,@,BAL,L 21-41,1,5,5.00,0,2,19,9.50,1
8,1950,1950-11-12,8,22.215,GNB,,RAM,L 14-45,4,32,8.00,0,1,77,77.00,1
9,1950,1950-11-19,9,22.222,GNB,@,DET,L 21-24,1,0,0.00,0,5,54,10.80,0
10,1950,1950-11-26,10,22.229,GNB,,SFO,W 25-21,6,9,1.50,0,1,10,10.00,0
11,1950,1950-12-03,11,22.236,GNB,@,RAM,L 14-51,4,16,4.00,0,4,23,5.75,0
12,1950,1950-12-10,12,22.243,GNB,@,SFO,L 14-30,1,0,0.00,0,1,16,16.00,0
13,1953,1953-09-27,1,25.169,GNB,,CLE,L 0-27,1,4,4.00,0,0,0,,0
14,1953,1953-10-04,2,25.176,GNB,,CHI,L 13-17,1,5,5.00,0,0,0,,0
15,1953,1953-10-11,3,25.183,GNB,,RAM,L 20-38,3,11,3.67,0,0,0,,0
16,1953,1953-10-18,4,25.190,GNB,,BAL,W 37-14,4,12,3.00,0,0,0,,0
17,1953,1953-10-31,6,25.203,GNB,@,BAL,W 35-24,5,-4,-0.80,0,0,0,,0
18,1953,1953-11-08,7,25.211,GNB,@,CHI,T 21-21,8,11,1.38,0,1,-4,-4.00,0
