ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
39,1981,1981-09-13,2,25.190,ATL,@,GNB,W 31-17,0,0,,0,0,0,,0,0,0,,0,1,18,0
40,1981,1981-09-20,3,25.197,ATL,,SFO,W 34-17,,,,,,,,,,,,,,,
41,1981,1981-09-27,4,25.204,ATL,@,CLE,L 17-28,,,,,,,,,,,,,,,
42,1981,1981-10-05,5,25.212,ATL,@,PHI,L 13-16,,,,,,,,,,,,,,,
43,1981,1981-10-11,6,25.218,ATL,,RAM,L 35-37,,,,,,,,,,,,,,,
44,1981,1981-10-18,7,25.225,ATL,,STL,W 41-20,0,0,,0,0,0,,0,0,0,,0,1,3,0
45,1981,1981-10-25,8,25.232,ATL,,NYG,L 24-27,,,,,,,,,,,,,,,
46,1981,1981-11-01,9,25.239,ATL,@,NOR,W 41-10,,,,,,,,,,,,,,,
47,1981,1981-11-08,10,25.246,ATL,@,SFO,L 14-17,,,,,,,,,,,,,,,
48,1981,1981-11-15,11,25.253,ATL,,PIT,L 20-34,,,,,,,,,,,,,,,
49,1981,1981-11-23,12,25.261,ATL,,MIN,W 31-30,,,,,,,,,,,,,,,
50,1981,1981-11-29,13,25.267,ATL,@,HOU,W 31-27,,,,,,,,,,,,,,,
51,1981,1981-12-06,14,25.274,ATL,@,TAM,L 23-24,,,,,,,,,,,,,,,
52,1981,1981-12-14,15,25.282,ATL,@,RAM,L 16-21,,,,,,,,,,,,,,,
53,1981,1981-12-20,16,25.288,ATL,,CIN,L 28-30,,,,,,,,,,,,,,,
54,1982,1982-09-12,1,26.189,ATL,@,NYG,W 16-14,,,,,,,,,,,,,,,
55,1982,1982-09-19,2,26.196,ATL,,RAI,L 14-38,,,,,,,,,,,,,,,
56,1982,1982-11-21,3,26.259,ATL,,RAM,W 34-17,,,,,,,,,,,,,,,
57,1982,1982-11-28,4,26.266,ATL,,STL,L 20-23,,,,,,,,,,,,,,,
58,1982,1982-12-05,5,26.273,ATL,@,DEN,W 34-27,,,,,,,,,,,,,,,
59,1982,1982-12-12,6,26.280,ATL,,NOR,W 35-0,,,,,,,,,,,,,,,
60,1982,1982-12-19,7,26.287,ATL,@,SFO,W 17-7,,,,,,,,,,,,,,,
61,1982,1982-12-26,8,26.294,ATL,,GNB,L 7-38,0,0,,0,0,0,,0,0,0,,0,1,10,0
62,1982,1983-01-02,9,26.301,ATL,@,NOR,L 6-35,,,,,,,,,,,,,,,
63,1983,1983-09-04,1,27.181,ATL,@,CHI,W 20-17,,,,,0,0,,0,,,,,,,
64,1983,1983-09-11,2,27.188,ATL,,NYG,L 13-16,,,,,0,0,,0,,,,,,,
65,1983,1983-09-18,3,27.195,ATL,@,DET,W 30-14,,,,,0,0,,0,,,,,,,
66,1983,1983-09-25,4,27.202,ATL,@,SFO,L 20-24,0,0,,0,0,0,,0,0,0,,0,1,0,0
67,1983,1983-10-02,5,27.209,ATL,,PHI,L 24-28,,,,,0,0,,0,,,,,,,
68,1983,1983-10-09,6,27.216,ATL,,NOR,L 17-19,,,,,0,0,,0,,,,,,,
69,1983,1983-10-16,7,27.223,ATL,@,RAM,L 21-27,0,0,,0,0,0,,0,0,0,,0,1,5,0
70,1983,1983-10-23,8,27.230,ATL,@,NYJ,W 27-21,,,,,0,0,,0,,,,,,,
71,1983,1983-10-30,9,27.237,ATL,,NWE,W 24-13,0,0,,0,1,0,0.00,0,0,0,,0,1,25,0
72,1983,1983-11-06,10,27.244,ATL,@,NOR,L 10-27,,,,,0,0,,0,,,,,,,
73,1983,1983-11-14,11,27.252,ATL,,RAM,L 13-36,,,,,0,0,,0,,,,,,,
74,1983,1983-11-20,12,27.258,ATL,,SFO,W 28-24,,,,,0,0,,0,,,,,,,
75,1983,1983-11-27,13,27.265,ATL,,GNB,W 47-41,0,0,,0,1,0,0.00,0,0,0,,0,0,0,0
76,1983,1983-12-04,14,27.272,ATL,@,WAS,L 21-37,,,,,0,0,,0,,,,,,,
77,1983,1983-12-10,15,27.278,ATL,@,MIA,L 24-31,,,,,0,0,,0,,,,,,,
78,1983,1983-12-18,16,27.286,ATL,,BUF,W 31-14,,,,,0,0,,0,,,,,,,
