ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1978,1978-10-30,9,22.237,ATL,,RAM,W 15-7,,,,,,,,,,,,,,,
2,1978,1978-11-05,10,22.243,ATL,,SFO,W 21-10,,,,,,,,,,,,,,,
3,1978,1978-11-12,11,22.250,ATL,@,NOR,W 20-17,,,,,,,,,,,,,,,
4,1978,1978-11-19,12,22.257,ATL,@,CHI,L 7-13,,,,,,,,,,,,,,,
5,1978,1978-11-26,13,22.264,ATL,,NOR,W 20-17,,,,,,,,,,,,,,,
6,1978,1978-12-03,14,22.271,ATL,@,CIN,L 7-37,,,,,,,,,,,,,,,
7,1978,1978-12-10,15,22.278,ATL,,WAS,W 20-17,,,,,,,,,,,,,,,
8,1978,1978-12-17,16,22.285,ATL,@,STL,L 21-42,,,,,,,,,,,,,,,
9,1979,1979-09-16,3,23.193,ATL,,DEN,L 17-20,,,,,,,,,,,,,,,
10,1979,1979-09-23,4,23.200,ATL,@,DET,L 23-24,,,,,,,,,,,,,,,
11,1979,1979-09-30,5,23.207,ATL,,WAS,L 7-16,,,,,,,,,,,,,,,
12,1979,1979-10-07,6,23.214,ATL,,GNB,W 25-7,,,,,,,,,,,,,,,
13,1979,1979-10-14,7,23.221,ATL,@,OAK,L 19-50,,,,,,,,,,,,,,,
14,1979,1979-10-21,8,23.228,ATL,@,SFO,L 15-20,1,20,20.00,0,0,0,,0,1,-1,-1.00,0,0,0,0
15,1979,1979-10-29,9,23.236,ATL,,SEA,L 28-31,,,,,,,,,,,,,,,
16,1979,1979-11-04,10,23.242,ATL,,TAM,W 17-14,,,,,,,,,,,,,,,
17,1979,1979-11-19,12,23.257,ATL,@,RAM,L 14-20,,,,,,,,,,,,,,,
18,1979,1979-11-25,13,23.263,ATL,,NOR,L 6-37,,,,,,,,,,,,,,,
19,1979,1979-12-02,14,23.270,ATL,@,SDG,W 28-26,,,,,,,,,,,,,,,
20,1979,1979-12-09,15,23.277,ATL,,RAM,L 13-34,,,,,,,,,,,,,,,
21,1979,1979-12-16,16,23.284,ATL,,SFO,W 31-21,,,,,,,,,,,,,,,
22,1980,1980-09-07,1,24.184,ATL,@,MIN,L 23-24,,,,,,,,,,,,,,,
23,1980,1980-09-14,2,24.191,ATL,@,NWE,W 37-21,,,,,,,,,,,,,,,
24,1980,1980-09-21,3,24.198,ATL,,MIA,L 17-20,,,,,,,,,,,,,,,
25,1980,1980-09-28,4,24.205,ATL,@,SFO,W 20-17,,,,,,,,,,,,,,,
26,1980,1980-10-05,5,24.212,ATL,,DET,W 43-28,,,,,,,,,,,,,,,
27,1980,1980-10-12,6,24.219,ATL,,NYJ,L 7-14,,,,,,,,,,,,,,,
28,1980,1980-10-19,7,24.226,ATL,@,NOR,W 41-14,,,,,,,,,,,,,,,
29,1980,1980-10-26,8,24.233,ATL,,RAM,W 13-10,,,,,,,,,,,,,,,
30,1980,1980-11-02,9,24.240,ATL,@,BUF,W 30-14,,,,,,,,,,,,,,,
31,1980,1980-11-09,10,24.247,ATL,@,STL,W 33-27,0,0,,0,0,0,,0,0,0,,0,1,6,0
32,1980,1980-11-16,11,24.254,ATL,,NOR,W 31-13,0,0,,0,0,0,,0,0,0,,0,1,0,0
33,1980,1980-11-23,12,24.261,ATL,,CHI,W 28-17,,,,,,,,,,,,,,,
34,1980,1980-11-30,13,24.268,ATL,,WAS,W 10-6,,,,,,,,,,,,,,,
35,1980,1980-12-07,14,24.275,ATL,@,PHI,W 20-17,,,,,,,,,,,,,,,
36,1980,1980-12-14,15,24.282,ATL,,SFO,W 35-10,,,,,,,,,,,,,,,
37,1980,1980-12-21,16,24.289,ATL,@,RAM,L 17-20,,,,,,,,,,,,,,,
38,1981,1981-09-06,1,25.183,ATL,,NOR,W 27-0,,,,,,,,,,,,,,,
