ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1984,1984-09-03,1,22.108,CLE,@,SEA,L 0-33,,,,
2,1984,1984-09-09,2,22.114,CLE,@,RAM,L 17-20,,,,
3,1984,1984-09-16,3,22.121,CLE,,DEN,L 14-24,,,,
4,1984,1984-09-23,4,22.128,CLE,,PIT,W 20-10,,,,
5,1984,1984-09-30,5,22.135,CLE,@,KAN,L 6-10,,,,
6,1984,1984-10-07,6,22.142,CLE,,NWE,L 16-17,,,,
7,1984,1984-10-14,7,22.149,CLE,,NYJ,L 20-24,,,,
8,1984,1984-10-21,8,22.156,CLE,@,CIN,L 9-12,,,,
9,1984,1984-10-28,9,22.163,CLE,,NOR,L 14-16,,,,
10,1984,1984-11-04,10,22.170,CLE,@,BUF,W 13-10,0.0,1,0,0
11,1984,1984-11-11,11,22.177,CLE,,SFO,L 7-41,,,,
12,1984,1984-11-18,12,22.184,CLE,@,ATL,W 23-7,,,,
13,1984,1984-11-25,13,22.191,CLE,,HOU,W 27-10,,,,
14,1984,1984-12-02,14,22.198,CLE,,CIN,L 17-20,,,,
15,1984,1984-12-09,15,22.205,CLE,@,PIT,L 20-23,,,,
16,1984,1984-12-16,16,22.212,CLE,@,HOU,W 27-20,,,,
17,1985,1985-09-08,1,23.113,CLE,,STL,L 24-27,,,,
18,1985,1985-09-16,2,23.121,CLE,,PIT,W 17-7,,,,
19,1985,1985-09-22,3,23.127,CLE,@,DAL,L 7-20,,,,
20,1985,1985-09-29,4,23.134,CLE,@,SDG,W 21-7,,,,
21,1985,1985-10-06,5,23.141,CLE,,NWE,W 24-20,0.5,0,0,0
22,1985,1985-10-13,6,23.148,CLE,@,HOU,W 21-6,,,,
23,1985,1985-10-20,7,23.155,CLE,,RAI,L 20-21,,,,
24,1985,1985-10-27,8,23.162,CLE,,WAS,L 7-14,,,,
25,1985,1985-11-03,9,23.169,CLE,@,PIT,L 9-10,,,,
26,1985,1985-11-10,10,23.176,CLE,@,CIN,L 10-27,,,,
27,1985,1985-11-17,11,23.183,CLE,,BUF,W 17-7,,,,
28,1985,1985-11-24,12,23.190,CLE,,CIN,W 24-6,,,,
29,1985,1985-12-01,13,23.197,CLE,@,NYG,W 35-33,,,,
30,1985,1985-12-08,14,23.204,CLE,@,SEA,L 13-31,,,,
31,1985,1985-12-15,15,23.211,CLE,,HOU,W 28-21,0.0,1,8,0
32,1985,1985-12-22,16,23.218,CLE,@,NYJ,L 10-37,,,,
33,1986,1986-09-07,1,24.112,CLE,@,CHI,L 31-41,,,,
34,1986,1986-09-14,2,24.119,CLE,@,HOU,W 23-20,0.0,1,24,0
35,1986,1986-09-18,3,24.123,CLE,,CIN,L 13-30,,,,
36,1986,1986-09-28,4,24.133,CLE,,DET,W 24-21,,,,
37,1986,1986-10-05,5,24.140,CLE,@,PIT,W 27-24,,,,
38,1986,1986-10-12,6,24.147,CLE,,KAN,W 20-7,,,,
39,1986,1986-10-19,7,24.154,CLE,,GNB,L 14-17,,,,
40,1986,1986-10-26,8,24.161,CLE,@,MIN,W 23-20,,,,
41,1986,1986-11-02,9,24.168,CLE,@,IND,W 24-9,,,,
42,1986,1986-11-10,10,24.176,CLE,,MIA,W 26-16,,,,
43,1986,1986-11-16,11,24.182,CLE,@,RAI,L 14-27,,,,
44,1986,1986-11-23,12,24.189,CLE,,PIT,W 37-31,,,,
45,1986,1986-11-30,13,24.196,CLE,,HOU,W 13-10,0.0,1,17,0
46,1986,1986-12-07,14,24.203,CLE,@,BUF,W 21-17,,,,
47,1986,1986-12-14,15,24.210,CLE,@,CIN,W 34-3,,,,
48,1986,1986-12-21,16,24.217,CLE,,SDG,W 47-17,,,,
49,1987,1987-09-13,1,25.118,CLE,@,NOR,L 21-28,,,,
50,1987,1987-09-20,2,25.125,CLE,,PIT,W 34-10,0.0,2,25,0
51,1987,1987-10-26,6,25.161,CLE,,RAM,W 30-17,,,,
52,1987,1987-11-01,7,25.167,CLE,@,SDG,L 24-27,,,,
53,1987,1987-11-08,8,25.174,CLE,,ATL,W 38-3,,,,
54,1987,1987-11-15,9,25.181,CLE,,BUF,W 27-21,,,,
55,1987,1987-11-22,10,25.188,CLE,@,HOU,W 40-7,,,,
56,1987,1987-11-29,11,25.195,CLE,@,SFO,L 24-38,,,,
57,1987,1987-12-06,12,25.202,CLE,,IND,L 7-9,,,,
58,1987,1987-12-13,13,25.209,CLE,,CIN,W 38-24,,,,
59,1987,1987-12-20,14,25.216,CLE,@,RAI,W 24-17,,,,
60,1987,1987-12-26,15,25.222,CLE,@,PIT,W 19-13,,,,
