ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1978,1978-09-03,1,24.000,MIN,@,NOR,L 24-31,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,1,40,40.00,0
2,1978,1978-09-11,2,24.008,MIN,,DEN,W 12-9,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,182,36.40,1
3,1978,1978-09-17,3,24.014,MIN,,TAM,L 10-16,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,130,32.50,0
4,1978,1978-09-25,4,24.022,MIN,@,CHI,W 24-20,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,2,80,40.00,1
5,1978,1978-10-01,5,24.028,MIN,@,TAM,W 24-7,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,218,36.33,0
6,1978,1978-10-08,6,24.035,MIN,@,SEA,L 28-29,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,180,36.00,0
7,1978,1978-10-15,7,24.042,MIN,,RAM,L 17-34,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,270,33.75,0
8,1978,1978-10-29,9,24.056,STL,@,PHI,W 16-10,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,139,34.75,0
9,1978,1978-11-05,10,24.063,STL,,NYG,W 20-10,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,277,39.57,0
10,1978,1978-11-12,11,24.070,STL,@,SFO,W 16-10,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,310,38.75,0
11,1978,1978-11-19,12,24.077,STL,@,WAS,W 27-17,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,322,40.25,0
12,1978,1978-11-26,13,24.084,STL,,PHI,L 10-14,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,209,34.83,0
13,1978,1978-12-03,14,24.091,STL,,DET,W 21-14,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,253,36.14,0
14,1978,1978-12-10,15,24.098,STL,@,NYG,L 0-17,,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,181,36.20,0
15,1978,1978-12-17,16,24.105,STL,,ATL,W 42-21,,1,1,100.00,29,0,0,118.7,0,0,29.00,29.00,,,,,,,0,0,6,228,38.00,0
16,1979,1979-09-02,1,24.364,STL,,DAL,L 21-22,,0,0,,0,0,0,,0,0,,,3,3,100.0,,1,0.0,0,3,0,0,,0
17,1979,1979-09-09,2,25.006,STL,@,NYG,W 27-14,,0,0,,0,0,0,,0,0,,,3,4,75.0,,3,0.0,0,3,0,0,,0
18,1979,1979-09-16,3,25.013,STL,,PIT,L 21-24,,0,0,,0,0,0,,0,0,,,,,,2,3,66.7,0,6,0,0,,0
19,1979,1979-10-21,8,25.048,SDG,@,RAM,W 40-16,,0,0,,0,0,0,,0,0,,,4,5,80.0,2,2,100.0,0,10,0,0,,0
20,1979,1979-10-25,9,25.052,SDG,@,OAK,L 22-45,,0,0,,0,0,0,,0,0,,,1,3,33.3,1,2,50.0,0,4,0,0,,0
21,1979,1979-11-04,10,25.062,SDG,@,KAN,W 20-14,,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
22,1979,1979-11-11,11,25.069,SDG,@,CIN,W 26-24,,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,0,14,0,0,,0
23,1979,1979-11-18,12,25.076,SDG,,PIT,W 35-7,,0,0,,0,0,,,,,,,5,5,100.0,,,,0,5,,,,
24,1979,1979-11-25,13,25.083,SDG,,KAN,W 28-7,,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,
25,1979,1979-12-02,14,25.090,SDG,,ATL,L 26-28,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
26,1979,1979-12-09,15,25.097,SDG,@,NOR,W 35-0,,0,0,,0,0,,,,,,,5,5,100.0,,,,0,5,,,,
27,1979,1979-12-17,16,25.105,SDG,,DEN,W 17-7,,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
28,1980,1980-09-07,1,26.004,SDG,@,SEA,W 34-13,,,,,,,,,,,,,,,,,,,,,,,,
29,1981,1981-09-06,1,27.003,BAL,@,NWE,W 29-28,,0,0,,0,0,0,,,,,,2,3,66.7,3,3,100.0,0,11,0,0,,0
30,1981,1981-09-13,2,27.010,BAL,,BUF,L 3-35,,0,0,,0,0,0,,,,,,,,,1,1,100.0,0,3,0,0,,0
31,1981,1981-09-20,3,27.017,BAL,@,DEN,L 10-28,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
32,1981,1981-09-27,4,27.024,BAL,,MIA,L 28-31,,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,
33,1981,1981-10-04,5,27.031,BAL,@,BUF,L 17-23,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
34,1981,1981-10-11,6,27.038,BAL,,CIN,L 19-41,,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
35,1981,1981-10-18,7,27.045,BAL,,SDG,L 14-43,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
36,1981,1981-10-25,8,27.052,BAL,@,CLE,L 28-42,,0,0,,0,0,0,,,,,,4,4,100.0,,3,0.0,0,4,0,0,,0
37,1981,1981-11-01,9,27.059,BAL,@,MIA,L 10-27,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
38,1981,1981-11-08,10,27.066,BAL,,NYJ,L 14-41,,0,0,,0,0,0,,,,,,2,2,100.0,,1,0.0,0,2,0,0,,0
39,1981,1981-11-15,11,27.073,BAL,@,PHI,L 13-38,,0,0,,0,0,,,,,,,1,2,50.0,,,,0,1,,,,
40,1981,1981-11-22,12,27.080,BAL,,STL,L 24-35,,0,0,,0,0,0,,,,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
41,1981,1981-11-29,13,27.087,BAL,@,NYJ,L 0-25,,,,,,,,,,,,,,,,,,,,,,,,
