ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1958,1958-10-12,3,21.338,CRD,@,CLE,L 28-35,,1,1,100.00,18,0,0,118.7,0,0,18.00,18.00,0,0,,0,0,,,,,
2,1958,1958-11-23,9,22.015,CRD,,PIT,L 20-27,,0,2,0.00,0,0,1,0.0,0,0,0.00,-22.50,0,0,,0,0,,,,,
3,1958,1958-12-07,11,22.029,CRD,@,CHI,L 14-30,,0,6,0.00,0,0,1,0.0,0,0,0.00,-7.50,1,0,0.00,0,0,,,,,
4,1959,1959-09-27,1,22.323,CRD,,WAS,W 49-21,*,14,23,60.87,229,2,1,105.2,0,0,9.96,9.74,2,38,19.00,1,1,,,,,
5,1959,1959-10-04,2,22.330,CRD,,CLE,L 7-34,*,11,25,44.00,147,0,0,63.2,0,0,5.88,5.88,1,2,2.00,1,1,,,,,
6,1959,1959-10-11,3,22.337,CRD,@,WAS,L 14-23,*,19,31,61.29,202,0,0,80.3,0,0,6.52,6.52,6,1,0.17,2,2,,,,,
7,1959,1959-10-18,4,22.344,CRD,@,CLE,L 7-17,*,1,3,33.33,9,0,1,2.8,0,0,3.00,-12.00,0,0,,0,0,,,,,
8,1959,1959-11-01,6,22.358,CRD,,PIT,W 45-24,*,2,10,20.00,18,1,2,33.3,0,0,1.80,-5.20,7,60,8.57,1,1,,,,,
9,1959,1959-11-08,7,23.000,CRD,@,NYG,L 3-9,*,8,21,38.10,63,0,3,6.7,0,0,3.00,-3.43,5,0,0.00,0,0,,,,,
10,1959,1959-11-15,8,23.007,CRD,@,PHI,L 17-27,*,6,13,46.15,77,1,2,51.3,0,0,5.92,0.54,5,43,8.60,0,0,,,,,
11,1959,1959-11-22,9,23.014,CRD,,NYG,L 20-30,*,4,10,40.00,38,0,0,51.2,0,0,3.80,3.80,7,14,2.00,0,0,,,,,
12,1959,1959-11-29,10,23.021,CRD,,CHI,L 7-31,*,7,21,33.33,102,1,2,26.4,0,0,4.86,1.52,4,16,4.00,0,0,,,,,
13,1959,1959-12-06,11,23.028,CRD,@,DET,L 21-45,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,,,,,
14,1959,1959-12-13,12,23.035,CRD,@,PIT,L 20-35,*,10,23,43.48,130,2,2,54.6,0,0,5.65,3.48,2,-7,-3.50,0,0,,,,,
15,1960,1960-09-23,1,23.320,STL,@,RAM,W 43-21,*,8,18,44.44,98,1,2,40.7,0,0,5.44,1.56,5,8,1.60,0,0,0,0,0,,0
16,1960,1960-10-02,2,23.329,STL,,NYG,L 14-35,,3,13,23.08,25,0,2,0.0,0,0,1.92,-5.00,4,8,2.00,1,1,6,0,0,,0
17,1960,1960-10-09,3,23.336,STL,@,PHI,L 27-31,,0,0,,0,0,0,,0,0,,,1,10,10.00,0,0,0,0,0,,0
18,1960,1960-10-16,4,23.343,STL,@,PIT,L 14-27,,5,11,45.45,64,0,1,26.3,0,0,5.82,1.73,2,9,4.50,0,0,0,0,0,,0
19,1960,1960-10-30,6,23.357,STL,@,NYG,W 20-13,,0,0,,0,0,0,,0,0,,,1,0,0.00,0,0,0,0,0,,0
20,1960,1960-11-06,7,23.364,STL,,WAS,W 44-7,,2,5,40.00,6,0,0,47.9,0,0,1.20,1.20,1,-2,-2.00,0,0,0,0,0,,0
21,1960,1960-12-04,11,24.026,STL,,PHI,L 6-20,,2,8,25.00,12,0,0,39.6,0,0,1.50,1.50,2,14,7.00,0,0,0,0,0,,0
22,1960,1960-12-18,12,24.040,STL,,PIT,W 38-7,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,198,39.60,0
23,1961,1961-09-17,1,24.313,PHI,,CLE,W 27-20,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,124,41.33,0
24,1961,1961-09-24,2,24.320,PHI,,WAS,W 14-7,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,279,46.50,0
25,1961,1961-10-01,3,24.327,PHI,,STL,L 27-30,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,143,35.75,0
