ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1983,1983-09-04,1,22.048,HOU,,GNB,L 38-41,0,0,,0,0,0,,0,5,74,14.80,0,0,0,,0,0,0
2,1983,1983-09-11,2,22.055,HOU,@,RAI,L 6-20,2,69,34.50,0,0,0,,0,2,30,15.00,0,0,0,,0,0,0
3,1983,1983-09-18,3,22.062,HOU,,PIT,L 28-40,3,94,31.33,1,0,0,,0,0,0,,0,0,0,,0,1,6
4,1983,1983-09-25,4,22.069,HOU,@,BUF,L 13-30,2,31,15.50,0,1,14,14.00,0,0,0,,0,0,0,,0,0,0
5,1983,1983-10-02,5,22.076,HOU,@,PIT,L 10-17,0,0,,0,1,6,6.00,0,1,6,6.00,0,0,0,,0,0,0
6,1983,1983-10-09,6,22.083,HOU,,DEN,L 14-26,2,8,4.00,0,1,11,11.00,0,0,0,,0,0,0,,0,0,0
7,1983,1983-10-16,7,22.090,HOU,@,MIN,L 14-34,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
8,1983,1983-10-23,8,22.097,HOU,,KAN,L 10-13,0,0,,0,0,0,,0,0,0,,0,,,,,0,
9,1983,1983-10-30,9,22.104,HOU,@,CLE,L 19-25,0,0,,0,1,7,7.00,0,0,0,,0,0,0,,0,0,0
10,1983,1983-11-06,10,22.111,HOU,,CIN,L 14-55,1,48,48.00,0,1,6,6.00,0,0,0,,0,0,0,,0,0,0
11,1983,1983-11-13,11,22.118,HOU,,DET,W 27-17,0,0,,0,0,0,,0,0,0,,0,,,,,0,
12,1983,1983-11-20,12,22.125,HOU,@,CIN,L 10-38,0,0,,0,0,0,,0,0,0,,0,,,,,0,
13,1983,1983-11-27,13,22.132,HOU,@,TAM,L 24-33,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
14,1983,1983-12-04,14,22.139,HOU,,MIA,L 17-24,0,0,,0,0,0,,0,0,0,,0,,,,,0,
15,1983,1983-12-11,15,22.146,HOU,,CLE,W 34-27,0,0,,0,0,0,,0,1,0,0.00,0,0,0,,0,0,0
16,1983,1983-12-18,16,22.153,HOU,@,BAL,L 10-20,0,0,,0,0,0,,0,0,0,,0,,,,,0,
17,1984,1984-09-09,2,23.053,HOU,,IND,L 21-35,0,0,,0,0,0,,0,0,0,,0,,,,,0,
18,1984,1984-09-23,4,23.067,HOU,@,ATL,L 10-42,0,0,,0,0,0,,0,0,0,,0,,,,,0,
19,1984,1984-09-30,5,23.074,HOU,,NOR,L 10-27,0,0,,0,0,0,,0,2,57,28.50,0,0,0,,0,0,0
20,1984,1984-10-07,6,23.081,HOU,@,CIN,L 3-13,3,43,14.33,0,0,0,,0,1,11,11.00,0,0,0,,0,0,0
21,1984,1984-10-14,7,23.088,HOU,@,MIA,L 10-28,1,11,11.00,0,0,0,,0,2,45,22.50,0,0,0,,0,0,0
22,1984,1984-10-21,8,23.095,HOU,,SFO,L 21-34,3,29,9.67,0,2,5,2.50,0,3,49,16.33,0,0,0,,0,0,0
23,1984,1984-10-28,9,23.102,HOU,,CIN,L 13-31,2,93,46.50,0,1,-5,-5.00,0,0,0,,0,0,0,,0,0,0
24,1984,1984-11-04,10,23.109,HOU,@,PIT,L 7-35,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
25,1984,1984-11-11,11,23.116,HOU,@,KAN,W 17-16,0,0,,0,0,0,,0,0,0,,0,,,,,0,
26,1984,1984-11-18,12,23.123,HOU,,NYJ,W 31-20,3,48,16.00,1,1,20,20.00,0,3,53,17.67,0,0,0,,0,1,6
27,1984,1984-11-25,13,23.130,HOU,@,CLE,L 10-27,1,9,9.00,0,0,0,,0,1,22,22.00,0,0,0,,0,0,0
28,1984,1984-12-02,14,23.137,HOU,,PIT,W 23-20,3,32,10.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
29,1984,1984-12-09,15,23.144,HOU,@,RAM,L 16-27,1,14,14.00,0,0,0,,0,3,52,17.33,0,0,0,,0,0,0
30,1984,1984-12-16,16,23.151,HOU,,CLE,L 20-27,0,0,,0,0,0,,0,0,0,,0,,,,,0,
31,1985,1985-11-17,11,24.122,HOU,,PIT,L 7-30,0,0,,0,0,0,,0,3,68,22.67,0,0,0,,0,0,0
32,1985,1985-11-24,12,24.129,HOU,,SDG,W 37-35,0,0,,0,0,0,,0,1,17,17.00,0,0,0,,0,0,0
33,1985,1985-12-01,13,24.136,HOU,@,CIN,L 27-45,1,7,7.00,0,0,0,,0,1,4,4.00,0,0,0,,0,0,0
34,1985,1985-12-08,14,24.143,HOU,,NYG,L 14-35,0,0,,0,0,0,,0,4,64,16.00,0,0,0,,0,0,0
35,1985,1985-12-15,15,24.150,HOU,@,CLE,L 21-28,0,0,,0,,,,,0,0,,0,,,,,,
36,1985,1985-12-22,16,24.157,HOU,@,IND,L 16-34,0,0,,0,0,0,,0,3,81,27.00,0,0,0,,0,0,0
37,1987,1987-10-04,3,26.078,TAM,@,DET,W 31-27,1,13,13.00,0,0,0,,0,4,104,26.00,0,4,12,3.00,0,0,0
38,1987,1987-10-11,4,26.085,TAM,,SDG,L 13-17,0,0,,0,0,0,,0,2,32,16.00,0,0,0,,0,0,0
