ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1986,1986-09-07,1,23.010,MIA,@,SDG,L 28-50,0,0,,0,,,,,,
2,1986,1986-09-14,2,23.017,MIA,,IND,W 30-10,0,0,,0,,,,,,
3,1986,1986-09-21,3,23.024,MIA,@,NYJ,L 45-51,1,0,0.00,0,0,0,0.0,0,0,0
4,1986,1986-09-28,4,23.031,MIA,,SFO,L 16-31,0,0,,0,,,,,,
5,1986,1986-10-05,5,23.038,MIA,@,NWE,L 7-34,0,0,,0,,,,,,
6,1986,1986-10-12,6,23.045,MIA,,BUF,W 27-14,0,0,,0,,,,,,
7,1986,1986-10-19,7,23.052,MIA,,RAI,L 28-30,0,0,,0,,,,,,
8,1986,1986-10-26,8,23.059,MIA,@,IND,W 17-13,0,0,,0,,,,,,
9,1986,1986-11-02,9,23.066,MIA,,HOU,W 28-7,0,0,,0,,,,,,
10,1986,1986-11-10,10,23.074,MIA,@,CLE,L 16-26,0,0,,0,,,,,,
11,1986,1986-11-16,11,23.080,MIA,@,BUF,W 34-24,0,0,,0,,,,,,
12,1986,1986-11-24,12,23.088,MIA,,NYJ,W 45-3,0,0,,0,,,,,,
13,1986,1986-11-30,13,23.094,MIA,,ATL,L 14-20,0,0,,0,,,,,,
14,1986,1986-12-07,14,23.101,MIA,@,NOR,W 31-27,0,0,,0,,,,,,
15,1986,1986-12-14,15,23.108,MIA,@,RAM,W 37-31,0,0,,0,,,,,,
16,1986,1986-12-22,16,23.116,MIA,,NWE,L 27-34,0,0,,0,,,,,,
17,1987,1987-10-25,6,24.058,MIA,,BUF,L 31-34,,,,,,,,,,
18,1987,1987-11-01,7,24.065,MIA,,PIT,W 35-24,,,,,,,,,,
19,1987,1987-11-08,8,24.072,MIA,@,CIN,W 20-14,,,,,,,,,,
20,1987,1987-11-15,9,24.079,MIA,,IND,L 21-40,,,,,,,,,,
21,1987,1987-11-29,11,24.093,MIA,@,BUF,L 0-27,,,,,,,,,,
22,1987,1987-12-07,12,24.101,MIA,,NYJ,W 37-28,,,,,,,,,,
23,1987,1987-12-13,13,24.107,MIA,@,PHI,W 28-10,,,,,,,,,,
24,1987,1987-12-20,14,24.114,MIA,,WAS,W 23-21,,,,,,,,,,
25,1987,1987-12-28,15,24.122,MIA,,NWE,L 10-24,,,,,,,,,,
26,1988,1988-09-04,1,25.007,MIA,@,CHI,L 7-34,,,,,,,,,,
27,1988,1988-09-11,2,25.014,MIA,@,BUF,L 6-9,,,,,,,,,,
28,1988,1988-09-18,3,25.021,MIA,,GNB,W 24-17,,,,,,,,,,
29,1988,1988-09-25,4,25.028,MIA,@,IND,L 13-15,,,,,,,,,,
30,1988,1988-10-02,5,25.035,MIA,,MIN,W 24-7,,,,,,,,,,
31,1988,1988-10-09,6,25.042,MIA,@,RAI,W 24-14,,,,,,,,,,
32,1988,1988-10-16,7,25.049,MIA,,SDG,W 31-28,,,,,,,,,,
33,1988,1988-10-23,8,25.056,MIA,,NYJ,L 30-44,,,,,,,,,,
34,1988,1988-10-30,9,25.063,MIA,@,TAM,W 17-14,,,,,,,,,,
35,1988,1988-11-06,10,25.070,MIA,@,NWE,L 10-21,,,,,,,,,,
36,1988,1988-11-14,11,25.078,MIA,,BUF,L 6-31,,,,,,,,,,
37,1988,1988-11-20,12,25.084,MIA,,NWE,L 3-6,,,,,,,,,,
38,1988,1988-11-27,13,25.091,MIA,@,NYJ,L 34-38,,,,,,,,,,
