ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2014,2014-09-08,1,23.194,ARI,,SDG,W 18-17,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
2,2014,2014-09-14,2,23.200,ARI,@,NYG,W 25-14,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
3,2014,2014-09-21,3,23.207,ARI,,SFO,W 23-14,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
4,2014,2014-10-05,4,23.221,ARI,@,DEN,L 20-41,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
5,2014,2014-10-12,5,23.228,ARI,,WAS,W 30-20,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
6,2014,2014-10-19,6,23.235,ARI,@,OAK,W 24-13,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
7,2014,2014-10-26,7,23.242,ARI,,PHI,W 24-20,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
8,2014,2014-11-02,8,23.249,ARI,@,DAL,W 28-17,,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
9,2014,2014-11-09,9,23.256,ARI,,STL,W 31-14,,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,0,,0
10,2014,2014-11-16,10,23.263,ARI,,DET,W 14-6,,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
11,2014,2014-11-23,11,23.270,ARI,@,SEA,L 3-19,,,,,1,2,50.0,0,3,0.0,0,0,0,0,,0
12,2014,2014-11-30,12,23.277,ARI,@,ATL,L 18-29,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
13,2014,2014-12-07,13,23.284,ARI,,KAN,W 17-14,,,,,3,5,60.0,0,9,0.0,1,0,0,0,,0
14,2014,2014-12-11,14,23.288,ARI,@,STL,W 12-6,,,,,4,4,100.0,0,12,0.0,0,0,0,0,,0
15,2014,2014-12-21,15,23.298,ARI,,SEA,L 6-35,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
16,2014,2014-12-28,16,23.305,ARI,@,SFO,L 17-20,,2,2,100.0,1,1,100.0,0,5,0.0,1,0,0,0,,0
17,2015,2015-09-13,1,24.199,ARI,,NOR,W 31-19,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
18,2015,2015-09-20,2,24.206,ARI,@,CHI,W 48-23,,6,7,85.7,,,,0,6,0.0,0,0,0,0,,0
19,2015,2015-09-27,3,24.213,ARI,,SFO,W 47-7,,6,6,100.0,1,1,100.0,0,9,0.0,0,0,0,0,,0
20,2015,2015-10-04,4,24.220,ARI,,STL,L 22-24,,1,1,100.0,5,5,100.0,0,16,0.0,0,0,0,0,,0
21,2015,2015-10-11,5,24.227,ARI,@,DET,W 42-17,,6,6,100.0,,,,0,6,0.0,0,0,0,0,,0
22,2015,2015-10-18,6,24.234,ARI,@,PIT,L 13-25,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,,0
23,2015,2015-10-26,7,24.242,ARI,,BAL,W 26-18,,2,3,66.7,2,3,66.7,0,8,0.0,0,0,0,0,,0
24,2015,2015-11-01,8,24.248,ARI,@,CLE,W 34-20,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
25,2015,2015-11-15,9,24.262,ARI,@,SEA,W 39-32,,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,0,,0
26,2015,2015-11-22,10,24.269,ARI,,CIN,W 34-31,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
27,2015,2015-11-29,11,24.276,ARI,@,SFO,W 19-13,,1,2,50.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
28,2015,2015-12-06,12,24.283,ARI,@,STL,W 27-3,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
29,2015,2015-12-10,13,24.287,ARI,,MIN,W 23-20,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
30,2015,2015-12-20,14,24.297,ARI,@,PHI,W 40-17,,4,5,80.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
31,2015,2015-12-27,15,24.304,ARI,,GNB,W 38-8,,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,,0
32,2015,2016-01-03,16,24.311,ARI,,SEA,L 6-36,,,1,0.0,,1,0.0,0,0,0.0,0,0,0,0,,0
33,2016,2016-09-11,1,25.198,ARI,,NWE,L 21-23,,3,3,100.0,,1,0.0,0,3,0.0,0,0,0,0,,0
34,2016,2016-09-18,2,25.205,ARI,,TAM,W 40-7,,4,5,80.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
35,2016,2016-09-25,3,25.212,ARI,@,BUF,L 18-33,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,2,66,33.00,0
36,2016,2016-10-02,4,25.219,ARI,,LAR,L 13-17,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
37,2016,2016-10-06,5,25.223,ARI,@,SFO,W 33-21,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
38,2016,2016-10-17,6,25.234,ARI,,NYJ,W 28-3,,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
39,2016,2016-10-23,7,25.240,ARI,,SEA,T 6-6,,,,,2,4,50.0,0,6,0.0,0,0,0,0,,0
40,2016,2016-10-30,8,25.247,ARI,@,CAR,L 20-30,,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
41,2016,2016-11-13,9,25.261,ARI,,SFO,W 23-20,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
42,2016,2016-11-20,10,25.268,ARI,@,MIN,L 24-30,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
43,2016,2016-11-27,11,25.275,ARI,@,ATL,L 19-38,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
44,2016,2016-12-04,12,25.282,ARI,,WAS,W 31-23,,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,0,,0
45,2016,2016-12-11,13,25.289,ARI,@,MIA,L 23-26,,,2,0.0,1,2,50.0,0,3,0.0,0,0,0,0,,0
46,2016,2016-12-18,14,25.296,ARI,,NOR,L 41-48,,5,6,83.3,,1,0.0,0,5,0.0,0,0,0,0,,0
47,2016,2016-12-24,15,25.302,ARI,@,SEA,W 34-31,,4,4,100.0,2,3,66.7,0,10,0.0,0,0,0,0,,0
48,2016,2017-01-01,16,25.310,ARI,@,LAR,W 44-6,,5,5,100.0,3,3,100.0,0,14,0.0,0,0,0,0,,0
49,2017,2017-09-10,1,26.196,NYJ,@,BUF,L 12-21,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
50,2017,2017-09-17,2,26.203,NYJ,@,OAK,L 20-45,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
51,2017,2017-09-24,3,26.210,NYJ,,MIA,W 20-6,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,,0
52,2017,2017-10-01,4,26.217,NYJ,,JAX,W 23-20,,2,2,100.0,3,4,75.0,0,11,0.0,0,0,0,0,,0
53,2017,2017-10-08,5,26.224,NYJ,@,CLE,W 17-14,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
54,2017,2017-10-15,6,26.231,NYJ,,NWE,L 17-24,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
55,2017,2017-10-22,7,26.238,NYJ,@,MIA,L 28-31,,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
56,2017,2017-10-29,8,26.245,NYJ,,ATL,L 20-25,,2,2,100.0,2,4,50.0,0,8,0.0,0,0,0,0,,0
57,2017,2017-11-02,9,26.249,NYJ,,BUF,W 34-21,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
58,2017,2017-11-12,10,26.259,NYJ,@,TAM,L 10-15,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
59,2017,2017-11-26,11,26.273,NYJ,,CAR,L 27-35,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
60,2017,2017-12-03,12,26.280,NYJ,,KAN,W 38-31,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
61,2017,2017-12-10,13,26.287,NYJ,@,DEN,L 0-23,,,,,,,,0,0,0.0,0,0,0,0,,0
62,2017,2017-12-17,14,26.294,NYJ,@,NOR,L 19-31,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
63,2017,2017-12-24,15,26.301,NYJ,,LAC,L 7-14,,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
64,2017,2017-12-31,16,26.308,NYJ,@,NWE,L 6-26,,,,,2,3,66.7,0,6,0.0,0,0,0,0,,0
65,2018,2018-09-09,1,27.195,TAM,@,NOR,W 48-40,,6,6,100.0,2,3,66.7,0,12,0.0,0,0,0,0,,0
66,2018,2018-09-16,2,27.202,TAM,,PHI,W 27-21,,3,4,75.0,,,,0,3,0.0,0,0,0,0,,0
67,2018,2018-09-24,3,27.210,TAM,,PIT,L 27-30,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
