ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2003,2003-09-28,4,24.037,NYJ,,DAL,L 6-17,
2,2003,2003-10-12,5,24.051,NYJ,,BUF,W 30-3,
3,2003,2003-10-19,6,24.058,NYJ,@,HOU,W 19-14,
4,2003,2003-11-02,8,24.072,NYJ,,NYG,L 28-31,
5,2003,2003-11-09,9,24.079,NYJ,@,OAK,W 27-24,
6,2003,2003-11-16,10,24.086,NYJ,@,IND,L 31-38,
7,2003,2003-12-01,12,24.101,NYJ,,TEN,W 24-17,
8,2003,2003-12-07,13,24.107,NYJ,@,BUF,L 6-17,
9,2003,2003-12-14,14,24.114,NYJ,,PIT,W 6-0,
10,2003,2003-12-20,15,24.120,NYJ,,NWE,L 16-21,
11,2003,2003-12-28,16,24.128,NYJ,@,MIA,L 21-23,
