ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1974,1974-09-15,1,25.060,NYJ,@,KAN,L 16-24,0,0,,0,0,0,,0,4,86,21.50,0,2,22,11.00,0,0,0
2,1974,1974-09-22,2,25.067,NYJ,@,CHI,W 23-21,0,0,,0,0,0,,0,1,25,25.00,0,0,0,,0,0,0
3,1974,1974-09-29,3,25.074,NYJ,@,BUF,L 12-16,0,0,,0,0,0,,0,0,0,,0,1,13,13.00,0,0,0
4,1974,1974-10-07,4,25.082,NYJ,@,MIA,L 17-21,0,0,,0,0,0,,0,2,42,21.00,0,0,0,,0,0,0
5,1974,1974-10-13,5,25.088,NYJ,,NWE,L 0-24,0,0,,0,0,0,,0,5,157,31.40,0,0,0,,0,0,0
6,1974,1974-10-20,6,25.095,NYJ,,BAL,L 20-35,0,0,,0,0,0,,0,6,138,23.00,0,0,0,,0,0,0
7,1974,1974-10-27,7,25.102,NYJ,,RAM,L 13-20,0,0,,0,0,0,,0,2,38,19.00,0,0,0,,0,0,0
8,1974,1974-11-03,8,25.109,NYJ,,HOU,L 22-27,0,0,,0,0,0,,0,3,88,29.33,0,1,6,6.00,0,0,0
9,1974,1974-11-10,9,25.116,NYJ,@,NYG,W 26-20,0,0,,0,0,0,,0,5,115,23.00,0,1,9,9.00,0,0,0
10,1974,1974-11-17,10,25.123,NYJ,@,NWE,W 21-16,0,0,,0,0,0,,0,3,88,29.33,0,0,0,,0,0,0
11,1974,1974-11-24,11,25.130,NYJ,,MIA,W 17-14,0,0,,0,0,0,,0,3,42,14.00,0,2,11,5.50,0,0,0
12,1974,1974-12-01,12,25.137,NYJ,,SDG,W 27-14,0,0,,0,0,0,,0,1,45,45.00,0,2,14,7.00,0,0,0
13,1974,1974-12-08,13,25.144,NYJ,,BUF,W 20-10,,,,,,,,,,,,,,,,,,
14,1974,1974-12-15,14,25.151,NYJ,@,BAL,W 45-38,0,0,,0,0,0,,0,4,97,24.25,0,0,0,,0,0,0
15,1975,1975-09-21,1,26.066,NYJ,@,BUF,L 14-42,,,,,,,,,,,,,,,,,,
16,1975,1975-09-28,2,26.073,NYJ,@,KAN,W 30-24,1,1,1.00,0,0,0,,0,2,69,34.50,0,3,11,3.67,0,0,0
