ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
39,1997,1997-11-23,12,25.331,JAX,@,CIN,L 26-31,,2,10,5.00,0,2,2,4,2.00,0,100.0%,2.00,0,0,,0,0,0,,,,,,0,0
40,1997,1997-11-30,13,25.338,JAX,,BAL,W 29-27,,9,40,4.44,0,5,5,44,8.80,0,100.0%,8.80,0,0,,0,0,0,,,,,,0,0
41,1997,1997-12-07,14,25.345,JAX,,NWE,L 20-26,,5,22,4.40,0,4,3,5,1.67,0,75.0%,1.25,0,0,,0,0,0,,,,,,0,0
42,1997,1997-12-14,15,25.352,JAX,@,BUF,W 20-14,,5,7,1.40,0,3,3,17,5.67,0,100.0%,5.67,0,0,,0,0,0,,,,,,0,0
43,1997,1997-12-21,16,25.359,JAX,@,OAK,W 20-9,,6,42,7.00,0,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,,,,,0,0
44,1998,1998-09-06,1,26.253,JAX,@,CHI,W 24-23,,26,115,4.42,1,4,3,22,7.33,1,75.0%,5.50,0,0,,0,0,0,,0,0,,,2,12
45,1998,1998-09-13,2,26.260,JAX,,KAN,W 21-16,,26,103,3.96,1,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,,,1,6
46,1998,1998-09-20,3,26.267,JAX,,BAL,W 24-10,,1,-1,-1.00,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,,0,0,,,0,0
47,1999,1999-09-12,1,27.259,JAX,,SFO,W 41-3,,4,15,3.75,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,6
48,1999,1999-09-19,2,27.266,JAX,@,CAR,W 22-20,,27,124,4.59,2,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,2,12
49,1999,1999-09-26,3,27.273,JAX,,TEN,L 19-20,*,25,98,3.92,0,3,2,1,0.50,0,66.7%,0.33,0,0,,0,0,0,,,,,,0,0
50,1999,1999-10-03,4,27.280,JAX,@,PIT,W 17-3,,21,73,3.48,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,,,,,0,0
51,1999,1999-10-11,5,27.288,JAX,@,NYJ,W 16-6,*,26,96,3.69,1,0,2,11,5.50,0,,,0,0,,0,0,0,,,,,,1,6
52,1999,1999-10-17,6,27.294,JAX,,CLE,W 24-7,*,23,58,2.52,1,3,3,12,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,1,6
53,1999,1999-10-31,7,27.308,JAX,@,CIN,W 41-10,,10,32,3.20,2,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,,,,,,2,12
54,1999,1999-11-07,8,27.315,JAX,@,ATL,W 30-7,,2,11,5.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
55,1999,1999-11-14,9,27.322,JAX,,BAL,W 6-3,,18,25,1.39,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,,,,,0,0
56,1999,1999-11-21,10,27.329,JAX,,NOR,W 41-23,*,16,87,5.44,2,5,5,53,10.60,0,100.0%,10.60,0,0,,0,0,0,,,,,,2,12
57,1999,1999-11-28,11,27.336,JAX,@,BAL,W 30-23,*,20,46,2.30,1,5,3,10,3.33,0,60.0%,2.00,0,0,,0,0,0,,,,,,1,6
58,1999,1999-12-02,12,27.340,JAX,,PIT,W 20-6,*,30,145,4.83,1,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,,,,,1,6
59,1999,1999-12-13,13,27.351,JAX,,DEN,W 27-24,*,18,79,4.39,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,12
60,1999,2000-01-02,16,28.006,JAX,,CIN,W 24-7,,9,42,4.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
61,2000,2000-09-03,1,28.251,DET,@,NOR,W 14-10,*,25,78,3.12,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,,,,,0,0
62,2000,2000-09-10,2,28.258,DET,,WAS,W 15-10,*,21,65,3.10,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
63,2000,2000-09-17,3,28.265,DET,,TAM,L 10-31,,8,13,1.63,0,5,4,22,5.50,0,80.0%,4.40,0,0,,0,0,0,,,,,,0,0
64,2000,2000-09-24,4,28.272,DET,@,CHI,W 21-14,*,23,71,3.09,1,6,5,25,5.00,0,83.3%,4.17,0,0,,0,0,0,,,,,,1,6
65,2000,2000-10-01,5,28.279,DET,,MIN,L 24-31,*,20,123,6.15,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0
66,2000,2000-10-08,6,28.286,DET,,GNB,W 31-24,,20,56,2.80,0,7,5,67,13.40,1,71.4%,9.57,0,0,,0,0,0,,,,,,1,6
67,2000,2000-10-19,7,28.297,DET,@,TAM,W 28-14,*,29,116,4.00,3,6,2,8,4.00,0,33.3%,1.33,0,0,,0,0,0,,,,,,3,18
68,2000,2000-10-29,8,28.307,DET,@,IND,L 18-30,*,16,63,3.94,0,5,3,66,22.00,0,60.0%,13.20,0,0,,0,0,0,,,,,,0,0
69,2000,2000-11-05,9,28.314,DET,,MIA,L 8-23,*,18,71,3.94,1,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,,,,,1,6
70,2000,2000-11-12,10,28.321,DET,,ATL,W 13-10,,25,71,2.84,1,3,2,-6,-3.00,0,66.7%,-2.00,0,0,,0,0,0,,,,,,1,6
71,2000,2000-11-19,11,28.328,DET,@,NYG,W 31-21,,22,52,2.36,1,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,1,6
72,2000,2000-11-23,12,28.332,DET,,NWE,W 34-9,*,18,51,2.83,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,1,6
73,2000,2000-11-30,13,28.339,DET,@,MIN,L 17-24,*,15,67,4.47,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,6
74,2000,2000-12-10,14,28.349,DET,@,GNB,L 13-26,*,22,66,3.00,1,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,,,,,1,6
75,2000,2000-12-17,15,28.356,DET,@,NYJ,W 10-7,,37,164,4.43,0,2,1,32,32.00,0,50.0%,16.00,0,0,,0,0,0,,,,,,0,0
76,2000,2000-12-24,16,28.363,DET,,CHI,L 20-23,*,20,57,2.85,0,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,,,,,0,0
77,2001,2001-09-09,1,29.256,DET,@,GNB,L 6-28,*,13,39,3.00,0,6,5,60,12.00,0,83.3%,10.00,0,0,,0,0,0,,,,,,0,0
78,2001,2001-09-23,2,29.270,DET,@,CLE,L 14-24,*,17,71,4.18,0,4,4,16,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0
79,2001,2001-10-08,3,29.285,DET,,STL,L 0-35,*,13,88,6.77,0,5,4,36,9.00,0,80.0%,7.20,0,0,,0,0,0,,,,,,0,0
80,2001,2001-10-14,4,29.291,DET,@,MIN,L 26-31,*,16,108,6.75,0,3,3,22,7.33,1,100.0%,7.33,0,0,,0,0,0,,,,,,1,6
81,2001,2001-10-21,5,29.298,DET,,TEN,L 24-27,*,9,17,1.89,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,0,0
82,2001,2001-11-22,10,29.330,DET,,GNB,L 27-29,*,14,102,7.29,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
83,2001,2001-12-02,11,29.340,DET,@,CHI,L 10-13,*,11,21,1.91,1,5,5,97,19.40,0,100.0%,19.40,0,0,,0,0,0,,,,,,1,6
84,2001,2001-12-09,12,29.347,DET,@,TAM,L 12-15,*,15,78,5.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
85,2001,2001-12-16,13,29.354,DET,,MIN,W 27-24,*,20,91,4.55,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
86,2001,2001-12-23,14,29.361,DET,@,PIT,L 14-47,,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
87,2001,2002-01-06,16,30.010,DET,,DAL,W 15-10,*,13,69,5.31,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,,,,,0,0
88,2002,2002-09-15,2,30.262,DET,@,CAR,L 7-31,,12,53,4.42,0,4,3,5,1.67,0,75.0%,1.25,0,0,,0,0,0,,0,,,,0,0
89,2002,2002-09-22,3,30.269,DET,,GNB,L 31-37,*,14,88,6.29,0,3,2,56,28.00,1,66.7%,18.67,0,0,,0,0,0,,0,,,,1,6
90,2002,2002-09-29,4,30.276,DET,,NOR,W 26-21,*,18,65,3.61,0,5,3,-5,-1.67,0,60.0%,-1.00,0,0,,0,0,0,,0,,,,0,0
91,2002,2002-10-13,5,30.290,DET,@,MIN,L 24-31,,10,42,4.20,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,,,,0,0
92,2002,2002-10-20,6,30.297,DET,,CHI,W 23-20,*,32,172,5.38,2,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,,,,2,12
93,2002,2002-10-27,7,30.304,DET,@,BUF,L 17-24,*,24,83,3.46,1,12,8,53,6.63,0,66.7%,4.42,0,0,,0,0,0,,0,,,,1,6
94,2002,2002-11-03,8,30.311,DET,,DAL,W 9-7,*,19,50,2.63,0,6,4,41,10.25,0,66.7%,6.83,0,0,,0,0,0,,0,,,,0,0
95,2002,2002-11-10,9,30.318,DET,@,GNB,L 14-40,,15,122,8.13,0,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,,0,,,,0,0
96,2002,2002-11-17,10,30.325,DET,,NYJ,L 14-31,*,16,93,5.81,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,,,0,0
97,2002,2002-11-24,11,30.332,DET,@,CHI,L 17-20,*,22,85,3.86,1,8,6,38,6.33,0,75.0%,4.75,0,0,,0,0,0,,0,,,,1,6
98,2002,2002-11-28,12,30.336,DET,,NWE,L 12-20,*,13,57,4.38,0,8,5,23,4.60,0,62.5%,2.88,0,0,,0,0,0,,0,,,,0,0
99,2002,2002-12-08,13,30.346,DET,@,ARI,L 20-23,,13,52,4.00,0,6,3,34,11.33,0,50.0%,5.67,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
100,2002,2002-12-22,15,30.360,DET,@,ATL,L 15-36,,12,34,2.83,0,6,3,10,3.33,1,50.0%,1.67,0,0,,0,0,0,,0,,,,1,6
101,2002,2002-12-29,16,31.002,DET,,MIN,L 36-38,*,11,25,2.27,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,,,,0,0
