ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1995,1995-09-03,1,22.165,DET,@,PIT,L 20-23,,
2,1995,1995-09-10,2,22.172,DET,@,MIN,L 10-20,,
3,1995,1995-09-17,3,22.179,DET,,ARI,L 17-20,,
4,1995,1995-09-25,4,22.187,DET,,SFO,W 27-24,,
5,1995,1995-10-08,5,22.200,DET,,CLE,W 38-20,,
6,1995,1995-10-15,6,22.207,DET,@,GNB,L 21-30,,
7,1995,1995-10-22,7,22.214,DET,@,WAS,L 30-36,,
8,1995,1995-10-29,8,22.221,DET,,GNB,W 24-16,,
9,1995,1995-11-05,9,22.228,DET,@,ATL,L 22-34,,
10,1995,1995-11-12,10,22.235,DET,,TAM,W 27-24,,
11,1995,1995-11-19,11,22.242,DET,@,CHI,W 24-17,,
12,1995,1995-11-23,12,22.246,DET,,MIN,W 44-38,,
13,1995,1995-12-04,13,22.257,DET,,CHI,W 27-7,,
14,1995,1995-12-10,14,22.263,DET,@,HOU,W 24-17,,
15,1995,1995-12-17,15,22.270,DET,,JAX,W 44-0,,
16,1995,1995-12-23,16,22.276,DET,@,TAM,W 37-10,,
17,1996,1996-09-01,1,23.163,DET,@,MIN,L 13-17,,1.0
18,1996,1996-09-08,2,23.170,DET,,TAM,W 21-6,,1.0
19,1996,1996-09-15,3,23.177,DET,@,PHI,L 17-24,,
20,1996,1996-09-22,4,23.184,DET,,CHI,W 35-16,,
21,1996,1996-09-29,5,23.191,DET,@,TAM,W 27-0,,
22,1996,1996-10-06,6,23.198,DET,,ATL,W 28-24,,
23,1996,1996-11-03,9,23.226,DET,@,GNB,L 18-28,,2.0
24,1996,1996-11-11,10,23.234,DET,@,SDG,L 21-27,,
25,1996,1996-11-17,11,23.240,DET,,SEA,W 17-16,,1.0
26,1996,1996-11-24,12,23.247,DET,@,CHI,L 14-31,,
27,1996,1996-11-28,13,23.251,DET,,KAN,L 24-28,,
28,1996,1996-12-08,14,23.261,DET,,MIN,L 22-24,,1.0
29,1996,1996-12-15,15,23.268,DET,,GNB,L 3-31,,0.5
30,1996,1996-12-23,16,23.276,DET,@,SFO,L 14-24,,
31,1997,1997-08-31,1,24.162,DET,,ATL,W 28-17,,1.5
32,1997,1997-09-07,2,24.169,DET,,TAM,L 17-24,,1.0
33,1997,1997-09-14,3,24.176,DET,@,CHI,W 32-7,,
34,1997,1997-09-21,4,24.183,DET,@,NOR,L 17-35,,1.0
35,1997,1997-09-28,5,24.190,DET,,GNB,W 26-15,,
36,1997,1997-10-05,6,24.197,DET,@,BUF,L 13-22,,
37,1997,1997-10-12,7,24.204,DET,@,TAM,W 27-9,,0.5
38,1997,1997-10-19,8,24.211,DET,,NYG,L 20-26,,
39,1997,1997-11-02,9,24.225,DET,@,GNB,L 10-20,,1.0
40,1997,1997-11-09,10,24.232,DET,@,WAS,L 7-30,,
41,1997,1997-11-16,11,24.239,DET,,MIN,W 38-15,,1.0
42,1997,1997-11-23,12,24.246,DET,,IND,W 32-10,,1.5
43,1997,1997-11-27,13,24.250,DET,,CHI,W 55-20,,
44,1997,1997-12-07,14,24.260,DET,@,MIA,L 30-33,,
45,1997,1997-12-14,15,24.267,DET,@,MIN,W 14-13,,
46,1997,1997-12-21,16,24.274,DET,,NYJ,W 13-10,,1.0
47,1998,1998-09-06,1,25.168,DET,@,GNB,L 19-38,,
48,1998,1998-09-13,2,25.175,DET,,CIN,L 28-34,,
49,1998,1998-09-20,3,25.182,DET,@,MIN,L 6-29,,1.0
50,1998,1998-09-28,4,25.190,DET,,TAM,W 27-6,,
51,1998,1998-10-04,5,25.196,DET,@,CHI,L 27-31,,
52,1998,1998-10-15,6,25.207,DET,,GNB,W 27-20,,
53,1998,1998-10-25,7,25.217,DET,,MIN,L 13-34,,
54,1998,1998-11-01,8,25.224,DET,,ARI,L 15-17,,
55,1998,1998-11-08,9,25.231,DET,@,PHI,L 9-10,,
56,1998,1998-11-15,10,25.238,DET,,CHI,W 26-3,,1.0
57,1998,1998-11-22,11,25.245,DET,@,TAM,W 28-25,,
58,1998,1998-11-26,12,25.249,DET,,PIT,W 19-16,,1.0
59,1998,1998-12-06,13,25.259,DET,@,JAX,L 22-37,,
60,1998,1998-12-14,14,25.267,DET,@,SFO,L 13-35,,
61,1998,1998-12-20,15,25.273,DET,,ATL,L 17-24,,
62,1999,1999-09-12,1,26.174,DET,@,SEA,W 28-20,*,1.0
63,1999,1999-09-19,2,26.181,DET,,GNB,W 23-15,*,
64,1999,1999-09-26,3,26.188,DET,@,KAN,L 21-31,*,1.0
65,1999,1999-10-10,4,26.202,DET,,SDG,L 10-20,*,
66,1999,1999-10-17,5,26.209,DET,,MIN,W 25-23,,
67,1999,1999-10-24,6,26.216,DET,@,CAR,W 24-9,*,
68,1999,1999-10-31,7,26.223,DET,,TAM,W 20-3,*,1.0
69,1999,1999-11-07,8,26.230,DET,,STL,W 31-27,*,0.5
70,1999,1999-11-14,9,26.237,DET,@,ARI,L 19-23,*,
