ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1969,1969-09-14,1,24.042,MIA,@,CIN,L 21-27,3,3,100.0,,1,0.0,0,3
2,1969,1969-09-20,2,24.048,MIA,@,OAK,L 17-20,2,2,100.0,1,3,33.3,0,5
3,1969,1969-09-28,3,24.056,MIA,@,HOU,L 10-22,1,1,100.0,1,2,50.0,0,4
4,1969,1969-10-04,4,24.062,MIA,,OAK,T 20-20,2,2,100.0,2,2,100.0,0,8
5,1969,1969-10-11,5,24.069,MIA,,SDG,L 14-21,2,2,100.0,,1,0.0,0,2
6,1969,1969-10-19,6,24.077,MIA,@,KAN,L 10-17,1,1,100.0,1,1,100.0,0,4
7,1969,1969-10-26,7,24.084,MIA,,BUF,W 24-6,3,3,100.0,1,1,100.0,0,6
8,1969,1969-11-02,8,24.091,MIA,@,NYJ,L 31-34,4,4,100.0,1,1,100.0,0,7
9,1969,1969-11-09,9,24.098,MIA,@,BOS,W 17-16,2,2,100.0,1,3,33.3,0,5
10,1969,1969-11-16,10,24.105,MIA,@,BUF,L 3-28,,,,1,2,50.0,0,3
11,1969,1969-11-23,11,24.112,MIA,,HOU,L 7-32,1,1,100.0,,,,0,1
12,1969,1969-11-30,12,24.119,MIA,,BOS,L 23-38,2,3,66.7,1,1,100.0,0,5
13,1969,1969-12-07,13,24.126,MIA,,DEN,W 27-24,3,3,100.0,2,2,100.0,0,9
14,1969,1969-12-14,14,24.133,MIA,,NYJ,L 9-27,,,,1,2,50.0,0,3
15,1970,1970-09-20,1,25.048,MIA,@,BOS,L 14-27,2,2,100.0,,1,0.0,0,2
