ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1987,1987-09-13,1,25.166,SFO,@,PIT,L 17-30,,1,17,17.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
2,1987,1987-09-20,2,25.173,SFO,@,CIN,W 27-26,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
3,1987,1987-10-25,6,25.208,SFO,@,NOR,W 24-22,,1,13,13.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
4,1987,1987-11-01,7,25.215,SFO,@,RAM,W 31-10,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
5,1987,1987-11-08,8,25.222,SFO,,HOU,W 27-20,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
6,1987,1987-11-15,9,25.229,SFO,,NOR,L 24-26,,1,15,15.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
7,1987,1987-11-22,10,25.236,SFO,@,TAM,W 24-10,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
8,1987,1987-11-29,11,25.243,SFO,,CLE,W 38-24,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
9,1987,1987-12-06,12,25.250,SFO,@,GNB,W 23-12,,3,55,18.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,9,9.00,0,0,0
10,1987,1987-12-14,13,25.258,SFO,,CHI,W 41-0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
11,1987,1987-12-20,14,25.264,SFO,,ATL,W 35-7,,3,51,17.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
12,1987,1987-12-27,15,25.271,SFO,,RAM,W 48-0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
13,1988,1988-10-02,5,26.185,SFO,,DET,W 20-13,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,,,,,2,41,20.50,0,4,89,22.25,1,1,6
14,1988,1988-10-09,6,26.192,SFO,,DEN,L 13-16,,1,55,55.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,45,15.00,0,0,0
