ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
208,2003,2003-11-23,11,39.217,NOR,@,PHI,L 20-33,,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
209,2003,2003-11-30,12,39.224,NOR,@,WAS,W 24-20,,0,0,,0,3,3,100.0,1,3,33.3,0,6,0,0,,0
210,2003,2003-12-07,13,39.231,NOR,,TAM,L 7-14,,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
211,2003,2003-12-14,14,39.238,NOR,,NYG,W 45-7,,0,0,,0,6,6,100.0,1,2,50.0,0,9,0,0,,0
212,2003,2003-12-21,15,39.245,NOR,@,JAX,L 19-20,,0,0,,0,1,2,50.0,2,2,100.0,0,7,0,0,,0
213,2003,2003-12-28,16,39.252,NOR,,DAL,W 13-7,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
214,2004,2004-09-12,1,40.145,NOR,,SEA,L 7-21,,0,0,,0,1,1,100.0,,,,0,1,,,,
215,2004,2004-09-19,2,40.152,NOR,,SFO,W 30-27,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
216,2004,2004-09-26,3,40.159,NOR,@,STL,W 28-25,,0,0,,0,1,1,100.0,5,6,83.3,0,16,0,0,,0
217,2004,2004-10-03,4,40.166,NOR,@,ARI,L 10-34,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
218,2004,2004-10-10,5,40.173,NOR,,TAM,L 17-20,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
219,2004,2004-10-17,6,40.180,NOR,,MIN,L 31-38,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
220,2004,2004-10-24,7,40.187,NOR,@,OAK,W 31-26,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
221,2004,2004-11-07,8,40.201,NOR,@,SDG,L 17-43,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
222,2004,2004-11-14,9,40.208,NOR,,KAN,W 27-20,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
223,2004,2004-11-21,10,40.215,NOR,,DEN,L 13-34,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
224,2004,2004-11-28,11,40.222,NOR,@,ATL,L 21-24,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
225,2004,2004-12-05,12,40.229,NOR,,CAR,L 21-32,,0,0,,0,3,3,100.0,,,,0,3,,,,
226,2004,2004-12-12,13,40.236,NOR,@,DAL,W 27-13,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
227,2004,2004-12-19,14,40.243,NOR,@,TAM,W 21-17,,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
228,2004,2004-12-26,15,40.250,NOR,,ATL,W 26-13,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
229,2004,2005-01-02,16,40.257,NOR,@,CAR,W 21-18,,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
230,2005,2005-09-11,1,41.144,NOR,@,CAR,W 23-20,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
231,2005,2005-09-19,2,41.152,NOR,,NYG,L 10-27,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
232,2005,2005-09-25,3,41.158,NOR,@,MIN,L 16-33,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
233,2005,2005-10-02,4,41.165,NOR,,BUF,W 19-7,,0,0,,0,1,1,100.0,4,5,80.0,0,13,0,0,,0
234,2005,2005-10-09,5,41.172,NOR,@,GNB,L 3-52,,0,0,,0,,,,1,3,33.3,0,3,0,0,,0
235,2005,2005-10-16,6,41.179,NOR,,ATL,L 31-34,,0,0,,0,4,4,100.0,1,2,50.0,0,7,0,0,,0
236,2005,2005-10-23,7,41.186,NOR,@,STL,L 17-28,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
237,2005,2005-10-30,8,41.193,NOR,,MIA,L 6-21,,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
238,2005,2005-11-06,9,41.200,NOR,,CHI,L 17-20,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
239,2005,2005-11-20,10,41.214,NOR,@,NWE,L 17-24,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
240,2005,2005-11-27,11,41.221,NOR,@,NYJ,W 21-19,,0,0,,0,3,3,100.0,,,,0,3,,,,
241,2005,2005-12-04,12,41.228,NOR,,TAM,L 3-10,,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
242,2005,2005-12-12,13,41.236,NOR,@,ATL,L 17-36,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
243,2005,2005-12-18,14,41.242,NOR,,CAR,L 10-27,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
244,2005,2005-12-24,15,41.248,NOR,,DET,L 12-13,,0,0,,0,,,,4,4,100.0,0,12,0,0,,0
245,2005,2006-01-01,16,41.256,NOR,@,TAM,L 13-27,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
246,2006,2006-09-10,1,42.143,NOR,@,CLE,W 19-14,,0,0,,0,1,1,100.0,4,4,100.0,0,13,0,0,,0
247,2006,2006-09-17,2,42.150,NOR,@,GNB,W 34-27,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
248,2006,2006-09-25,3,42.158,NOR,,ATL,W 23-3,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
249,2006,2006-10-01,4,42.164,NOR,@,CAR,L 18-21,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
250,2006,2006-10-08,5,42.171,NOR,,TAM,W 24-21,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
251,2006,2006-10-15,6,42.178,NOR,,PHI,W 27-24,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
252,2006,2006-10-29,7,42.192,NOR,,BAL,L 22-35,,0,0,,0,2,2,100.0,,,,0,2,,,,
253,2006,2006-11-05,8,42.199,NOR,@,TAM,W 31-14,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
254,2006,2006-11-12,9,42.206,NOR,@,PIT,L 31-38,,0,0,,0,4,4,100.0,1,2,50.0,0,7,0,0,,0
255,2006,2006-11-19,10,42.213,NOR,,CIN,L 16-31,,0,0,,0,1,2,50.0,1,1,100.0,0,4,0,0,,0
256,2006,2006-11-26,11,42.220,NOR,@,ATL,W 31-13,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
257,2006,2006-12-03,12,42.227,NOR,,SFO,W 34-10,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
258,2006,2006-12-10,13,42.234,NOR,@,DAL,W 42-17,,0,0,,0,6,6,100.0,,,,0,6,,,,
259,2006,2006-12-17,14,42.241,NOR,,WAS,L 10-16,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
260,2006,2006-12-24,15,42.248,NOR,@,NYG,W 30-7,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
261,2006,2006-12-31,16,42.255,NOR,,CAR,L 21-31,,0,0,,0,3,3,100.0,,,,0,3,,,,
262,2007,2007-09-16,2,43.149,JAX,,ATL,W 13-7,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
263,2007,2007-09-23,3,43.156,JAX,@,DEN,W 23-14,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
264,2007,2007-10-07,4,43.170,JAX,@,KAN,W 17-7,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
265,2007,2007-10-14,5,43.177,JAX,,HOU,W 37-17,,0,0,,0,4,5,80.0,1,2,50.0,0,7,0,0,,0
266,2007,2007-10-22,6,43.185,JAX,,IND,L 7-29,,0,0,,0,1,1,100.0,,,,0,1,,,,
267,2007,2007-10-28,7,43.191,JAX,@,TAM,W 24-23,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
268,2007,2007-11-04,8,43.198,JAX,@,NOR,L 24-41,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
269,2007,2007-11-11,9,43.205,JAX,@,TEN,W 28-13,,0,0,,0,4,4,100.0,,,,0,4,,,,
270,2007,2007-12-02,12,43.226,KAN,,SDG,L 10-24,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
271,2007,2007-12-09,13,43.233,KAN,@,DEN,L 7-41,,0,0,,0,1,1,100.0,,,,0,1,,,,
272,2007,2007-12-16,14,43.240,KAN,,TEN,L 17-26,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
273,2007,2007-12-23,15,43.247,KAN,@,DET,L 20-25,,0,0,,0,2,2,100.0,,,,0,2,,,,
274,2007,2007-12-30,16,43.254,KAN,@,NYJ,L 10-13,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
275,2008,2008-09-04,1,44.137,NYG,,WAS,W 16-7,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
276,2008,2008-09-14,2,44.147,NYG,@,STL,W 41-13,,0,0,,0,5,5,100.0,2,2,100.0,0,11,0,0,,0
277,2008,2008-09-21,3,44.154,NYG,,CIN,W 26-23,,0,0,,0,2,2,100.0,4,4,100.0,0,14,0,0,,0
278,2008,2008-10-05,4,44.168,NYG,,SEA,W 44-6,,0,0,,0,5,5,100.0,3,3,100.0,0,14,0,0,,0
279,2008,2008-10-13,5,44.176,NYG,@,CLE,L 14-35,,0,0,,0,2,2,100.0,,,,0,2,0,0,,0
280,2008,2008-10-19,6,44.182,NYG,,SFO,W 29-17,,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
281,2008,2008-10-26,7,44.189,NYG,@,PIT,W 21-14,,0,0,,0,1,1,100.0,4,4,100.0,0,13,0,0,,0
282,2008,2008-11-02,8,44.196,NYG,,DAL,W 35-14,,0,0,,0,5,5,100.0,,,,0,5,0,0,,0
283,2008,2008-11-09,9,44.203,NYG,@,PHI,W 36-31,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
284,2008,2008-11-23,11,44.217,NYG,@,ARI,W 37-29,,0,0,,0,4,4,100.0,3,3,100.0,0,13,0,0,,0
285,2008,2008-11-30,12,44.224,NYG,@,WAS,W 23-7,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
286,2008,2008-12-07,13,44.231,NYG,,PHI,L 14-20,,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
287,2008,2008-12-14,14,44.238,NYG,@,DAL,L 8-20,,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
288,2008,2008-12-21,15,44.245,NYG,,CAR,W 34-28,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
289,2008,2008-12-28,16,44.252,NYG,@,MIN,L 19-20,,0,0,,0,1,1,100.0,4,5,80.0,0,13,0,0,,0
290,2009,2009-09-13,1,45.146,NOR,,DET,W 45-27,,0,0,,0,6,6,100.0,1,2,50.0,0,9,0,0,,0
291,2009,2009-09-20,2,45.153,NOR,@,PHI,W 48-22,,0,0,,0,6,6,100.0,2,2,100.0,0,12,0,0,,0
292,2009,2009-09-27,3,45.160,NOR,@,BUF,W 27-7,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
293,2009,2009-10-04,4,45.167,NOR,,NYJ,W 24-10,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
294,2009,2009-10-18,5,45.181,NOR,,NYG,W 48-27,,0,0,,0,6,7,85.7,,,,0,6,0,0,,0
295,2009,2009-10-25,6,45.188,NOR,@,MIA,W 46-34,,0,0,,0,4,5,80.0,2,3,66.7,0,10,0,0,,0
296,2009,2009-11-02,7,45.196,NOR,,ATL,W 35-27,,0,0,,0,5,5,100.0,,1,0.0,0,5,0,0,,0
297,2009,2009-11-08,8,45.202,NOR,,CAR,W 30-20,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
298,2009,2009-11-15,9,45.209,NOR,@,STL,W 28-23,,0,0,,0,4,4,100.0,,,,0,4,0,0,,0
299,2009,2009-11-22,10,45.216,NOR,@,TAM,W 38-7,,0,0,,0,5,5,100.0,1,1,100.0,0,8,0,0,,0
300,2009,2009-11-30,11,45.224,NOR,,NWE,W 38-17,,0,0,,0,5,5,100.0,1,2,50.0,0,8,0,0,,0
301,2010,2010-10-03,4,46.166,NOR,,CAR,W 16-14,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
302,2010,2010-10-10,5,46.173,NOR,@,ARI,L 20-30,,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
