ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2017,2017-09-17,2,24.049,GNB,@,ATL,L 23-34,,0,0,,0
2,2017,2017-09-24,3,24.056,GNB,,CIN,W 27-24,,0,0,,0
3,2017,2017-09-28,4,24.060,GNB,,CHI,W 35-14,*,0,0,,0
4,2017,2017-10-08,5,24.070,GNB,@,DAL,W 35-31,,0,0,,0
5,2017,2017-10-15,6,24.077,GNB,@,MIN,L 10-23,,0,0,,0
6,2017,2017-10-22,7,24.084,GNB,,NOR,L 17-26,,0,0,,0
7,2017,2017-11-06,8,24.099,GNB,,DET,L 17-30,,0,0,,0
8,2017,2017-11-12,9,24.105,GNB,@,CHI,W 23-16,,0,0,,0
9,2017,2017-11-19,10,24.112,GNB,,BAL,L 0-23,,0,0,,0
10,2017,2017-12-17,14,24.140,GNB,@,CAR,L 24-31,,0,0,,0
11,2017,2017-12-23,15,24.146,GNB,,MIN,L 0-16,,0,0,,0
12,2017,2017-12-31,16,24.154,GNB,@,DET,L 11-35,*,0,0,,0
13,2018,2018-09-16,2,25.048,GNB,,MIN,T 29-29,,1,8,8.00,0
14,2018,2018-09-23,3,25.055,GNB,@,WAS,L 17-31,,0,0,,0
