ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1967,1967-10-22,6,23.177,NOR,@,SFO,L 13-27,1,0,0.00,0,0,0,,0,0,0,0
2,1968,1968-10-13,5,24.168,NOR,,MIN,W 20-17,0,0,,0,1,0,0.00,0,0,0,0
3,1968,1968-10-20,6,24.175,NOR,@,PIT,W 16-12,0,20,,0,,,,,,,
4,1968,1968-11-03,8,24.189,NOR,,DAL,L 3-17,0,0,,0,1,-6,-6.00,0,0,0,0
5,1968,1968-11-17,10,24.203,NOR,@,GNB,L 7-29,1,19,19.00,0,0,0,,0,0,0,0
6,1968,1968-12-08,13,24.224,NOR,@,PHI,L 17-29,1,55,55.00,0,0,0,,0,0,0,0
7,1968,1968-12-15,14,24.231,NOR,,PIT,W 24-14,0,0,,0,1,-3,-3.00,0,0,0,0
8,1969,1969-10-26,6,25.181,NOR,@,PHI,L 10-13,0,0,,0,0,0,,0,1,20,0
9,1969,1969-11-02,7,25.188,NOR,@,STL,W 51-42,2,53,26.50,0,0,0,,0,1,0,0
10,1969,1969-11-30,11,25.216,NOR,,PHI,W 26-17,0,0,,0,0,0,,0,1,0,0
11,1970,1970-09-20,1,26.145,NOR,,ATL,L 3-14,,,,,,,,,,,
12,1970,1970-09-27,2,26.152,NOR,@,MIN,L 0-26,,,,,,,,,,,
13,1970,1970-10-04,3,26.159,NOR,,NYG,W 14-10,0,0,,0,0,0,,0,2,47,0
14,1970,1970-10-11,4,26.166,NOR,@,STL,L 17-24,,,,,,,,,,,
15,1970,1970-10-18,5,26.173,NOR,@,SFO,T 20-20,0,0,,0,0,0,,0,1,2,0
16,1970,1970-10-25,6,26.180,NOR,@,ATL,L 14-32,,,,,,,,,,,
17,1970,1970-11-01,7,26.187,NOR,,RAM,L 17-30,,,,,,,,,,,
18,1970,1970-11-08,8,26.194,NOR,,DET,W 19-17,,,,,,,,,,,
19,1970,1970-11-29,11,26.215,NOR,@,CIN,L 6-26,,,,,,,,,,,
20,1970,1970-12-13,13,26.229,NOR,,SFO,L 27-38,,,,,,,,,,,
21,1970,1970-12-20,14,26.236,NOR,,CHI,L 3-24,,,,,,,,,,,
