ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2017,2017-09-10,1,22.192,TEN,,OAK,L 16-26,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0
2,2017,2017-09-17,2,22.199,TEN,@,JAX,W 37-16,,1,1,42,42.00,0,100.0%,42.00,2,16,8.00,0,0,0
3,2017,2017-09-24,3,22.206,TEN,,SEA,W 33-27,,3,2,16,8.00,0,66.7%,5.33,1,-1,-1.00,0,0,0
4,2017,2017-10-01,4,22.213,TEN,@,HOU,L 14-57,,1,0,0,,0,0.0%,0.00,1,6,6.00,0,0,0
5,2017,2017-10-08,5,22.220,TEN,@,MIA,L 10-16,*,1,0,0,,0,0.0%,0.00,1,5,5.00,0,0,0
6,2017,2017-10-16,6,22.228,TEN,,IND,W 36-22,*,4,2,61,30.50,1,50.0%,15.25,0,0,,0,1,6
7,2017,2017-10-22,7,22.234,TEN,@,CLE,W 12-9,,4,3,45,15.00,0,75.0%,11.25,0,0,,0,0,0
8,2017,2017-11-05,8,22.248,TEN,,BAL,W 23-20,,2,1,-4,-4.00,0,50.0%,-2.00,0,0,,0,0,0
9,2017,2017-11-12,9,22.255,TEN,,CIN,W 24-20,,3,2,34,17.00,0,66.7%,11.33,1,4,4.00,0,0,0
10,2017,2017-11-16,10,22.259,TEN,@,PIT,L 17-40,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
11,2017,2017-11-26,11,22.269,TEN,@,IND,W 20-16,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0
12,2017,2017-12-03,12,22.276,TEN,,HOU,W 24-13,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0
13,2017,2017-12-10,13,22.283,TEN,@,ARI,L 7-12,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
14,2017,2017-12-17,14,22.290,TEN,@,SFO,L 23-25,*,0,0,0,,0,0.0%,,1,8,8.00,0,0,0
15,2017,2017-12-24,15,22.297,TEN,,LAR,L 23-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
16,2017,2017-12-31,16,22.304,TEN,,JAX,W 15-10,,0,0,0,,0,0.0%,,1,5,5.00,0,0,0
17,2018,2018-09-09,1,23.191,TEN,@,MIA,L 20-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
18,2018,2018-09-16,2,23.198,TEN,,HOU,W 20-17,,4,3,32,10.67,1,75.0%,8.00,0,0,,0,1,6
19,2018,2018-09-23,3,23.205,TEN,@,JAX,W 9-6,,5,4,30,7.50,0,80.0%,6.00,0,0,,0,0,0
