ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2001,2001-09-23,1,22.310,ARI,,DEN,L 17-38,*,,,,,,,
2,2001,2001-09-30,2,22.317,ARI,,ATL,L 14-34,*,0,0,,0,0.5,,
3,2001,2001-10-07,3,22.324,ARI,@,PHI,W 21-20,*,,,,,,,
4,2002,2002-09-08,1,23.295,ARI,@,WAS,L 23-31,*,,,,,,,
5,2002,2002-09-15,2,23.302,ARI,@,SEA,W 24-13,*,,,,,,,
6,2002,2002-09-22,3,23.309,ARI,,SDG,L 15-23,*,0,0,,0,1.0,,
7,2002,2002-09-29,4,23.316,ARI,,NYG,W 21-7,*,0,0,,0,1.0,,
8,2002,2002-10-06,5,23.323,ARI,@,CAR,W 16-13,*,0,0,,0,0.5,,
9,2002,2002-10-20,6,23.337,ARI,,DAL,W 9-6,*,,,,,,,
10,2002,2002-10-27,7,23.344,ARI,@,SFO,L 28-38,*,,,,,,,
11,2002,2002-11-03,8,23.351,ARI,,STL,L 14-27,*,,,,,,,
12,2002,2002-11-10,9,23.358,ARI,,SEA,L 6-27,*,,,,,,,
13,2002,2002-11-17,10,24.000,ARI,@,PHI,L 14-38,*,,,,,,,
14,2002,2002-11-24,11,24.007,ARI,,OAK,L 20-41,*,,,,,,,
15,2002,2002-12-01,12,24.014,ARI,@,KAN,L 0-49,*,,,,,,,
16,2002,2002-12-08,13,24.021,ARI,,DET,W 23-20,*,,,,,,,
17,2002,2002-12-15,14,24.028,ARI,@,STL,L 28-30,*,0,0,,0,1.0,,
18,2002,2002-12-21,15,24.034,ARI,,SFO,L 14-17,*,,,,,,,
19,2002,2002-12-29,16,24.042,ARI,@,DEN,L 7-37,*,,,,,,,
20,2004,2004-09-12,1,25.300,ARI,@,STL,L 10-17,,,,,,,,
21,2004,2004-09-19,2,25.307,ARI,,NWE,L 12-23,,,,,,,,
22,2004,2004-09-26,3,25.314,ARI,@,ATL,L 3-6,,,,,,,,
23,2004,2004-10-03,4,25.321,ARI,,NOR,W 34-10,,,,,,,,
24,2004,2004-10-10,5,25.328,ARI,@,SFO,L 28-31,,,,,,,,
25,2004,2004-10-24,6,25.342,ARI,,SEA,W 25-17,,,,,,,,
26,2004,2004-10-31,7,25.349,ARI,@,BUF,L 14-38,,,,,,,,
27,2004,2004-11-07,8,25.356,ARI,@,MIA,W 24-23,,,,,,,,
28,2004,2004-11-14,9,25.363,ARI,,NYG,W 17-14,,,,,,,,
29,2004,2004-11-21,10,26.004,ARI,@,CAR,L 10-35,,1,7,7.00,0,0.0,,
30,2004,2004-11-28,11,26.011,ARI,,NYJ,L 3-13,,,,,,,,
31,2004,2004-12-05,12,26.018,ARI,@,DET,L 12-26,,,,,,,,
32,2004,2004-12-12,13,26.025,ARI,,SFO,L 28-31,,,,,,,,
33,2004,2004-12-19,14,26.032,ARI,,STL,W 31-7,,,,,,,,
34,2004,2004-12-26,15,26.039,ARI,@,SEA,L 21-24,*,,,,,,,
35,2004,2005-01-02,16,26.046,ARI,,TAM,W 12-7,,,,,,,,
36,2005,2005-09-11,1,26.298,TEN,@,PIT,L 7-34,*,,,,,,,
37,2005,2005-09-18,2,26.305,TEN,,BAL,W 25-10,*,0,0,,0,3.0,,
38,2005,2005-09-25,3,26.312,TEN,@,STL,L 27-31,*,0,0,,0,2.0,,
39,2005,2005-10-02,4,26.319,TEN,,IND,L 10-31,*,,,,,,,
40,2005,2005-10-09,5,26.326,TEN,@,HOU,W 34-20,*,0,0,,0,1.5,,
41,2005,2005-10-16,6,26.333,TEN,,CIN,L 23-31,*,,,,,,,
42,2005,2005-10-23,7,26.340,TEN,@,ARI,L 10-20,*,0,0,,0,1.0,,
43,2005,2005-10-30,8,26.347,TEN,,OAK,L 25-34,*,,,,,,,
44,2005,2005-11-06,9,26.354,TEN,@,CLE,L 14-20,*,,,,,,,
45,2005,2005-11-20,10,27.003,TEN,,JAX,L 28-31,*,0,0,,0,1.0,,
46,2005,2005-11-27,11,27.010,TEN,,SFO,W 33-22,*,0,0,,0,2.0,,
47,2005,2005-12-04,12,27.017,TEN,@,IND,L 3-35,*,,,,,,,
48,2005,2005-12-11,13,27.024,TEN,,HOU,W 13-10,*,0,0,,0,2.0,,
49,2005,2005-12-18,14,27.031,TEN,,SEA,L 24-28,*,,,,,,,
50,2005,2005-12-24,15,27.037,TEN,@,MIA,L 10-24,*,,,,,,,
51,2005,2006-01-01,16,27.045,TEN,@,JAX,L 13-40,*,,,,,,,
52,2006,2006-09-10,1,27.297,TEN,,NYJ,L 16-23,*,0,0,,0,1.0,,
53,2006,2006-09-17,2,27.304,TEN,@,SDG,L 7-40,*,,,,,,,
54,2006,2006-09-24,3,27.311,TEN,@,MIA,L 10-13,*,0,0,,0,1.0,,
55,2006,2006-10-01,4,27.318,TEN,,DAL,L 14-45,*,,,,,,,
56,2006,2006-10-08,5,27.325,TEN,@,IND,L 13-14,*,,,,,,,
57,2006,2006-10-15,6,27.332,TEN,@,WAS,W 25-22,*,,,,,,,
58,2006,2006-10-29,7,27.346,TEN,,HOU,W 28-22,*,0,0,,0,2.0,,
59,2006,2006-11-05,8,27.353,TEN,@,JAX,L 7-37,*,,,,,,,
60,2006,2006-11-12,9,27.360,TEN,,BAL,L 26-27,*,,,,,,,
61,2006,2006-11-19,10,28.002,TEN,@,PHI,W 31-13,*,,,,,,,
62,2006,2006-11-26,11,28.009,TEN,,NYG,W 24-21,*,,,,,,,
63,2006,2006-12-03,12,28.016,TEN,,IND,W 20-17,*,,,,,,,
64,2006,2006-12-10,13,28.023,TEN,@,HOU,W 26-20,*,,,,,,,
65,2006,2006-12-17,14,28.030,TEN,,JAX,W 24-17,*,0,0,,0,1.5,,
66,2006,2006-12-24,15,28.037,TEN,@,BUF,W 30-29,*,,,,,,,
67,2006,2006-12-31,16,28.044,TEN,,NWE,L 23-40,*,0,0,,0,1.0,,
68,2007,2007-09-09,1,28.296,TEN,@,JAX,W 13-10,*,,,,,,,
69,2007,2007-09-16,2,28.303,TEN,,IND,L 20-22,*,0,0,,0,1.0,,
70,2007,2007-09-24,3,28.311,TEN,@,NOR,W 31-14,*,,,,,,,
71,2007,2007-10-07,4,28.324,TEN,,ATL,W 20-13,*,0,0,,0,1.0,,
72,2007,2007-10-14,5,28.331,TEN,@,TAM,L 10-13,*,,,,,,,
73,2007,2007-10-21,6,28.338,TEN,@,HOU,W 38-36,*,0,0,,0,1.0,,
74,2007,2007-10-28,7,28.345,TEN,,OAK,W 13-9,*,0,0,,0,1.0,,
75,2007,2007-11-04,8,28.352,TEN,,CAR,W 20-7,*,0,0,,0,1.0,,
76,2007,2007-11-11,9,28.359,TEN,,JAX,L 13-28,*,,,,,,,
77,2007,2007-11-19,10,29.002,TEN,@,DEN,L 20-34,*,,,,,,,
78,2007,2007-11-25,11,29.008,TEN,@,CIN,L 6-35,*,0,0,,0,1.0,,
79,2007,2007-12-02,12,29.015,TEN,,HOU,W 28-20,*,,,,,,,
80,2007,2007-12-09,13,29.022,TEN,,SDG,L 17-23,*,0,0,,0,3.0,,
81,2007,2007-12-16,14,29.029,TEN,@,KAN,W 26-17,*,,,,,,,
82,2007,2007-12-23,15,29.036,TEN,,NYJ,W 10-6,*,0,0,,0,3.0,,
83,2007,2007-12-30,16,29.043,TEN,@,IND,W 16-10,*,,,,,,,
84,2008,2008-09-07,1,29.295,TEN,,JAX,W 17-10,*,0,0,,0,1.0,2,0
85,2008,2008-09-14,2,29.302,TEN,@,CIN,W 24-7,*,0,0,,0,0.5,3,2
86,2008,2008-09-21,3,29.309,TEN,,HOU,W 31-12,*,0,0,,0,1.0,1,4
87,2008,2008-09-28,4,29.316,TEN,,MIN,W 30-17,*,0,0,,0,0.5,1,1
88,2008,2008-10-05,5,29.323,TEN,@,BAL,W 13-10,*,0,0,,0,0.0,0,0
89,2008,2008-10-19,6,29.337,TEN,@,KAN,W 34-10,*,,,,,,,
90,2008,2008-11-02,8,29.351,TEN,,GNB,W 19-16,*,0,0,,0,0.0,0,1
91,2008,2008-11-23,11,30.006,TEN,,NYJ,L 13-34,*,0,0,,0,0.5,2,4
92,2008,2008-11-27,12,30.010,TEN,@,DET,W 47-10,*,0,0,,0,1.0,2,0
93,2008,2008-12-07,13,30.020,TEN,,CLE,W 28-9,*,0,0,,0,0.0,1,0
94,2009,2009-09-10,1,30.297,TEN,@,PIT,L 10-13,*,0,0,,0,0.0,1,1
95,2009,2009-09-20,2,30.307,TEN,,HOU,L 31-34,*,0,0,,0,0.0,4,0
96,2009,2009-09-27,3,30.314,TEN,@,NYJ,L 17-24,*,0,0,,0,0.0,2,0
97,2009,2009-10-04,4,30.321,TEN,@,JAX,L 17-37,*,0,0,,0,0.0,1,0
98,2009,2009-10-11,5,30.328,TEN,,IND,L 9-31,*,0,0,,0,0.0,3,1
99,2009,2009-10-18,6,30.335,TEN,@,NWE,L 0-59,*,0,0,,0,0.0,3,2
100,2009,2009-11-01,7,30.349,TEN,,JAX,W 30-13,*,0,0,,0,1.0,2,3
101,2009,2009-11-08,8,30.356,TEN,@,SFO,W 34-27,*,0,0,,0,0.0,0,1
102,2009,2009-11-15,9,30.363,TEN,,BUF,W 41-17,*,0,0,,0,0.0,2,1
103,2009,2009-11-23,10,31.006,TEN,@,HOU,W 20-17,*,0,0,,0,1.0,2,0
104,2009,2009-11-29,11,31.012,TEN,,ARI,W 20-17,*,0,0,,0,1.0,2,1
105,2009,2009-12-06,12,31.019,TEN,@,IND,L 17-27,*,0,0,,0,0.0,3,0
106,2009,2009-12-13,13,31.026,TEN,,STL,W 47-7,*,0,0,,0,0.0,4,0
107,2009,2009-12-20,14,31.033,TEN,,MIA,W 27-24,*,0,0,,0,0.0,1,0
108,2009,2009-12-25,15,31.038,TEN,,SDG,L 17-42,*,0,0,,0,0.0,1,2
109,2009,2010-01-03,16,31.047,TEN,@,SEA,W 17-13,*,0,0,,0,0.0,1,0
110,2010,2010-09-12,1,31.299,DET,@,CHI,L 14-19,*,0,0,,0,0.0,10,1
111,2010,2010-09-19,2,31.306,DET,,PHI,L 32-35,*,0,0,,0,1.5,2,4
112,2010,2010-09-26,3,31.313,DET,@,MIN,L 10-24,*,0,0,,0,0.0,1,0
113,2010,2010-10-03,4,31.320,DET,@,GNB,L 26-28,*,0,0,,0,0.0,2,0
114,2010,2010-10-10,5,31.327,DET,,STL,W 44-6,*,0,0,,0,0.0,0,2
115,2010,2010-10-17,6,31.334,DET,@,NYG,L 20-28,*,0,0,,0,0.5,3,1
116,2010,2010-10-31,7,31.348,DET,,WAS,W 37-25,*,0,0,,0,2.0,5,1
117,2010,2010-11-07,8,31.355,DET,,NYJ,L 20-23,*,0,0,,0,0.0,4,1
118,2010,2010-11-14,9,31.362,DET,@,BUF,L 12-14,*,0,0,,0,0.0,3,5
119,2010,2010-11-21,10,32.004,DET,@,DAL,L 19-35,*,0,0,,0,0.0,4,0
120,2010,2010-11-25,11,32.008,DET,,NWE,L 24-45,*,0,0,,0,0.0,0,0
121,2011,2011-09-11,1,32.298,DET,@,TAM,W 27-20,*,0,0,,0,1.0,3,0
122,2011,2011-09-18,2,32.305,DET,,KAN,W 48-3,*,0,0,,0,1.0,4,0
