ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2014,2014-09-15,2,25.204,IND,,PHI,L 27-30,,,,
2,2014,2014-09-21,3,25.210,IND,@,JAX,W 44-17,,,,
3,2014,2014-09-28,4,25.217,IND,,TEN,W 41-17,,0.0,0,1
4,2014,2014-10-05,5,25.224,IND,,BAL,W 20-13,,,,
5,2014,2014-10-09,6,25.228,IND,@,HOU,W 33-28,,,,
6,2014,2014-10-19,7,25.238,IND,,CIN,W 27-0,,,,
7,2014,2014-10-26,8,25.245,IND,@,PIT,L 34-51,,0.0,1,0
8,2014,2014-11-03,9,25.253,IND,@,NYG,W 40-24,,0.0,1,0
9,2014,2014-11-23,11,25.273,IND,,JAX,W 23-3,,0.0,0,1
10,2014,2014-11-30,12,25.280,IND,,WAS,W 49-27,,,,
11,2014,2014-12-07,13,25.287,IND,@,CLE,W 25-24,,0.0,1,0
12,2014,2014-12-21,15,25.301,IND,@,DAL,L 7-42,,0.0,1,0
13,2014,2014-12-28,16,25.308,IND,@,TEN,W 27-10,,,,
