ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2012,2012-12-02,12,22.220,DEN,,TAM,W 31-23,,0.0,1,0
2,2013,2013-12-01,12,23.219,NWE,@,HOU,W 34-31,,0.0,1,1
3,2013,2013-12-08,13,23.226,NWE,,CLE,W 27-26,*,0.0,0,6
4,2013,2013-12-15,14,23.233,NWE,@,MIA,L 20-24,*,1.0,2,0
5,2013,2013-12-22,15,23.240,NWE,@,BAL,W 41-7,*,1.0,1,3
6,2013,2013-12-29,16,23.247,NWE,,BUF,W 34-20,*,1.0,5,4
7,2014,2014-09-07,1,24.134,NWE,@,MIA,L 20-33,,0.0,6,0
8,2014,2014-09-14,2,24.141,NWE,@,MIN,W 30-7,*,0.0,0,3
9,2014,2014-09-21,3,24.148,NWE,,OAK,W 16-9,*,0.0,1,0
10,2014,2014-12-07,13,24.225,NWE,@,SDG,W 23-14,,0.5,0,3
11,2014,2014-12-14,14,24.232,NWE,,MIA,W 41-13,*,1.0,2,4
12,2014,2014-12-21,15,24.239,NWE,@,NYJ,W 17-16,*,1.0,4,4
13,2014,2014-12-28,16,24.246,NWE,,BUF,L 9-17,*,0.0,4,1
14,2015,2015-09-10,1,25.137,NWE,,PIT,W 28-21,,0.0,1,2
15,2015,2015-09-20,2,25.147,NWE,@,BUF,W 40-32,*,0.0,1,0
16,2015,2015-09-27,3,25.154,NWE,,JAX,W 51-17,*,0.0,1,2
17,2015,2015-10-11,4,25.168,NWE,@,DAL,W 30-6,*,0.0,1,3
18,2015,2015-10-18,5,25.175,NWE,@,IND,W 34-27,*,0.0,0,1
19,2015,2015-10-25,6,25.182,NWE,,NYJ,W 30-23,,0.0,0,3
20,2015,2015-10-29,7,25.186,NWE,,MIA,W 36-7,,0.0,1,0
21,2015,2015-11-08,8,25.196,NWE,,WAS,W 27-10,,0.0,2,1
22,2015,2015-11-15,9,25.203,NWE,@,NYG,W 27-26,,0.0,2,2
23,2015,2015-11-29,11,25.217,NWE,@,DEN,L 24-30,,0.0,2,0
24,2015,2015-12-06,12,25.224,NWE,,PHI,L 28-35,,0.0,0,1
25,2015,2015-12-20,14,25.238,NWE,,TEN,W 33-16,,0.0,0,1
26,2015,2015-12-27,15,25.245,NWE,@,NYJ,L 20-26,,0.0,0,1
27,2016,2016-10-23,6,26.180,SEA,@,ARI,T 6-6,,0.0,1,0
28,2016,2016-10-30,7,26.187,SEA,@,NOR,L 20-25,,0.0,0,1
29,2016,2016-11-07,8,26.195,SEA,,BUF,W 31-25,,0.0,0,1
30,2016,2016-11-13,9,26.201,SEA,@,NWE,W 31-24,,0.0,2,0
31,2016,2016-11-27,11,26.215,TAM,,SEA,W 14-5,,0.0,0,1
32,2016,2016-12-04,12,26.222,TAM,@,SDG,W 28-21,,0.0,0,0
33,2016,2016-12-11,13,26.229,TAM,,NOR,W 16-11,,0.0,1,1
34,2016,2016-12-18,14,26.236,TAM,@,DAL,L 20-26,,1.0,2,0
35,2016,2016-12-24,15,26.242,TAM,@,NOR,L 24-31,,0.0,0,0
36,2016,2017-01-01,16,26.250,TAM,,CAR,W 17-16,,0.0,0,0
37,2017,2017-09-17,1,27.144,TAM,,CHI,W 29-7,,0.0,0,0
38,2017,2017-09-24,2,27.151,TAM,@,MIN,L 17-34,,0.0,1,2
39,2017,2017-10-15,5,27.172,TAM,@,ARI,L 33-38,,0.0,0,0
40,2017,2017-12-03,12,27.221,TAM,@,GNB,L 20-26,,0.0,1,0
41,2017,2017-12-10,13,27.228,TAM,,DET,L 21-24,,0.0,0,1
42,2017,2017-12-18,14,27.236,TAM,,ATL,L 21-24,,0.0,0,0
43,2017,2017-12-24,15,27.242,TAM,@,CAR,L 19-22,,0.0,0,1
44,2017,2017-12-31,16,27.249,TAM,,NOR,W 31-24,,0.0,1,1
