ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1992,1992-09-06,1,24.277,SFO,@,NYG,W 31-14,0,0,,0,0,0,,0,0,0,,,,,,2,60,30.00,0
2,1992,1992-09-20,3,24.291,SFO,@,NYJ,W 31-14,0,0,,0,0,0,,0,0,0,,,,,,1,38,38.00,0
3,1992,1992-09-27,4,24.298,SFO,@,NOR,W 16-10,0,0,,0,0,0,,0,0,0,,,,,,3,137,45.67,0
4,1992,1992-10-04,5,24.305,SFO,,RAM,W 27-24,0,0,,0,0,0,,0,0,0,,,,,,4,166,41.50,0
5,1992,1992-10-11,6,24.312,SFO,@,NWE,W 24-12,1,10,10.00,0,0,0,,0,0,0,,,,,,2,70,35.00,0
6,1992,1992-10-18,7,24.319,SFO,,ATL,W 56-17,0,0,,0,0,0,,0,0,0,,,,,,3,92,30.67,0
7,1992,1992-11-01,8,24.333,SFO,@,PHO,L 14-24,0,0,,0,0,0,,0,0,0,,,,,,2,78,39.00,0
8,1992,1992-11-09,9,24.341,SFO,@,ATL,W 41-3,0,0,,0,0,0,,0,0,0,,,,,,4,157,39.25,0
9,1992,1992-11-15,10,24.347,SFO,,NOR,W 21-20,0,0,,0,0,0,,0,0,0,,,,,,4,158,39.50,0
10,1992,1992-11-22,11,24.354,SFO,@,RAM,W 27-10,0,0,,0,0,0,,0,0,0,,,,,,5,208,41.60,0
11,1992,1992-11-29,12,24.361,SFO,,PHI,W 20-14,0,0,,0,0,0,,0,0,0,,,,,,6,263,43.83,0
12,1992,1992-12-06,13,25.002,SFO,,MIA,W 27-3,0,0,,0,0,0,,0,0,0,,,,,,2,54,27.00,0
13,1992,1992-12-13,14,25.009,SFO,@,MIN,W 20-17,1,-10,-10.00,0,0,0,,0,0,0,,,,,,2,71,35.50,0
14,1992,1992-12-19,15,25.015,SFO,,TAM,W 21-14,0,0,,0,0,0,,0,0,0,,,,,,6,232,38.67,0
15,1992,1992-12-28,16,25.024,SFO,,DET,W 24-6,0,0,,0,0,0,,0,0,0,,,,,,3,134,44.67,0
16,1993,1993-09-05,1,25.275,SFO,@,PIT,W 24-13,0,0,,0,0,0,,0,0,0,,,,,,3,117,39.00,0
17,1993,1993-09-13,2,25.283,SFO,@,CLE,L 13-23,1,0,0.00,0,0,0,,0,0,0,,,,,,1,61,61.00,0
