ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1977,1977-10-09,4,24.078,PIT,@,HOU,L 10-27
2,1977,1977-10-17,5,24.086,PIT,,CIN,W 20-14
3,1977,1977-10-23,6,24.092,PIT,,HOU,W 27-10
4,1977,1977-10-30,7,24.099,PIT,@,BAL,L 21-31
5,1977,1977-11-06,8,24.106,PIT,@,DEN,L 7-21
6,1977,1977-11-13,9,24.113,PIT,,CLE,W 35-31
7,1977,1977-11-20,10,24.120,PIT,,DAL,W 28-13
8,1977,1977-11-27,11,24.127,PIT,@,NYJ,W 23-20
9,1977,1977-12-04,12,24.134,PIT,,SEA,W 30-20
10,1977,1977-12-10,13,24.140,PIT,@,CIN,L 10-17
11,1977,1977-12-18,14,24.148,PIT,@,SDG,W 10-9
