ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1994,1994-09-05,1,22.200,SFO,,RAI,W 44-14,,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
2,1994,1994-09-11,2,22.206,SFO,@,KAN,L 17-24,,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,0,
3,1994,1994-09-18,3,22.213,SFO,@,RAM,W 34-19,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
4,1994,1994-09-25,4,22.220,SFO,,NOR,W 24-13,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
5,1994,1994-10-02,5,22.227,SFO,,PHI,L 8-40,,5,19,3.80,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
6,1994,1994-10-09,6,22.234,SFO,@,DET,W 27-21,,8,35,4.38,2,5,5,43,8.60,0,100.0%,8.60,0,0,,0,0,0,,,,,,0,0,,0,2,12
7,1994,1994-10-16,7,22.241,SFO,@,ATL,W 42-3,,11,20,1.82,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
8,1994,1994-10-23,8,22.248,SFO,,TAM,W 41-16,,8,34,4.25,1,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
9,1994,1994-11-06,9,22.262,SFO,@,WAS,W 37-22,,4,-1,-0.25,0,5,4,36,9.00,0,80.0%,7.20,0,0,,0,0,0,,,,,,0,0,,0,0,0
10,1994,1994-11-13,10,22.269,SFO,,DAL,W 21-14,,6,11,1.83,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
11,1994,1994-11-20,11,22.276,SFO,,RAM,W 31-27,,4,10,2.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
12,1994,1994-11-28,12,22.284,SFO,@,NOR,W 35-14,,8,40,5.00,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
13,1994,1994-12-04,13,22.290,SFO,,ATL,W 50-14,,8,61,7.63,0,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
14,1994,1994-12-11,14,22.297,SFO,@,SDG,W 38-15,,10,34,3.40,1,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,,,,,0,0,,0,1,6
15,1994,1994-12-17,15,22.303,SFO,,DEN,W 42-19,,8,28,3.50,2,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,,,,,0,0,,0,2,12
16,1994,1994-12-26,16,22.312,SFO,@,MIN,L 14-21,,3,7,2.33,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
17,1995,1995-09-03,1,23.198,SFO,@,NOR,W 24-22,,10,48,4.80,0,6,6,66,11.00,1,100.0%,11.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
18,1995,1995-09-10,2,23.205,SFO,,ATL,W 41-10,,9,38,4.22,0,9,5,52,10.40,0,55.6%,5.78,0,0,,0,0,0,,,,,,0,0,,0,0,0
19,1995,1995-09-17,3,23.212,SFO,,NWE,W 28-3,,3,6,2.00,0,11,8,49,6.13,0,72.7%,4.45,0,0,,0,0,0,,,,,,0,0,,0,0,0
20,1995,1995-09-25,4,23.220,SFO,@,DET,L 24-27,,8,49,6.13,0,9,5,38,7.60,0,55.6%,4.22,0,0,,0,0,0,,,,,,0,0,,0,0,0
21,1995,1995-10-01,5,23.226,SFO,,NYG,W 20-6,,12,29,2.42,1,4,4,15,3.75,0,100.0%,3.75,0,0,,0,0,0,,,,,,0,0,,0,1,6
22,1995,1995-10-15,6,23.240,SFO,@,IND,L 17-18,,5,8,1.60,0,11,8,43,5.38,0,72.7%,3.91,0,0,,0,0,0,,,,,,0,0,,0,0,0
23,1995,1995-10-22,7,23.247,SFO,@,STL,W 44-10,,9,49,5.44,1,5,5,47,9.40,0,100.0%,9.40,0,0,,0,0,0,,,,,,0,0,,0,1,6
24,1995,1995-10-29,8,23.254,SFO,,NOR,L 7-11,,8,10,1.25,0,7,6,38,6.33,0,85.7%,5.43,0,0,,0,0,0,,,,,,0,0,,0,0,0
25,1996,1996-10-20,7,24.246,SFO,,CIN,W 28-21,,2,7,3.50,0,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
