ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1976,1976-09-12,1,22.272,SFO,@,GNB,W 26-14,,,,,,,
2,1976,1976-09-19,2,22.279,SFO,,CHI,L 12-19,,,,,,,
3,1976,1976-09-26,3,22.286,SFO,@,SEA,W 37-21,,,,,,,
4,1976,1976-10-03,4,22.293,SFO,,NYJ,W 17-6,,,,,,,
5,1976,1976-10-11,5,22.301,SFO,@,RAM,W 16-0,,,,,,,
6,1976,1976-10-17,6,22.307,SFO,,NOR,W 33-3,,,,,,,
7,1976,1976-10-23,7,22.313,SFO,,ATL,W 15-0,,,,,,,
8,1976,1976-10-31,8,22.321,SFO,@,STL,L 20-23,,,,,,,
9,1976,1976-11-07,9,22.328,SFO,,WAS,L 21-24,,,,,,,
10,1976,1976-11-14,10,22.335,SFO,@,ATL,L 16-21,,,,,,,
11,1976,1976-11-21,11,22.342,SFO,,RAM,L 3-23,,,,,,,
12,1976,1976-11-29,12,22.350,SFO,,MIN,W 20-16,,,,,,,
13,1976,1976-12-05,13,22.356,SFO,@,SDG,L 7-13,,,,,,,
14,1976,1976-12-12,14,22.363,SFO,@,NOR,W 27-7,,,,,,,
15,1977,1977-09-19,1,23.278,SFO,@,PIT,L 0-27,,,,,,,
16,1977,1977-09-25,2,23.284,SFO,,MIA,L 15-19,,,,,,,
17,1977,1977-10-02,3,23.291,SFO,@,RAM,L 14-34,,,,,,,
18,1977,1977-10-09,4,23.298,SFO,,ATL,L 0-7,,,,,,,
19,1977,1977-10-16,5,23.305,SFO,@,NYG,L 17-20,,,,,,,
20,1977,1977-10-23,6,23.312,SFO,,DET,W 28-7,,,,,,,
21,1977,1977-10-30,7,23.319,SFO,,TAM,W 20-10,,,,,,,
22,1977,1977-11-06,8,23.326,SFO,@,ATL,W 10-3,,,,,,,
23,1977,1977-11-13,9,23.333,SFO,@,NOR,W 10-7,,,,,,,
24,1977,1977-11-20,10,23.340,SFO,,RAM,L 10-23,,,,,,,
25,1977,1977-11-27,11,23.347,SFO,,NOR,W 20-17,,,,,,,
26,1977,1977-12-04,12,23.354,SFO,@,MIN,L 27-28,,,,,,,
27,1977,1977-12-12,13,23.362,SFO,,DAL,L 35-42,,,,,,,
28,1977,1977-12-18,14,24.003,SFO,@,GNB,L 14-16,,,,,,,
29,1978,1978-09-03,1,24.262,SFO,@,CLE,L 7-24,,,,,,,
30,1978,1978-09-10,2,24.269,SFO,,CHI,L 13-16,,,,,,,
31,1978,1978-09-17,3,24.276,SFO,@,HOU,L 19-20,,,,,,,
32,1978,1978-09-24,4,24.283,SFO,@,NYG,L 10-27,,,,,,,
33,1978,1978-10-01,5,24.290,SFO,,CIN,W 28-12,0,0,,0,2,6,0
34,1978,1978-10-08,6,24.297,SFO,@,RAM,L 10-27,,,,,,,
35,1978,1978-10-15,7,24.304,SFO,,NOR,L 7-14,,,,,,,
36,1978,1978-10-22,8,24.311,SFO,,ATL,L 17-20,,,,,,,
37,1978,1978-10-29,9,24.318,SFO,@,WAS,L 20-38,,,,,,,
38,1978,1978-11-05,10,24.325,SFO,@,ATL,L 10-21,0,0,,0,1,11,0
39,1978,1978-11-12,11,24.332,SFO,,STL,L 10-16,,,,,,,
40,1978,1978-11-19,12,24.339,SFO,,RAM,L 28-31,,,,,,,
41,1978,1978-11-27,13,24.347,SFO,,PIT,L 7-24,,,,,,,
42,1978,1978-12-03,14,24.353,SFO,@,NOR,L 13-24,,,,,,,
43,1978,1978-12-10,15,24.360,SFO,,TAM,W 6-3,,,,,,,
44,1978,1978-12-17,16,25.002,SFO,@,DET,L 14-33,,,,,,,
45,1979,1979-09-02,1,25.261,SFO,@,MIN,L 22-28,,,,,,,
46,1979,1979-09-09,2,25.268,SFO,,DAL,L 13-21,,,,,,,
47,1979,1979-09-16,3,25.275,SFO,@,RAM,L 24-27,,,,,,,
48,1979,1979-09-23,4,25.282,SFO,,NOR,L 21-30,,,,,,,
49,1979,1979-09-30,5,25.289,SFO,@,SDG,L 9-31,,,,,,,
50,1979,1979-10-07,6,25.296,SFO,,SEA,L 24-35,,,,,,,
51,1979,1979-10-14,7,25.303,SFO,@,NYG,L 16-32,,,,,,,
52,1979,1979-10-21,8,25.310,DET,@,NOR,L 7-17,,,,,,,
53,1979,1979-10-28,9,25.317,DET,,BUF,L 17-20,,,,,,,
54,1979,1979-11-04,10,25.324,DET,@,CHI,L 7-35,1,-1,-1.00,0,0,0,0
55,1979,1979-11-11,11,25.331,DET,,TAM,L 14-16,,,,,,,
56,1979,1979-11-18,12,25.338,DET,@,MIN,L 7-14,,,,,,,
57,1979,1979-11-22,13,25.342,DET,,CHI,W 20-0,,,,,,,
58,1979,1979-12-09,15,25.359,DET,,MIA,L 10-28,,,,,,,
59,1979,1979-12-15,16,26.000,DET,,GNB,L 13-18,,,,,,,
60,1980,1980-09-07,1,26.267,DET,@,RAM,W 41-20,,,,,,,
61,1980,1980-09-14,2,26.274,DET,@,GNB,W 29-7,,,,,,,
62,1980,1980-09-21,3,26.281,DET,,STL,W 20-7,,,,,,,
63,1980,1980-10-12,6,26.302,DET,,NOR,W 24-13,,,,,,,
64,1980,1980-10-19,7,26.309,DET,@,CHI,L 7-24,,,,,,,
65,1980,1980-10-26,8,26.316,DET,@,KAN,L 17-20,,,,,,,
66,1980,1980-11-02,9,26.323,DET,,SFO,W 17-13,,,,,,,
67,1980,1980-11-09,10,26.330,DET,@,MIN,L 0-34,,,,,,,
68,1980,1980-11-16,11,26.337,DET,,BAL,L 9-10,,,,,,,
69,1980,1980-11-23,12,26.344,DET,@,TAM,W 24-10,,,,,,,
70,1980,1980-11-27,13,26.348,DET,,CHI,L 17-23,,,,,,,
71,1980,1980-12-07,14,26.358,DET,@,STL,L 23-24,,,,,,,
72,1980,1980-12-14,15,26.365,DET,,TAM,W 27-14,,,,,,,
73,1980,1980-12-21,16,27.006,DET,,GNB,W 24-3,,,,,,,
