ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1993,1993-09-05,1,22.137,CIN,@,CLE,L 14-27,,2,2,39,19.50,0,100.0%,19.50,0,0,,0,0,0
2,1993,1993-09-12,2,22.144,CIN,,IND,L 6-9,,5,1,6,6.00,0,20.0%,1.20,0,0,,0,0,0
3,1993,1993-09-19,3,22.151,CIN,@,PIT,L 7-34,,5,4,35,8.75,0,80.0%,7.00,0,0,,0,0,0
4,1993,1993-09-26,4,22.158,CIN,,SEA,L 10-19,,9,7,102,14.57,0,77.8%,11.33,0,0,,0,0,0
5,1993,1993-10-10,5,22.172,CIN,@,KAN,L 15-17,,3,0,0,,0,0.0%,0.00,,,,,,
6,1993,1993-10-17,6,22.179,CIN,,CLE,L 17-28,,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0
7,1993,1993-10-24,7,22.186,CIN,@,HOU,L 12-28,,6,4,36,9.00,0,66.7%,6.00,0,0,,0,0,0
8,1993,1993-11-07,8,22.200,CIN,,PIT,L 16-24,,6,2,22,11.00,0,33.3%,3.67,0,0,,0,0,0
9,1993,1993-11-21,10,22.214,CIN,@,NYJ,L 12-17,,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0
10,1993,1993-11-28,11,22.221,CIN,,RAI,W 16-10,,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0
11,1993,1993-12-05,12,22.228,CIN,@,SFO,L 8-21,,4,3,37,12.33,0,75.0%,9.25,0,0,,0,0,0
12,1993,1993-12-12,13,22.235,CIN,@,NWE,L 2-7,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0
13,1993,1993-12-19,14,22.242,CIN,,RAM,W 15-3,,6,6,90,15.00,0,100.0%,15.00,0,0,,0,0,0
14,1993,1993-12-26,15,22.249,CIN,,ATL,W 21-17,,5,2,26,13.00,0,40.0%,5.20,0,0,,0,0,0
15,1993,1994-01-02,16,22.256,CIN,@,NOR,L 13-20,,8,5,51,10.20,0,62.5%,6.38,0,0,,0,0,0
16,1994,1994-09-04,1,23.136,CIN,,CLE,L 20-28,,5,2,12,6.00,0,40.0%,2.40,0,0,,0,0,0
17,1994,1994-09-11,2,23.143,CIN,@,SDG,L 10-27,,4,2,42,21.00,0,50.0%,10.50,0,0,,0,0,0
18,1994,1994-09-18,3,23.150,CIN,,NWE,L 28-31,,5,5,56,11.20,0,100.0%,11.20,0,0,,0,0,0
19,1994,1994-09-25,4,23.157,CIN,@,HOU,L 13-20,,,,,,,0.0%,,,,,,,
20,1994,1994-10-02,5,23.164,CIN,,MIA,L 7-23,,4,2,23,11.50,0,50.0%,5.75,0,0,,0,0,0
21,1994,1994-10-16,6,23.178,CIN,@,PIT,L 10-14,,3,1,1,1.00,0,33.3%,0.33,0,0,,0,0,0
22,1994,1994-10-23,7,23.185,CIN,@,CLE,L 13-37,,5,3,29,9.67,0,60.0%,5.80,0,0,,0,0,0
23,1994,1994-10-30,8,23.192,CIN,,DAL,L 20-23,,2,2,17,8.50,0,100.0%,8.50,1,4,4.00,0,0,0
24,1994,1994-11-06,9,23.199,CIN,@,SEA,W 20-17,,7,4,34,8.50,0,57.1%,4.86,0,0,,0,0,0
25,1994,1994-11-13,10,23.206,CIN,,HOU,W 34-31,,7,4,55,13.75,0,57.1%,7.86,0,0,,0,0,0
26,1994,1994-11-20,11,23.213,CIN,,IND,L 13-17,,6,5,70,14.00,0,83.3%,11.67,0,0,,0,0,0
27,1994,1994-11-27,12,23.220,CIN,@,DEN,L 13-15,,7,5,38,7.60,0,71.4%,5.43,0,0,,0,0,0
28,1994,1994-12-04,13,23.227,CIN,,PIT,L 15-38,,,,,,,0.0%,,,,,,,
29,1994,1994-12-11,14,23.234,CIN,@,NYG,L 20-27,,3,2,42,21.00,0,66.7%,14.00,0,0,,0,0,0
30,1994,1994-12-18,15,23.241,CIN,@,ARI,L 7-28,,5,2,65,32.50,0,40.0%,13.00,0,0,,0,0,0
31,1994,1994-12-24,16,23.247,CIN,,PHI,W 33-30,,7,1,8,8.00,1,14.3%,1.14,0,0,,0,1,6
32,1995,1995-09-03,1,24.135,CIN,@,IND,W 24-21,,8,6,118,19.67,0,75.0%,14.75,0,0,,0,0,0
33,1995,1995-09-10,2,24.142,CIN,,JAX,W 24-17,,1,0,0,,0,0.0%,0.00,,,,,,
34,1995,1995-09-17,3,24.149,CIN,@,SEA,L 21-24,,11,6,87,14.50,0,54.5%,7.91,0,0,,0,0,0
35,1995,1995-09-24,4,24.156,CIN,,HOU,L 28-38,,11,8,109,13.63,1,72.7%,9.91,0,0,,0,1,6
36,1995,1995-10-01,5,24.163,CIN,,MIA,L 23-26,,5,2,43,21.50,0,40.0%,8.60,0,0,,0,0,0
37,1995,1995-10-08,6,24.170,CIN,@,TAM,L 16-19,,5,3,25,8.33,0,60.0%,5.00,0,0,,0,0,0
38,1995,1995-10-19,7,24.181,CIN,@,PIT,W 27-9,,3,3,29,9.67,1,100.0%,9.67,0,0,,0,1,6
39,1995,1995-10-29,8,24.191,CIN,,CLE,L 26-29,,5,4,63,15.75,0,80.0%,12.60,0,0,,0,0,0
40,1995,1995-11-05,9,24.198,CIN,,OAK,L 17-20,,6,4,27,6.75,0,66.7%,4.50,0,0,,0,0,0
41,1995,1995-11-12,10,24.205,CIN,@,HOU,W 32-25,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0
42,1995,1995-11-19,11,24.212,CIN,,PIT,L 31-49,,6,4,42,10.50,1,66.7%,7.00,0,0,,0,1,6
43,1995,1995-11-26,12,24.219,CIN,@,JAX,W 17-13,,9,4,78,19.50,0,44.4%,8.67,0,0,,0,0,0
44,1995,1995-12-03,13,24.226,CIN,@,GNB,L 10-24,,4,2,31,15.50,0,50.0%,7.75,0,0,,0,0,0
45,1995,1995-12-10,14,24.233,CIN,,CHI,W 16-10,,5,2,13,6.50,0,40.0%,2.60,0,0,,0,0,0
46,1995,1995-12-17,15,24.240,CIN,@,CLE,L 10-26,,4,2,43,21.50,0,50.0%,10.75,0,0,,0,0,0
47,1995,1995-12-24,16,24.247,CIN,,MIN,W 27-24,,7,4,39,9.75,1,57.1%,5.57,0,0,,0,1,6
48,1996,1996-09-01,1,25.133,CIN,@,STL,L 16-26,,4,2,19,9.50,0,50.0%,4.75,0,0,,0,0,0
49,1996,1996-09-08,2,25.140,CIN,@,SDG,L 14-27,,3,2,34,17.00,1,66.7%,11.33,0,0,,0,1,6
50,1996,1996-09-15,3,25.147,CIN,,NOR,W 30-15,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0
51,1996,1996-09-29,4,25.161,CIN,,DEN,L 10-14,,5,4,48,12.00,0,80.0%,9.60,0,0,,0,0,0
52,1996,1996-10-06,5,25.168,CIN,,HOU,L 27-30,,10,4,49,12.25,0,40.0%,4.90,0,0,,0,0,0
53,1996,1996-10-13,6,25.175,CIN,@,PIT,L 10-20,,5,3,37,12.33,0,60.0%,7.40,0,0,,0,0,0
54,1996,1996-10-20,7,25.182,CIN,@,SFO,L 21-28,,3,3,26,8.67,1,100.0%,8.67,0,0,,0,1,6
55,1996,1996-10-27,8,25.189,CIN,,JAX,W 28-21,,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0
56,1996,1996-11-03,9,25.196,CIN,@,BAL,W 24-21,,5,3,34,11.33,0,60.0%,6.80,0,0,,0,0,0
57,1996,1996-11-10,10,25.203,CIN,,PIT,W 34-24,,,0,0,,0,0.0%,,,,,,,
