ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1978,1978-09-03,1,22.330,NOR,,MIN,W 31-24,,,
2,1978,1978-09-10,2,22.337,NOR,@,GNB,L 17-28,,,
3,1978,1978-09-17,3,22.344,NOR,,PHI,L 17-24,,,
4,1978,1978-09-24,4,22.351,NOR,@,CIN,W 20-18,,,
5,1978,1978-10-01,5,22.358,NOR,,RAM,L 20-26,,,
6,1978,1978-10-08,6,23.000,NOR,,CLE,L 16-24,,,
7,1978,1978-10-15,7,23.007,NOR,@,SFO,W 14-7,,,
8,1978,1978-10-22,8,23.014,NOR,@,RAM,W 10-3,1,0,0
9,1978,1978-10-29,9,23.021,NOR,,NYG,W 28-17,,,
10,1978,1978-11-05,10,23.028,NOR,@,PIT,L 14-20,,,
11,1978,1978-11-12,11,23.035,NOR,,ATL,L 17-20,,,
12,1978,1978-11-19,12,23.042,NOR,@,DAL,L 7-27,,,
13,1978,1978-11-26,13,23.049,NOR,@,ATL,L 17-20,,,
14,1978,1978-12-03,14,23.056,NOR,,SFO,W 24-13,,,
15,1978,1978-12-10,15,23.063,NOR,,HOU,L 12-17,,,
16,1978,1978-12-17,16,23.070,NOR,@,TAM,W 17-10,,,
17,1979,1979-09-23,4,23.350,NOR,@,SFO,W 30-21,1,0,0
18,1979,1979-09-30,5,23.357,NOR,,NYG,W 24-14,1,0,0
19,1979,1979-10-07,6,23.364,NOR,,RAM,L 17-35,,,
20,1979,1979-10-14,7,24.006,NOR,@,TAM,W 42-14,,,
21,1979,1979-10-21,8,24.013,NOR,,DET,W 17-7,1,0,0
22,1979,1979-10-28,9,24.020,NOR,@,WAS,W 14-10,,,
23,1979,1979-11-04,10,24.027,NOR,@,DEN,L 3-10,,,
24,1979,1979-11-11,11,24.034,NOR,,SFO,W 31-20,,,
25,1979,1979-11-18,12,24.041,NOR,@,SEA,L 24-38,,,
26,1979,1979-11-25,13,24.048,NOR,@,ATL,W 37-6,,,
27,1979,1979-12-03,14,24.056,NOR,,OAK,L 35-42,1,53,0
28,1979,1979-12-09,15,24.062,NOR,,SDG,L 0-35,,,
29,1979,1979-12-16,16,24.069,NOR,@,RAM,W 29-14,,,
30,1980,1980-11-16,11,25.039,NYG,,GNB,W 27-21,,,
31,1980,1980-11-23,12,25.046,NYG,@,SFO,L 0-12,,,
32,1980,1980-11-30,13,25.053,NYG,,STL,L 7-23,,,
33,1980,1980-12-07,14,25.060,NYG,@,SEA,W 27-21,,,
34,1980,1980-12-13,15,25.066,NYG,@,WAS,L 13-16,,,
35,1980,1980-12-21,16,25.074,NYG,,OAK,L 17-33,,,
