ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1997,1997-09-07,2,22.156,GNB,@,PHI,L 9-10
2,1997,1997-09-14,3,22.163,GNB,,MIA,W 23-18
3,1997,1997-09-21,4,22.170,GNB,,MIN,W 38-32
4,1997,1997-09-28,5,22.177,GNB,@,DET,L 15-26
5,1997,1997-10-05,6,22.184,GNB,,TAM,W 21-16
6,1997,1997-10-12,7,22.191,GNB,@,CHI,W 24-23
7,1997,1997-11-16,11,22.226,GNB,@,IND,L 38-41
8,1997,1997-11-23,12,22.233,PHI,,PIT,W 23-20
9,1997,1997-11-30,13,22.240,PHI,,CIN,W 44-42
10,1997,1997-12-07,14,22.247,PHI,,NYG,L 21-31
11,1997,1997-12-14,15,22.254,PHI,@,ATL,L 17-20
12,1997,1997-12-21,16,22.261,PHI,@,WAS,L 32-35
