ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2002,2002-09-29,4,21.174,PHI,,HOU,W 35-17,,,,,,,,,,,,,,,,,
2,2002,2002-10-06,5,21.181,PHI,@,JAX,L 25-28,,,,,,,,,,,,,,,,,
3,2002,2002-10-28,7,21.203,PHI,,NYG,W 17-3,,,,,,,,,,,,,,,,,
4,2002,2002-11-03,8,21.209,PHI,@,CHI,W 19-13,,,,,,,,,,,,,,,,,
5,2002,2002-11-10,9,21.216,PHI,,IND,L 13-35,,,,,,,,,,,,,,,,,
6,2002,2002-11-17,10,21.223,PHI,,ARI,W 38-14,,,,,,,,,,,,,,,,,
7,2002,2002-11-25,11,21.231,PHI,@,SFO,W 38-17,,,,,,,,,,,,,,,,,
8,2002,2002-12-01,12,21.237,PHI,,STL,W 10-3,,,,,,,,,,,,,,,,,
9,2002,2002-12-08,13,21.244,PHI,@,SEA,W 27-20,,,,,,,,,,,,,,,,,
10,2002,2002-12-15,14,21.251,PHI,,WAS,W 34-21,,,,,,,,,,,,,,,,,
11,2002,2002-12-21,15,21.257,PHI,@,DAL,W 27-3,,,,,,,,,,,,,,,,,
12,2002,2002-12-28,16,21.264,PHI,@,NYG,L 7-10,,,,,,,,,,,,,,,,,
13,2003,2003-09-08,1,22.153,PHI,,TAM,L 0-17,,0,0,,0,4,15,3.75,0,0,0,0.0,,,0,0,0
14,2003,2003-09-14,2,22.159,PHI,,NWE,L 10-31,*,,,,,,,,,,,,,,,,
15,2003,2003-09-28,3,22.173,PHI,@,BUF,W 23-13,*,,,,,,,,,,,,,,,,
16,2003,2003-10-05,4,22.180,PHI,,WAS,W 27-25,*,,,,,,,,,,,,,,,,
17,2003,2003-10-12,5,22.187,PHI,@,DAL,L 21-23,*,,,,,,,,,,,,,,,,
18,2003,2003-10-19,6,22.194,PHI,@,NYG,W 14-10,,,,,,,,,,,,,,,,,
19,2003,2003-10-26,7,22.201,PHI,,NYJ,W 24-17,*,,,,,,,,,,,,,,,,
20,2003,2003-11-02,8,22.208,PHI,@,ATL,W 23-16,*,0,0,,0,0,0,,0,0,0,0.0,,,1,34,0
21,2003,2003-11-10,9,22.216,PHI,@,GNB,W 17-14,*,,,,,,,,,,,,,,,,
22,2003,2003-11-16,10,22.222,PHI,,NYG,W 28-10,*,,,,,,,,,,,,,,,,
23,2003,2003-11-23,11,22.229,PHI,,NOR,W 33-20,,,,,,,,,,,,,,,,,
