ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1990,1990-11-04,8,23.342,BUF,@,CLE,W 42-0,2,0,0.00,0,,0,0,,0,,,0,0,,0,0,0
2,1990,1990-11-11,9,23.349,BUF,,PHO,W 45-14,7,28,4.00,0,,0,0,,0,,,0,0,,0,0,0
3,1990,1990-12-02,12,24.005,BUF,,PHI,W 30-23,0,0,,0,,,,,,,,,,,,,
4,1990,1990-12-09,13,24.012,BUF,@,IND,W 31-7,4,12,3.00,0,,0,0,,0,,,0,0,,0,0,0
5,1990,1990-12-15,14,24.018,BUF,@,NYG,W 17-13,0,0,,0,,,,,,,,,,,,,
6,1990,1990-12-23,15,24.026,BUF,,MIA,W 24-14,0,0,,0,,,,,,,,,,,,,
7,1990,1990-12-30,16,24.033,BUF,@,WAS,L 14-29,2,1,0.50,0,,0,0,,0,,,0,0,,0,0,0
8,1991,1991-09-01,1,24.278,BUF,,MIA,W 35-31,5,12,2.40,1,,1,5,5.00,0,,,0,0,,0,1,6
9,1991,1991-09-08,2,24.285,BUF,,PIT,W 52-34,6,21,3.50,0,,0,0,,0,,,0,0,,0,0,0
10,1991,1991-09-15,3,24.292,BUF,@,NYJ,W 23-20,1,4,4.00,0,,0,0,,0,,,0,0,,0,0,0
11,1991,1991-09-22,4,24.299,BUF,@,TAM,W 17-10,6,5,0.83,1,,1,11,11.00,0,,,0,0,,0,1,6
12,1991,1991-09-29,5,24.306,BUF,,CHI,W 35-20,2,1,0.50,1,,0,0,,0,,,0,0,,0,1,6
13,1991,1991-10-07,6,24.314,BUF,@,KAN,L 6-33,0,0,,0,,0,0,,0,,,0,0,,0,0,
14,1991,1991-10-13,7,24.320,BUF,,IND,W 42-6,7,48,6.86,1,,1,4,4.00,0,,,0,0,,0,1,6
