ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1994,1994-09-04,1,21.303,KAN,@,NOR,W 30-17,1,0,0,,0,0.0%,0.00,,,,,,
2,1994,1994-10-17,6,21.346,KAN,@,DEN,W 31-28,3,3,43,14.33,0,100.0%,14.33,0,0,,0,0,0
3,1994,1994-10-30,8,21.359,KAN,@,BUF,L 10-44,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0
4,1994,1994-11-06,9,22.001,KAN,,RAI,W 13-3,0,0,0,,0,0.0%,,,,,,,
5,1994,1994-11-13,10,22.008,KAN,,SDG,L 13-14,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
6,1994,1994-11-20,11,22.015,KAN,,CLE,W 20-13,2,1,6,6.00,1,50.0%,3.00,0,0,,0,1,6
7,1994,1994-11-27,12,22.022,KAN,@,SEA,L 9-10,2,0,0,,0,0.0%,0.00,,,,,,
8,1995,1995-09-03,1,22.302,PIT,,DET,W 23-20,,,,,,0.0%,,0,0,,0,,
9,1995,1995-09-10,2,22.309,PIT,@,HOU,W 34-17,,,,,,0.0%,,0,0,,0,,
10,1995,1995-09-18,3,22.317,PIT,@,MIA,L 10-23,0,,,,,0.0%,,0,0,,0,,
11,1995,1995-09-24,4,22.323,PIT,,MIN,L 24-44,,,,,,0.0%,,0,0,,0,,
12,1995,1995-10-01,5,22.330,PIT,,SDG,W 31-16,,,,,,0.0%,,0,0,,0,,
13,1995,1995-10-08,6,22.337,PIT,@,JAX,L 16-20,1,,,,,0.0%,,0,0,,0,,
14,1995,1995-10-19,7,22.348,PIT,,CIN,L 9-27,0,,,,,0.0%,,0,0,,0,,
15,1995,1995-10-29,8,22.358,PIT,,JAX,W 24-7,,,,,,0.0%,,0,0,,0,,
16,1995,1995-11-05,9,23.000,PIT,@,CHI,W 37-34,1,,,,,0.0%,,0,0,,0,,
17,1995,1995-11-13,10,23.008,PIT,,CLE,W 20-3,,,,,,0.0%,,0,0,,0,,
18,1995,1995-11-19,11,23.014,PIT,@,CIN,W 49-31,,,,,,0.0%,,0,0,,0,,
19,1995,1995-11-26,12,23.021,PIT,@,CLE,W 20-17,,,,,,0.0%,,0,0,,0,,
20,1995,1995-12-03,13,23.028,PIT,,HOU,W 21-7,,,,,,0.0%,,0,0,,0,,
21,1995,1995-12-10,14,23.035,PIT,@,OAK,W 29-10,,,,,,0.0%,,0,0,,0,,
22,1995,1995-12-16,15,23.041,PIT,,NWE,W 41-27,0,0,0,,0,0.0%,,1,7,7.00,0,0,0
23,1995,1995-12-24,16,23.049,PIT,@,GNB,L 19-24,,,,,,0.0%,,0,0,,0,,
