ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2014,2014-09-28,4,23.074,TEN,@,IND,L 17-41,,2,5,40.00,17,0,1,10.0,0,0,3.40,-5.60,0,0,,0,0,0
2,2014,2014-10-26,8,23.102,TEN,,HOU,L 16-30,*,27,41,65.85,299,2,1,93.4,2,9,7.29,7.17,1,-1,-1.00,0,0,0
3,2014,2014-11-09,9,23.116,TEN,@,BAL,L 7-21,*,16,27,59.26,179,1,1,76.0,5,36,6.63,5.70,0,0,,0,0,0
4,2014,2014-11-17,10,23.124,TEN,,PIT,L 24-27,*,15,24,62.50,263,2,1,110.2,0,0,10.96,10.75,0,0,,0,0,0
5,2014,2014-11-23,11,23.130,TEN,@,PHI,L 24-43,*,20,39,51.28,345,2,1,88.1,5,46,8.85,8.72,2,-2,-1.00,0,0,0
6,2014,2014-11-30,12,23.137,TEN,@,HOU,L 21-45,*,13,19,68.42,184,1,1,95.1,1,14,9.68,8.37,1,8,8.00,0,0,0
7,2014,2014-12-07,13,23.144,TEN,,NYG,L 7-36,*,14,24,58.33,125,0,1,55.0,5,33,5.21,3.33,1,-1,-1.00,0,0,0
8,2015,2015-09-13,1,24.059,TEN,@,TAM,W 42-14,,0,0,,0,0,0,,0,0,,,3,-5,-1.67,0,0,0
9,2015,2015-10-18,5,24.094,TEN,,MIA,L 10-38,,5,8,62.50,63,0,0,87.0,1,9,7.88,7.88,1,4,4.00,0,0,0
10,2015,2015-10-25,6,24.101,TEN,,ATL,L 7-10,*,22,35,62.86,187,1,2,62.4,1,8,5.34,3.34,1,0,0.00,0,0,0
11,2015,2015-11-01,7,24.108,TEN,@,HOU,L 6-20,*,22,31,70.97,171,0,1,70.8,7,46,5.52,4.06,0,0,,0,0,0
12,2015,2015-12-20,14,24.157,TEN,@,NWE,L 16-33,,20,28,71.43,242,2,2,91.7,2,19,8.64,6.86,2,5,2.50,0,0,0
13,2015,2015-12-27,15,24.164,TEN,,HOU,L 6-34,*,27,51,52.94,234,1,1,63.7,1,7,4.59,4.10,0,0,,0,0,0
14,2015,2016-01-03,16,24.171,TEN,@,IND,L 24-30,*,5,13,38.46,38,0,1,14.6,1,9,2.92,-0.54,2,4,2.00,1,1,6
