ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1986,1986-09-07,1,24.175,DEN,,RAI,W 38-36,6,254,42.33,0
2,1986,1986-09-15,2,24.183,DEN,@,PIT,W 21-10,7,262,37.43,0
3,1986,1986-09-21,3,24.189,DEN,@,PHI,W 33-7,6,233,38.83,0
4,1986,1986-09-28,4,24.196,DEN,,NWE,W 27-20,5,218,43.60,0
5,1986,1986-10-05,5,24.203,DEN,,DAL,W 29-14,7,274,39.14,0
6,1986,1986-10-12,6,24.210,DEN,@,SDG,W 31-14,3,103,34.33,0
7,1987,1987-10-04,3,25.202,WAS,,STL,W 28-21,5,154,30.80,0
8,1987,1987-10-11,4,25.209,WAS,@,NYG,W 38-12,6,208,34.67,0
9,1987,1987-10-19,5,25.217,WAS,@,DAL,W 13-7,3,120,40.00,0
