ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,2007,2007-11-25,11,24.041,TEN,@,CIN,L 6-35,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,5,108,21.60,0,0,0,,0
2,2007,2007-12-02,12,24.048,TEN,,HOU,W 28-20,,0,0,0,,0,0.0%,,1,3,3.00,0,3,64,21.33,0,0,0,,0
3,2007,2007-12-09,13,24.055,TEN,,SDG,L 17-23,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,4,93,23.25,0,3,34,11.33,0
4,2007,2007-12-16,14,24.062,TEN,@,KAN,W 26-17,,0,0,0,,0,0.0%,,0,0,,0,2,39,19.50,0,0,0,,0
5,2007,2007-12-30,16,24.076,NOR,@,CHI,L 25-33,,1,0,0,,0,0.0%,0.00,0,0,,0,5,98,19.60,0,0,0,,0
