ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
30,2011,2011-12-19,14,24.221,SFO,,PIT,W 20-3,*,,,,,,0.0%,,,,
31,2011,2011-12-24,15,24.226,SFO,@,SEA,W 19-17,*,,,,,,0.0%,,,,
32,2011,2012-01-01,16,24.234,SFO,@,STL,W 34-27,*,,,,,,0.0%,,,,
33,2012,2012-09-09,1,25.120,SFO,@,GNB,W 30-22,*,,,,,,0.0%,,,,
34,2012,2012-09-16,2,25.127,SFO,,DET,W 27-19,*,,,,,,0.0%,,,,
35,2012,2012-09-23,3,25.134,SFO,@,MIN,L 13-24,*,,0,0,,0,0.0%,,0.0,0,0
36,2012,2012-09-30,4,25.141,SFO,@,NYJ,W 34-0,*,,,,,,0.0%,,,,
37,2012,2012-10-07,5,25.148,SFO,,BUF,W 45-3,*,0,,,,,0.0%,,,,
38,2012,2012-10-14,6,25.155,SFO,,NYG,L 3-26,*,0,,,,,0.0%,,,,
39,2012,2012-10-18,7,25.159,SFO,,SEA,W 13-6,*,,,,,,0.0%,,,,
40,2012,2012-10-29,8,25.170,SFO,@,ARI,W 24-3,*,0,,,,,0.0%,,,,
41,2012,2012-11-11,9,25.183,SFO,,STL,T 24-24,*,,,,,,0.0%,,,,
42,2012,2012-11-19,10,25.191,SFO,,CHI,W 32-7,*,0,,,,,0.0%,,,,
43,2012,2012-11-25,11,25.197,SFO,@,NOR,W 31-21,*,0,,,,,0.0%,,,,
44,2012,2012-12-02,12,25.204,SFO,@,STL,L 13-16,*,0,,,,,0.0%,,,,
45,2012,2012-12-09,13,25.211,SFO,,MIA,W 27-13,*,0,,,,,0.0%,,,,
46,2012,2012-12-16,14,25.218,SFO,@,NWE,W 41-34,*,,,,,,0.0%,,,,
47,2012,2012-12-23,15,25.225,SFO,@,SEA,L 13-42,*,,,,,,0.0%,,,,
48,2012,2012-12-30,16,25.232,SFO,,ARI,W 27-13,*,0,,,,,0.0%,,,,
49,2013,2013-09-08,1,26.119,SFO,,GNB,W 34-28,*,,,,,,0.0%,,,,
50,2013,2013-09-15,2,26.126,SFO,@,SEA,L 3-29,*,0,,,,,0.0%,,,,
51,2013,2013-09-22,3,26.133,SFO,,IND,L 7-27,*,,,,,,0.0%,,,,
52,2013,2013-09-26,4,26.137,SFO,@,STL,W 35-11,*,,0,0,,0,0.0%,,0.0,2,0
53,2013,2013-10-06,5,26.147,SFO,,HOU,W 34-3,*,,,,,,0.0%,,,,
54,2013,2013-10-13,6,26.154,SFO,,ARI,W 32-20,*,,,,,,0.0%,,,,
55,2013,2013-10-20,7,26.161,SFO,@,TEN,W 31-17,*,0,,,,,0.0%,,,,
56,2013,2013-10-27,8,26.168,SFO,@,JAX,W 42-10,*,0,,,,,0.0%,,,,
57,2013,2013-11-10,9,26.182,SFO,,CAR,L 9-10,*,,,,,,0.0%,,,,
58,2013,2013-11-17,10,26.189,SFO,@,NOR,L 20-23,*,,,,,,0.0%,,,,
59,2013,2013-12-23,15,26.225,SFO,,ATL,W 34-24,*,,,,,,0.0%,,,,
60,2013,2013-12-29,16,26.231,SFO,@,ARI,W 23-20,*,,,,,,0.0%,,,,
61,2014,2014-09-07,1,27.118,SFO,@,DAL,W 28-17,*,,,,,,0.0%,,,,
62,2014,2014-09-14,2,27.125,SFO,,CHI,L 20-28,*,,,,,,0.0%,,,,
63,2014,2014-09-21,3,27.132,SFO,@,ARI,L 14-23,*,0,0,0,,0,0.0%,,0.0,1,0
64,2014,2014-09-28,4,27.139,SFO,,PHI,W 26-21,*,,,,,,0.0%,,,,
65,2014,2014-10-05,5,27.146,SFO,,KAN,W 22-17,*,0,,,,,0.0%,,,,
66,2014,2014-10-13,6,27.154,SFO,@,STL,W 31-17,*,,,,,,0.0%,,,,
67,2014,2014-11-02,8,27.174,SFO,,STL,L 10-13,*,0,,,,,0.0%,,,,
68,2014,2014-11-09,9,27.181,SFO,@,NOR,W 27-24,*,,0,0,,0,0.0%,,0.0,1,0
69,2014,2014-11-16,10,27.188,SFO,@,NYG,W 16-10,*,,,,,,0.0%,,,,
70,2014,2014-11-23,11,27.195,SFO,,WAS,W 17-13,*,,,,,,0.0%,,,,
71,2014,2014-11-27,12,27.199,SFO,,SEA,L 3-19,*,,,,,,0.0%,,,,
72,2014,2014-12-07,13,27.209,SFO,@,OAK,L 13-24,*,,,,,,0.0%,,,,
73,2014,2014-12-14,14,27.216,SFO,@,SEA,L 7-17,*,,,,,,0.0%,,,,
74,2014,2014-12-20,15,27.222,SFO,,SDG,L 35-38,*,,,,,,0.0%,,,,
75,2014,2014-12-28,16,27.230,SFO,,ARI,W 20-17,*,0,,,,,0.0%,,,,
76,2015,2015-10-04,4,28.145,ARI,,STL,L 22-24,*,0,0,0,,0,0.0%,,0.0,0,0
77,2015,2015-10-11,5,28.152,ARI,@,DET,W 42-17,*,0,0,0,,0,0.0%,,0.0,0,0
78,2015,2015-10-18,6,28.159,ARI,@,PIT,L 13-25,*,0,0,0,,0,0.0%,,0.0,0,0
79,2015,2015-10-26,7,28.167,ARI,,BAL,W 26-18,*,0,0,0,,0,0.0%,,0.0,0,0
80,2015,2015-11-01,8,28.173,ARI,@,CLE,W 34-20,*,0,0,0,,0,0.0%,,0.0,0,0
81,2015,2015-11-15,9,28.187,ARI,@,SEA,W 39-32,*,0,0,0,,0,0.0%,,0.0,0,0
82,2015,2015-11-22,10,28.194,ARI,,CIN,W 34-31,*,0,0,0,,0,0.0%,,0.0,0,0
83,2015,2015-11-29,11,28.201,ARI,@,SFO,W 19-13,*,0,0,0,,0,0.0%,,0.0,0,0
84,2015,2015-12-06,12,28.208,ARI,@,STL,W 27-3,*,0,0,0,,0,0.0%,,0.0,0,0
85,2015,2015-12-10,13,28.212,ARI,,MIN,W 23-20,*,1,1,10,10.00,0,100.0%,10.00,0.0,0,0
86,2015,2015-12-20,14,28.222,ARI,@,PHI,W 40-17,*,0,0,0,,0,0.0%,,0.0,0,0
87,2015,2015-12-27,15,28.229,ARI,,GNB,W 38-8,*,0,0,0,,0,0.0%,,0.0,0,0
88,2015,2016-01-03,16,28.236,ARI,,SEA,L 6-36,*,0,0,0,,0,0.0%,,0.0,0,0
89,2016,2016-09-11,1,29.122,ARI,,NWE,L 21-23,*,0,0,0,,0,0.0%,,0.0,0,0
90,2016,2016-09-18,2,29.129,ARI,,TAM,W 40-7,*,0,0,0,,0,0.0%,,0.0,0,0
91,2016,2016-09-25,3,29.136,ARI,@,BUF,L 18-33,*,0,0,0,,0,0.0%,,0.0,0,0
92,2016,2016-10-02,4,29.143,ARI,,LAR,L 13-17,*,0,0,0,,0,0.0%,,0.0,0,0
93,2016,2016-10-06,5,29.147,ARI,@,SFO,W 33-21,*,0,0,0,,0,0.0%,,0.0,0,0
94,2016,2016-10-23,7,29.164,ARI,,SEA,T 6-6,*,0,0,0,,0,0.0%,,0.0,0,0
95,2016,2016-10-30,8,29.171,ARI,@,CAR,L 20-30,*,0,0,0,,0,0.0%,,0.0,0,0
96,2016,2016-11-13,9,29.185,ARI,,SFO,W 23-20,*,0,0,0,,0,0.0%,,0.0,0,0
97,2016,2016-11-20,10,29.192,ARI,@,MIN,L 24-30,*,0,0,0,,0,0.0%,,0.0,0,0
98,2016,2016-11-27,11,29.199,ARI,@,ATL,L 19-38,*,0,0,0,,0,0.0%,,0.0,0,0
99,2016,2016-12-04,12,29.206,ARI,,WAS,W 31-23,*,0,0,0,,0,0.0%,,0.0,0,0
100,2016,2016-12-11,13,29.213,ARI,@,MIA,L 23-26,*,0,0,0,,0,0.0%,,0.0,0,0
101,2016,2016-12-18,14,29.220,ARI,,NOR,L 41-48,*,0,0,0,,0,0.0%,,0.0,0,0
102,2016,2016-12-24,15,29.226,ARI,@,SEA,W 34-31,*,0,0,0,,0,0.0%,,0.0,0,0
103,2016,2017-01-01,16,29.234,ARI,@,LAR,W 44-6,*,0,0,0,,0,0.0%,,0.0,0,0
104,2017,2017-09-10,1,30.121,ARI,@,DET,L 23-35,*,0,0,0,,0,0.0%,,0.0,0,0
105,2018,2018-09-09,1,31.120,ARI,,WAS,L 6-24,*,0,0,0,,0,0.0%,,0.0,0,0
106,2018,2018-09-16,2,31.127,ARI,@,LAR,L 0-34,*,0,0,0,,0,0.0%,,0.0,0,0
107,2018,2018-09-23,3,31.134,ARI,,CHI,L 14-16,*,0,0,0,,0,0.0%,,0.0,0,0
