ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,23.123,SFO,@,SEA,L 6-31,*,,,,,,0.0%,,,,
2,2010,2010-09-20,2,23.131,SFO,,NOR,L 22-25,*,,,,,,0.0%,,,,
3,2010,2010-09-26,3,23.137,SFO,@,KAN,L 10-31,*,,,,,,0.0%,,,,
4,2010,2010-10-03,4,23.144,SFO,@,ATL,L 14-16,*,,,,,,0.0%,,,,
5,2010,2010-10-10,5,23.151,SFO,,PHI,L 24-27,*,0,,,,,0.0%,,,,
6,2010,2010-10-17,6,23.158,SFO,,OAK,W 17-9,*,,,,,,0.0%,,,,
7,2010,2010-10-24,7,23.165,SFO,@,CAR,L 20-23,*,0,,,,,0.0%,,,,
8,2010,2010-10-31,8,23.172,SFO,,DEN,W 24-16,*,,,,,,0.0%,,,,
9,2010,2010-11-14,9,23.186,SFO,,STL,W 23-20,*,,,,,,0.0%,,,,
10,2010,2010-11-21,10,23.193,SFO,,TAM,L 0-21,*,,,,,,0.0%,,,,
11,2010,2010-11-29,11,23.201,SFO,@,ARI,W 27-6,*,0,,,,,0.0%,,,,
12,2010,2010-12-05,12,23.207,SFO,@,GNB,L 16-34,*,,,,,,0.0%,,,,
13,2010,2010-12-12,13,23.214,SFO,,SEA,W 40-21,*,,,,,,0.0%,,,,
14,2010,2010-12-16,14,23.218,SFO,@,SDG,L 7-34,*,,,,,,0.0%,,,,
15,2010,2010-12-26,15,23.228,SFO,@,STL,L 17-25,*,0,,,,,0.0%,,,,
16,2010,2011-01-02,16,23.235,SFO,,ARI,W 38-7,*,,,,,,0.0%,,,,
17,2011,2011-09-11,1,24.122,SFO,,SEA,W 33-17,*,,,,,,0.0%,,,,
18,2011,2011-09-18,2,24.129,SFO,,DAL,L 24-27,*,,,,,,0.0%,,,,
19,2011,2011-09-25,3,24.136,SFO,@,CIN,W 13-8,*,,,,,,0.0%,,,,
20,2011,2011-10-02,4,24.143,SFO,@,PHI,W 24-23,*,,0,0,,0,0.0%,,0.0,1,0
21,2011,2011-10-09,5,24.150,SFO,,TAM,W 48-3,*,0,,,,,0.0%,,,,
22,2011,2011-10-16,6,24.157,SFO,@,DET,W 25-19,*,,,,,,0.0%,,,,
23,2011,2011-10-30,7,24.171,SFO,,CLE,W 20-10,*,,,,,,0.0%,,,,
24,2011,2011-11-06,8,24.178,SFO,@,WAS,W 19-11,*,,,,,,0.0%,,,,
25,2011,2011-11-13,9,24.185,SFO,,NYG,W 27-20,*,0,,,,,0.0%,,,,
26,2011,2011-11-20,10,24.192,SFO,,ARI,W 23-7,*,,,,,,0.0%,,,,
27,2011,2011-11-24,11,24.196,SFO,@,BAL,L 6-16,*,,,,,,0.0%,,,,
28,2011,2011-12-04,12,24.206,SFO,,STL,W 26-0,*,0,,,,,0.0%,,,,
29,2011,2011-12-11,13,24.213,SFO,@,ARI,L 19-21,*,,,,,,0.0%,,,,
