ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1967,1967-09-17,1,22.164,MIN,,SFO,L 21-27,2,14,7.00,1,1,6
2,1967,1967-09-22,2,22.169,MIN,@,RAM,L 3-39,1,11,11.00,0,0,0
3,1967,1967-10-01,3,22.178,MIN,,CHI,L 7-17,1,1,1.00,1,1,6
4,1967,1967-10-08,4,22.185,MIN,,STL,L 24-34,1,12,12.00,0,0,0
5,1967,1967-10-22,6,22.199,MIN,,BAL,T 20-20,1,14,14.00,0,0,0
6,1967,1967-10-29,7,22.206,MIN,@,ATL,L 20-21,2,27,13.50,0,0,0
7,1967,1967-11-26,11,22.234,MIN,@,PIT,W 41-27,3,25,8.33,1,1,6
8,1967,1967-12-03,12,22.241,MIN,,GNB,L 27-30,1,6,6.00,1,1,6
9,1967,1967-12-17,14,22.255,MIN,@,DET,L 3-14,1,10,10.00,0,0,0
10,1968,1968-09-14,1,23.161,MIN,,ATL,W 47-7,2,23,11.50,0,0,0
11,1968,1968-09-29,3,23.176,MIN,,CHI,L 17-27,1,19,19.00,0,0,0
12,1968,1968-10-06,4,23.183,MIN,,DET,W 24-10,2,19,9.50,0,0,0
13,1968,1968-10-20,6,23.197,MIN,,DAL,L 7-20,1,20,20.00,0,0,0
14,1968,1968-10-27,7,23.204,MIN,@,CHI,L 24-26,2,19,9.50,0,0,0
15,1968,1968-11-03,8,23.211,MIN,,WAS,W 27-14,3,30,10.00,0,0,0
16,1968,1968-11-10,9,23.218,MIN,,GNB,W 14-10,1,8,8.00,0,0,0
17,1968,1968-11-24,11,23.232,MIN,@,BAL,L 9-21,6,79,13.17,0,0,0
18,1968,1968-12-08,13,23.246,MIN,@,SFO,W 30-20,4,64,16.00,0,0,0
19,1968,1968-12-15,14,23.253,MIN,@,PHI,W 24-17,1,8,8.00,0,0,0
20,1969,1969-09-28,2,24.175,MIN,,BAL,W 52-14,6,69,11.50,1,1,6
21,1969,1969-10-05,3,24.182,MIN,,GNB,W 19-7,3,22,7.33,0,0,0
22,1969,1969-10-12,4,24.189,MIN,@,CHI,W 31-0,4,36,9.00,1,1,6
23,1969,1969-10-19,5,24.196,MIN,@,STL,W 27-10,2,23,11.50,1,1,6
24,1969,1969-11-02,7,24.210,MIN,,CHI,W 31-14,1,13,13.00,1,1,6
25,1969,1969-11-09,8,24.217,MIN,,CLE,W 51-3,4,57,14.25,0,0,0
26,1969,1969-11-16,9,24.224,MIN,@,GNB,W 9-7,3,23,7.67,0,0,0
27,1969,1969-11-23,10,24.231,MIN,,PIT,W 52-14,5,68,13.60,0,0,0
28,1969,1969-11-27,11,24.235,MIN,@,DET,W 27-0,2,18,9.00,0,0,0
29,1969,1969-12-14,13,24.252,MIN,,SFO,W 10-7,2,23,11.50,0,0,0
30,1969,1969-12-21,14,24.259,MIN,@,ATL,L 3-10,1,9,9.00,0,0,0
31,1970,1970-09-20,1,25.167,MIN,,KAN,W 27-10,3,41,13.67,0,0,0
32,1970,1970-09-27,2,25.174,MIN,,NOR,W 26-0,,,,,,
33,1970,1970-10-04,3,25.181,MIN,@,GNB,L 10-13,,,,,,
34,1970,1970-10-11,4,25.188,MIN,@,CHI,W 24-0,,,,,,
35,1970,1970-10-18,5,25.195,MIN,,DAL,W 54-13,1,2,2.00,1,1,6
36,1970,1970-10-26,6,25.203,MIN,,RAM,W 13-3,1,7,7.00,0,0,0
37,1970,1970-11-01,7,25.209,MIN,@,DET,W 30-17,3,69,23.00,0,0,0
38,1970,1970-11-08,8,25.216,MIN,@,WAS,W 19-10,1,10,10.00,0,0,0
39,1970,1970-11-15,9,25.223,MIN,,DET,W 24-20,2,24,12.00,0,0,0
40,1970,1970-11-22,10,25.230,MIN,,GNB,W 10-3,1,8,8.00,0,0,0
41,1970,1970-11-29,11,25.237,MIN,@,NYJ,L 10-20,,,,,,
42,1970,1970-12-05,12,25.243,MIN,,CHI,W 16-13,1,13,13.00,0,0,0
43,1970,1970-12-13,13,25.251,MIN,@,BOS,W 35-14,1,18,18.00,0,0,0
44,1970,1970-12-20,14,25.258,MIN,@,ATL,W 37-7,3,45,15.00,1,1,6
45,1972,1972-09-18,1,27.165,MIN,,WAS,L 21-24,3,28,9.33,0,0,0
46,1972,1972-09-24,2,27.171,MIN,@,DET,W 34-10,,,,,,
47,1972,1972-10-01,3,27.178,MIN,,MIA,L 14-16,3,23,7.67,0,0,0
48,1972,1972-10-08,4,27.185,MIN,,STL,L 17-19,4,32,8.00,0,0,0
49,1972,1972-10-15,5,27.192,MIN,@,DEN,W 23-20,2,19,9.50,0,0,0
50,1972,1972-10-23,6,27.200,MIN,@,CHI,L 10-13,4,35,8.75,0,0,0
