ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1966,1966-09-11,1,23.113,STL,,PHI,W 16-13,8,53,6.63,0,2,40,20.00,0,0,0,,0,0,0,,0,0,,,2,50,25.00,0,2,16,8.00,0,0,0
2,1966,1966-09-18,2,23.120,STL,,WAS,W 23-7,12,29,2.42,1,3,20,6.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,20,5.00,0,1,6
3,1966,1966-09-25,3,23.127,STL,@,CLE,W 34-28,10,24,2.40,0,1,16,16.00,0,0,0,,0,0,0,,0,0,,,3,61,20.33,0,0,0,,0,0,0
4,1966,1966-10-02,4,23.134,STL,@,PHI,W 41-10,8,30,3.75,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,142,47.33,1,1,6
5,1966,1966-10-09,5,23.141,STL,,NYG,W 24-19,19,60,3.16,1,1,15,15.00,0,1,1,100.00,40,1,0,158.3,0,0,40.00,60.00,4,116,29.00,0,2,4,2.00,0,1,6
6,1966,1966-10-16,6,23.148,STL,,DAL,T 10-10,11,22,2.00,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,1.00,0,0,0
7,1966,1966-10-23,7,23.155,STL,@,WAS,L 20-26,20,109,5.45,0,1,0,0.00,0,1,1,100.00,9,0,0,104.2,0,0,9.00,9.00,0,0,,0,0,0,,0,0,0
8,1966,1966-10-31,8,23.163,STL,,CHI,W 24-17,17,52,3.06,2,0,0,,0,0,0,,0,0,0,,0,0,,,1,10,10.00,0,0,0,,0,2,12
9,1966,1966-11-06,9,23.169,STL,@,NYG,W 20-17,23,76,3.30,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,57,28.50,0,0,0,,0,0,0
10,1966,1966-11-13,10,23.176,STL,@,PIT,L 9-30,8,20,2.50,0,4,34,8.50,0,1,1,100.00,45,0,0,118.7,0,0,45.00,45.00,3,53,17.67,0,2,1,0.50,0,0,0
