ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1977,1977-09-18,1,22.259,KAN,@,NWE,L 17-21,,,,,,,,,,
2,1977,1977-09-25,2,22.266,KAN,,SDG,L 7-23,,,,,,,,,,
3,1977,1977-10-03,3,22.274,KAN,,OAK,L 28-37,,,,,,,,,,
4,1977,1977-10-09,4,22.280,KAN,@,DEN,L 7-23,,,,,,,,,,
5,1977,1977-10-16,5,22.287,KAN,,BAL,L 6-17,,,,,,,,,,
6,1977,1977-10-23,6,22.294,KAN,@,SDG,W 21-16,1,3,3.00,0,0,0,,0,0,0
7,1977,1977-10-30,7,22.301,KAN,@,CLE,L 7-44,,,,,,,,,,
8,1977,1977-11-06,8,22.308,KAN,,GNB,W 20-10,,,,,,,,,,
9,1977,1977-11-13,9,22.315,KAN,@,CHI,L 27-28,,,,,,,,,,
10,1977,1977-11-20,10,22.322,KAN,,DEN,L 7-14,,,,,,,,,,
11,1977,1977-11-27,11,22.329,KAN,@,HOU,L 20-34,,,,,,,,,,
12,1977,1977-12-04,12,22.336,KAN,,CIN,L 7-27,,,,,,,,,,
13,1977,1977-12-11,13,22.343,KAN,,SEA,L 31-34,,,,,,,,,,
14,1977,1977-12-18,14,22.350,KAN,@,OAK,L 20-21,,,,,,,,,,
15,1978,1978-09-03,1,23.244,KAN,@,CIN,W 24-23,,,,,,,,,,
16,1978,1978-09-10,2,23.251,KAN,,HOU,L 17-20,0,0,,0,1,22,22.00,0,0,0
17,1978,1978-09-17,3,23.258,KAN,@,NYG,L 10-26,,,,,,,,,,
18,1978,1978-09-24,4,23.265,KAN,,DEN,L 17-23,,,,,,,,,,
19,1978,1978-10-01,5,23.272,KAN,@,BUF,L 13-28,,,,,,,,,,
20,1978,1978-10-08,6,23.279,KAN,,TAM,L 13-30,0,0,,0,1,18,18.00,0,0,0
21,1978,1978-10-15,7,23.286,KAN,@,OAK,L 6-28,,,,,,,,,,
22,1978,1978-10-22,8,23.293,KAN,,CLE,W 17-3,,,,,,,,,,
23,1978,1978-10-29,9,23.300,KAN,@,PIT,L 24-27,,,,,,,,,,
24,1978,1978-11-05,10,23.307,KAN,,OAK,L 10-20,,,,,,,,,,
25,1978,1978-11-12,11,23.314,KAN,@,SDG,L 23-29,,,,,,,,,,
26,1978,1978-11-19,12,23.321,KAN,,SEA,L 10-13,,,,,,,,,,
27,1978,1978-11-26,13,23.328,KAN,,SDG,W 23-0,,,,,,,,,,
28,1978,1978-12-03,14,23.335,KAN,,BUF,W 14-10,,,,,,,,,,
29,1978,1978-12-10,15,23.342,KAN,@,DEN,L 3-24,,,,,,,,,,
30,1978,1978-12-17,16,23.349,KAN,@,SEA,L 19-23,0,0,,0,1,34,34.00,0,0,0
31,1979,1979-09-02,1,24.243,KAN,,BAL,W 14-0,,,,,,,,,,
32,1979,1979-09-09,2,24.250,KAN,,CLE,L 24-27,,,,,,,,,,
33,1979,1979-09-16,3,24.257,KAN,@,HOU,L 6-20,,,,,,,,,,
34,1979,1979-09-23,4,24.264,KAN,,OAK,W 35-7,,,,,,,,,,
35,1979,1979-09-30,5,24.271,KAN,@,SEA,W 24-6,1,12,12.00,0,0,0,,0,0,0
36,1979,1979-10-07,6,24.278,KAN,@,CIN,W 10-7,,,,,,,,,,
37,1979,1979-10-14,7,24.285,KAN,,DEN,L 10-24,1,9,9.00,0,0,0,,0,0,0
38,1979,1979-10-21,8,24.292,KAN,,NYG,L 17-21,,,,,,,,,,
39,1979,1979-10-28,9,24.299,KAN,@,DEN,L 3-20,,,,,,,,,,
40,1980,1980-09-07,1,25.249,KAN,,OAK,L 14-27,,,,,,,,,,
41,1980,1980-09-14,2,25.256,KAN,,SEA,L 16-17,0,0,,0,1,18,18.00,0,0,0
42,1980,1980-09-21,3,25.263,KAN,@,CLE,L 13-20,,,,,,,,,,
43,1980,1980-09-28,4,25.270,KAN,,SDG,L 7-24,,,,,,,,,,
44,1980,1980-10-05,5,25.277,KAN,@,OAK,W 31-17,,,,,,,,,,
