ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1987,1987-10-05,3,24.165,NYG,,SFO,L 21-41,2,15,7.50,1,1,3,3.00,0,2,2,1.00,0,1,6
2,1987,1987-10-11,4,24.171,NYG,,WAS,L 12-38,3,51,17.00,1,1,8,8.00,0,4,20,5.00,0,1,6
3,1987,1987-10-18,5,24.178,NYG,@,BUF,L 3-6,5,59,11.80,0,0,0,,0,4,16,4.00,0,0,0
