ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1994,1994-09-05,1,23.122,RAI,@,SFO,L 14-44,,,,,,
2,1994,1994-09-11,2,23.128,RAI,,SEA,L 9-38,,,,,,
3,1994,1994-09-18,3,23.135,RAI,@,DEN,W 48-16,,,,,,
4,1994,1994-09-25,4,23.142,RAI,,SDG,L 24-26,,,,,,
5,1994,1994-10-09,5,23.156,RAI,@,NWE,W 21-17,,,,,,
6,1994,1994-10-16,6,23.163,RAI,@,MIA,L 17-20,,,,,,
7,1994,1994-10-23,7,23.170,RAI,,ATL,W 30-17,,,,,,
8,1994,1994-10-30,8,23.177,RAI,,HOU,W 17-14,,,,,,
9,1994,1994-11-06,9,23.184,RAI,@,KAN,L 3-13,,,,,,
10,1994,1994-11-13,10,23.191,RAI,@,RAM,W 20-17,,,,,,
11,1994,1994-11-20,11,23.198,RAI,,NOR,W 24-19,,,,,,
12,1994,1994-11-27,12,23.205,RAI,,PIT,L 3-21,,,,,,
13,1994,1994-12-05,13,23.213,RAI,@,SDG,W 24-17,,,,,,
14,1994,1994-12-11,14,23.219,RAI,,DEN,W 23-13,,,,,,
15,1994,1994-12-18,15,23.226,RAI,@,SEA,W 17-16,,,,,,
16,1994,1994-12-24,16,23.232,RAI,,KAN,L 9-19,,,,,,
17,1995,1995-09-03,1,24.120,OAK,,SDG,W 17-7,,,,,,
18,1995,1995-09-10,2,24.127,OAK,@,WAS,W 20-8,,,,,,
19,1995,1995-09-17,3,24.134,OAK,@,KAN,L 17-23,,,,,,
20,1995,1995-09-24,4,24.141,OAK,,PHI,W 48-17,,,,,,
21,1995,1995-10-01,5,24.148,OAK,@,NYJ,W 47-10,,,,,,
22,1995,1995-10-08,6,24.155,OAK,,SEA,W 34-14,,,,,,
23,1995,1995-10-16,7,24.163,OAK,@,DEN,L 0-27,,,,,,
24,1995,1995-10-22,8,24.169,OAK,,IND,W 30-17,,,,,,
25,1995,1995-11-05,9,24.183,OAK,@,CIN,W 20-17,,,,,,
26,1995,1995-11-12,10,24.190,OAK,@,NYG,W 17-13,,0,0,,0,1.0
27,1995,1995-11-19,11,24.197,OAK,,DAL,L 21-34,,,,,,
28,1995,1995-11-27,12,24.205,OAK,@,SDG,L 6-12,,,,,,
29,1995,1995-12-03,13,24.211,OAK,,KAN,L 23-29,,,,,,
30,1995,1995-12-10,14,24.218,OAK,,PIT,L 10-29,,,,,,
31,1995,1995-12-17,15,24.225,OAK,@,SEA,L 10-44,,,,,,
32,1995,1995-12-24,16,24.232,OAK,,DEN,L 28-31,,,,,,
33,1996,1996-09-08,2,25.125,OAK,@,KAN,L 3-19,,,,,,
34,1996,1996-09-15,3,25.132,OAK,,JAX,W 17-3,,,,,,
35,1996,1996-09-22,4,25.139,OAK,,SDG,L 34-40,,,,,,
36,1996,1996-09-29,5,25.146,OAK,@,CHI,L 17-19,,,,,,
37,1996,1996-10-06,6,25.153,OAK,@,NYJ,W 34-13,,,,,,
38,1996,1996-10-13,7,25.160,OAK,,DET,W 37-21,,,,,,
39,1996,1996-10-21,8,25.168,OAK,@,SDG,W 23-14,,,,,,
40,1996,1996-11-17,11,25.195,OAK,,MIN,L 13-16,,,,,,
41,1996,1996-11-24,12,25.202,OAK,@,SEA,W 27-21,,,,,,
42,1996,1996-12-01,13,25.209,OAK,,MIA,W 17-7,,,,,,
43,1996,1996-12-09,14,25.217,OAK,,KAN,W 26-7,,,,,,
44,1996,1996-12-15,15,25.223,OAK,@,DEN,L 19-24,,0,0,,0,1.0
45,1996,1996-12-22,16,25.230,OAK,,SEA,L 21-28,,,,,,
46,1997,1997-08-31,1,26.117,OAK,@,TEN,L 21-24,,0,0,,0,
47,1997,1997-09-08,2,26.125,OAK,,KAN,L 27-28,,0,0,,0,
48,1997,1997-09-14,3,26.131,OAK,@,ATL,W 36-31,,0,0,,0,
49,1997,1997-09-21,4,26.138,OAK,@,NYJ,L 22-23,,0,0,,0,
50,1997,1997-09-28,5,26.145,OAK,,STL,W 35-17,,0,0,,0,
51,1997,1997-10-05,6,26.152,OAK,,SDG,L 10-25,,0,0,,0,
