ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1981,1981-09-06,1,22.222,CIN,,SEA,W 27-21,4,65,16.25,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
2,1981,1981-09-13,2,22.229,CIN,@,NYJ,W 31-30,2,33,16.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
3,1981,1981-09-20,3,22.236,CIN,,CLE,L 17-20,3,66,22.00,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
4,1981,1981-09-27,4,22.243,CIN,,BUF,W 27-24,10,111,11.10,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
5,1981,1981-10-04,5,22.250,CIN,@,HOU,L 10-17,4,29,7.25,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
6,1981,1981-10-11,6,22.257,CIN,@,BAL,W 41-19,4,48,12.00,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
7,1981,1981-10-18,7,22.264,CIN,,PIT,W 34-7,2,53,26.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
8,1981,1981-10-25,8,22.271,CIN,@,NOR,L 7-17,4,45,11.25,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
9,1981,1981-11-01,9,22.278,CIN,,HOU,W 34-21,5,82,16.40,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
10,1981,1981-11-08,10,22.285,CIN,@,SDG,W 40-17,4,97,24.25,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
11,1981,1981-11-15,11,22.292,CIN,,RAM,W 24-10,2,29,14.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
12,1981,1981-11-22,12,22.299,CIN,,DEN,W 38-21,2,25,12.50,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
13,1981,1981-11-29,13,22.306,CIN,@,CLE,W 41-21,5,76,15.20,2,0,0,,0,0,0,,0,0,0,,,,,,2,12
14,1981,1981-12-06,14,22.313,CIN,,SFO,L 3-21,3,32,10.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
15,1981,1981-12-13,15,22.320,CIN,@,PIT,W 17-10,8,90,11.25,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
16,1981,1981-12-20,16,22.327,CIN,@,ATL,W 30-28,5,128,25.60,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
17,1982,1982-09-12,1,23.228,CIN,,HOU,W 27-6,4,95,23.75,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
18,1982,1982-09-19,2,23.235,CIN,@,PIT,L 20-26,9,144,16.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
19,1982,1982-11-21,3,23.298,CIN,@,PHI,W 18-14,4,57,14.25,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
20,1982,1982-11-28,4,23.305,CIN,,RAI,W 31-17,2,24,12.00,0,1,-11,-11.00,0,0,0,,0,0,0,,,,,,0,0
21,1982,1982-12-05,5,23.312,CIN,@,BAL,W 20-17,7,79,11.29,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
22,1982,1982-12-12,6,23.319,CIN,,CLE,W 23-10,6,64,10.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
23,1982,1982-12-20,7,23.327,CIN,@,SDG,L 34-50,9,156,17.33,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
24,1982,1982-12-26,8,23.333,CIN,,SEA,W 24-10,3,32,10.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
25,1982,1983-01-02,9,23.340,CIN,@,HOU,W 35-27,5,49,9.80,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
26,1983,1983-09-04,1,24.220,CIN,,RAI,L 10-20,5,42,8.40,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
27,1983,1983-09-11,2,24.227,CIN,,BUF,L 6-10,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
28,1983,1983-09-15,3,24.231,CIN,@,CLE,L 7-17,6,83,13.83,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
29,1983,1983-09-25,4,24.241,CIN,@,TAM,W 23-17,2,45,22.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
30,1983,1983-10-02,5,24.248,CIN,,BAL,L 31-34,8,206,25.75,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
31,1983,1983-10-10,6,24.256,CIN,,PIT,L 14-24,6,83,13.83,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
32,1983,1983-10-16,7,24.262,CIN,@,DEN,L 17-24,7,149,21.29,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
33,1983,1983-10-23,8,24.269,CIN,,CLE,W 28-21,2,14,7.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
34,1983,1983-10-30,9,24.276,CIN,,GNB,W 34-14,3,60,20.00,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
35,1983,1983-11-06,10,24.283,CIN,@,HOU,W 55-14,4,63,15.75,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
36,1983,1983-11-13,11,24.290,CIN,@,KAN,L 15-20,7,118,16.86,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
37,1983,1983-11-20,12,24.297,CIN,,HOU,W 38-10,3,68,22.67,1,1,8,8.00,0,0,0,,0,0,0,,,,,,1,6
38,1983,1983-11-28,13,24.305,CIN,@,MIA,L 14-38,8,127,15.88,0,1,-6,-6.00,0,0,0,,0,0,0,,,,,,0,0
39,1983,1983-12-04,14,24.311,CIN,@,PIT,W 23-10,3,47,15.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
40,1984,1984-09-02,1,25.219,CIN,@,DEN,L 17-20,10,141,14.10,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
41,1984,1984-09-09,2,25.226,CIN,,KAN,L 22-27,5,96,19.20,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
42,1984,1984-09-16,3,25.233,CIN,@,NYJ,L 23-43,4,97,24.25,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
43,1984,1984-09-23,4,25.240,CIN,,RAM,L 14-24,4,26,6.50,1,1,7,7.00,0,0,0,,0,0,0,,,,,,1,6
