ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1993,1993-09-05,1,24.195,GNB,,RAM,W 36-6,,,0,0,,0,0.0%,,0,0,,0,,
2,1993,1993-09-12,2,24.202,GNB,,PHI,L 17-20,,,0,0,,0,0.0%,,0,0,,0,,
3,1993,1993-09-26,3,24.216,GNB,@,MIN,L 13-15,,,0,0,,0,0.0%,,0,0,,0,,
4,1993,1993-10-03,4,24.223,GNB,@,DAL,L 14-36,,,0,0,,0,0.0%,,0,0,,0,,
5,1993,1993-10-10,5,24.230,GNB,,DEN,W 30-27,,,0,0,,0,0.0%,,0,0,,0,,
6,1993,1993-10-24,6,24.244,GNB,@,TAM,W 37-14,,,0,0,,0,0.0%,,0,0,,0,,
7,1993,1993-11-14,9,24.265,GNB,@,NOR,W 19-17,,,0,0,,0,0.0%,,0,0,,0,,
8,1993,1993-11-21,10,24.272,GNB,,DET,W 26-17,,,0,0,,0,0.0%,,0,0,,0,,
9,1993,1993-11-28,11,24.279,GNB,,TAM,W 13-10,,1,0,0,,0,0.0%,0.00,0,0,,0,,
10,1993,1993-12-05,12,24.286,GNB,@,CHI,L 17-30,,,0,0,,0,0.0%,,0,0,,0,,
11,1993,1993-12-12,13,24.293,GNB,@,SDG,W 20-13,,,0,0,,0,0.0%,,1,0,0.00,0,0,0
12,1993,1993-12-19,14,24.300,GNB,,MIN,L 17-21,,,0,0,,0,0.0%,,0,0,,0,,
13,1993,1993-12-26,15,24.307,GNB,,RAI,W 28-0,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
14,1993,1994-01-02,16,24.314,GNB,@,DET,L 20-30,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
15,1994,1994-09-04,1,25.194,GNB,,MIN,W 16-10,,0,0,0,,0,0.0%,,,,,,,
16,1994,1994-09-11,2,25.201,GNB,,MIA,L 14-24,,1,0,0,,0,0.0%,0.00,,,,,,
17,1994,1994-10-02,5,25.222,GNB,@,NWE,L 16-17,,,0,0,,0,0.0%,,,,,,,
18,1994,1994-10-09,6,25.229,GNB,,RAM,W 24-17,,0,0,0,,0,0.0%,,,,,,,
19,1994,1994-10-20,7,25.240,GNB,@,MIN,L 10-13,,0,0,0,,0,0.0%,,,,,,,
20,1994,1994-10-31,8,25.251,GNB,@,CHI,W 33-6,,,0,0,,0,0.0%,,,,,,,
21,1994,1994-11-06,9,25.257,GNB,,DET,W 38-30,,,0,0,,0,0.0%,,,,,,,
22,1994,1994-11-13,10,25.264,GNB,,NYJ,W 17-10,,0,0,0,,0,0.0%,,,,,,,
23,1994,1994-11-20,11,25.271,GNB,@,BUF,L 20-29,,,0,0,,0,0.0%,,,,,,,
24,1994,1994-11-24,12,25.275,GNB,@,DAL,L 31-42,,3,3,28,9.33,0,100.0%,9.33,0,0,,0,0,0
25,1994,1994-12-04,13,25.285,GNB,@,DET,L 31-34,,7,3,26,8.67,0,42.9%,3.71,0,0,,0,0,0
26,1994,1994-12-11,14,25.292,GNB,,CHI,W 40-3,,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0
27,1994,1994-12-18,15,25.299,GNB,,ATL,W 21-17,,6,5,63,12.60,0,83.3%,10.50,0,0,,0,0,0
28,1994,1994-12-24,16,25.305,GNB,@,TAM,W 34-19,,2,2,46,23.00,0,100.0%,23.00,0,0,,0,0,0
29,1995,1995-09-03,1,26.193,GNB,,STL,L 14-17,,10,7,97,13.86,1,70.0%,9.70,0,0,,0,1,6
30,1995,1995-09-11,2,26.201,GNB,@,CHI,W 27-24,,3,3,35,11.67,0,100.0%,11.67,0,0,,0,0,0
31,1995,1995-09-17,3,26.207,GNB,,NYG,W 14-6,,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0
32,1995,1995-09-24,4,26.214,GNB,@,JAX,W 24-14,,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0
33,1995,1995-10-08,5,26.228,GNB,@,DAL,L 24-34,,4,2,32,16.00,1,50.0%,8.00,0,0,,0,1,6
34,1995,1995-10-15,6,26.235,GNB,,DET,W 30-21,,7,5,61,12.20,0,71.4%,8.71,0,0,,0,0,0
35,1995,1995-10-22,7,26.242,GNB,,MIN,W 38-21,,6,5,101,20.20,1,83.3%,16.83,0,0,,0,1,6
36,1995,1995-10-29,8,26.249,GNB,@,DET,L 16-24,,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0
37,1995,1995-11-05,9,26.256,GNB,@,MIN,L 24-27,,8,4,30,7.50,1,50.0%,3.75,0,0,,0,1,6
38,1995,1995-11-12,10,26.263,GNB,,CHI,W 35-28,,5,3,33,11.00,0,60.0%,6.60,0,0,,0,0,0
39,1995,1995-11-19,11,26.270,GNB,@,CLE,W 31-20,,2,2,16,8.00,1,100.0%,8.00,0,0,,0,1,6
40,1995,1995-11-26,12,26.277,GNB,,TAM,W 35-13,,1,0,0,,0,0.0%,0.00,,,,,,
41,1995,1995-12-03,13,26.284,GNB,,CIN,W 24-10,,7,7,109,15.57,1,100.0%,15.57,0,0,,0,1,6
42,1995,1995-12-10,14,26.291,GNB,@,TAM,L 10-13,,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0
43,1995,1995-12-16,15,26.297,GNB,@,NOR,W 34-23,,5,5,47,9.40,0,100.0%,9.40,0,0,,0,0,0
44,1995,1995-12-24,16,26.305,GNB,,PIT,W 24-19,,4,4,48,12.00,1,100.0%,12.00,0,0,,0,1,6
45,1996,1996-09-01,1,27.192,GNB,@,TAM,W 34-3,,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0
46,1996,1996-09-09,2,27.200,GNB,,PHI,W 39-13,,4,2,31,15.50,0,50.0%,7.75,0,0,,0,0,0
47,1996,1996-09-15,3,27.206,GNB,,SDG,W 42-10,,6,4,35,8.75,0,66.7%,5.83,0,0,,0,0,0
48,1996,1996-09-22,4,27.213,GNB,@,MIN,L 21-30,,5,1,11,11.00,0,20.0%,2.20,0,0,,0,0,0
49,1996,1996-09-29,5,27.220,GNB,@,SEA,W 31-10,,6,3,36,12.00,0,50.0%,6.00,0,0,,0,0,0
50,1996,1996-10-06,6,27.227,GNB,@,CHI,W 37-6,,,0,0,,0,0.0%,,,,,,,
51,1996,1996-10-14,7,27.235,GNB,,SFO,W 23-20,,5,0,0,,0,0.0%,0.00,,,,,,
52,1996,1996-10-27,8,27.248,GNB,,TAM,W 13-7,,4,3,59,19.67,0,75.0%,14.75,0,0,,0,0,0
53,1996,1996-11-03,9,27.255,GNB,,DET,W 28-18,,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0
54,1996,1996-11-10,10,27.262,GNB,@,KAN,L 20-27,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0
55,1996,1996-12-08,14,27.290,GNB,,DEN,W 41-6,,5,4,70,17.50,0,80.0%,14.00,0,0,,0,0,0
56,1996,1996-12-15,15,27.297,GNB,@,DET,W 31-3,,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0
57,1996,1996-12-22,16,27.304,GNB,,MIN,W 38-10,,4,4,43,10.75,0,100.0%,10.75,0,0,,0,0,0
58,1997,1997-09-01,1,28.191,GNB,,CHI,W 38-24,,2,1,30,30.00,0,50.0%,15.00,0,0,,0,0,0
59,1997,1997-09-14,3,28.204,GNB,,MIA,W 23-18,,7,5,57,11.40,0,71.4%,8.14,0,0,,0,0,0
60,1997,1997-09-21,4,28.211,GNB,,MIN,W 38-32,,2,1,2,2.00,1,50.0%,1.00,0,0,,0,1,6
61,1997,1997-09-28,5,28.218,GNB,@,DET,L 15-26,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0
62,1997,1997-10-05,6,28.225,GNB,,TAM,W 21-16,,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0
63,1997,1997-10-12,7,28.232,GNB,@,CHI,W 24-23,,3,2,14,7.00,2,66.7%,4.67,0,0,,0,2,12
64,1997,1997-10-27,8,28.247,GNB,@,NWE,W 28-10,,7,4,60,15.00,1,57.1%,8.57,0,0,,0,1,6
65,1997,1997-11-02,9,28.253,GNB,,DET,W 20-10,,1,1,28,28.00,0,100.0%,28.00,0,0,,0,0,0
66,1997,1997-11-09,10,28.260,GNB,,STL,W 17-7,,5,3,45,15.00,0,60.0%,9.00,0,0,,0,0,0
