ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,24.171,RAM,,CHI,L 20-24,2,2,1.00,0,1,16,16.00,0
2,1950,1950-09-22,2,24.176,RAM,,NYY,W 45-28,2,9,4.50,0,1,-4,-4.00,0
3,1950,1950-10-22,6,24.206,RAM,,BAL,W 70-27,5,35,7.00,0,0,0,,0
4,1950,1950-10-29,7,24.213,RAM,,DET,W 65-24,7,8,1.14,0,0,0,,0
5,1950,1950-11-12,9,24.227,RAM,@,GNB,W 45-14,4,29,7.25,0,1,41,41.00,1
6,1950,1950-12-03,12,24.248,RAM,,GNB,W 51-14,0,0,,0,2,5,2.50,0
7,1951,1951-09-28,1,25.182,RAM,,NYY,W 54-14,4,38,9.50,0,2,40,20.00,0
8,1951,1951-10-07,2,25.191,RAM,,CLE,L 23-38,3,9,3.00,0,0,0,,0
9,1951,1951-10-14,3,25.198,RAM,@,DET,W 27-21,1,4,4.00,0,0,0,,0
10,1951,1951-10-21,4,25.205,RAM,@,GNB,W 28-0,3,5,1.67,0,2,36,18.00,1
11,1951,1951-10-28,5,25.212,RAM,@,SFO,L 17-44,5,5,1.00,0,2,15,7.50,0
12,1953,1953-09-27,1,27.181,BAL,,CHI,W 13-9,8,10,1.25,0,1,-6,-6.00,0
13,1953,1953-10-03,2,27.187,BAL,,DET,L 17-27,4,10,2.50,0,1,22,22.00,1
14,1953,1953-10-18,4,27.202,BAL,@,GNB,L 14-37,1,-3,-3.00,0,0,0,,0
15,1953,1953-11-07,7,27.222,BAL,@,DET,L 7-17,1,1,1.00,0,1,15,15.00,0
16,1953,1953-11-22,9,27.237,BAL,,RAM,L 13-21,2,35,17.50,0,0,0,,0
