ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2014,2014-12-28,16,26.142,SDG,@,KAN,L 7-19,,,,,
2,2015,2015-09-20,2,27.043,SDG,@,CIN,L 19-24,,0,0,,0
3,2015,2015-09-27,3,27.050,SDG,@,MIN,L 14-31,,0,0,,0
4,2015,2015-10-04,4,27.057,SDG,,CLE,W 30-27,*,0,0,,0
5,2015,2015-10-12,5,27.065,SDG,,PIT,L 20-24,*,0,0,,0
6,2015,2015-10-18,6,27.071,SDG,@,GNB,L 20-27,*,0,0,,0
7,2015,2015-10-25,7,27.078,SDG,,OAK,L 29-37,,0,0,,0
8,2015,2015-11-01,8,27.085,SDG,@,BAL,L 26-29,,0,0,,0
9,2015,2015-11-09,9,27.093,SDG,,CHI,L 19-22,*,0,0,,0
10,2015,2015-11-22,10,27.106,SDG,,KAN,L 3-33,,0,0,,0
11,2015,2015-11-29,11,27.113,SDG,@,JAX,W 31-25,*,0,0,,0
12,2015,2015-12-06,12,27.120,SDG,,DEN,L 3-17,*,0,0,,0
13,2015,2015-12-13,13,27.127,SDG,@,KAN,L 3-10,*,0,0,,0
14,2015,2015-12-20,14,27.134,SDG,,MIA,W 30-14,,0,0,,0
15,2015,2015-12-24,15,27.138,SDG,@,OAK,L 20-23,,0,0,,0
16,2015,2016-01-03,16,27.148,SDG,@,DEN,L 20-27,*,0,0,,0
17,2016,2016-09-25,3,28.048,SDG,@,IND,L 22-26,,0,0,,0
18,2016,2016-10-02,4,28.055,SDG,,NOR,L 34-35,,0,0,,0
19,2016,2016-10-09,5,28.062,SDG,@,OAK,L 31-34,,0,0,,0
20,2016,2016-10-13,6,28.066,SDG,,DEN,W 21-13,,1,0,0.00,0
21,2016,2016-10-23,7,28.076,SDG,@,ATL,W 33-30,,0,0,,0
22,2016,2016-11-06,9,28.090,SDG,,TEN,W 43-35,,0,0,,0
23,2016,2016-11-13,10,28.097,SDG,,MIA,L 24-31,*,0,0,,0
24,2016,2016-11-27,11,28.111,SDG,@,HOU,W 21-13,,0,0,,0
25,2016,2016-12-04,12,28.118,SDG,,TAM,L 21-28,,0,0,,0
26,2016,2016-12-11,13,28.125,SDG,@,CAR,L 16-28,,0,0,,0
27,2016,2016-12-18,14,28.132,SDG,,OAK,L 16-19,,0,0,,0
28,2016,2016-12-24,15,28.138,SDG,@,CLE,L 17-20,,0,0,,0
29,2016,2017-01-01,16,28.146,SDG,,KAN,L 27-37,,0,0,,0
30,2017,2017-09-11,1,29.034,LAC,@,DEN,L 21-24,*,0,0,,0
31,2017,2017-09-17,2,29.040,LAC,,MIA,L 17-19,*,0,0,,0
32,2017,2017-09-24,3,29.047,LAC,,KAN,L 10-24,*,0,0,,0
33,2017,2017-10-01,4,29.054,LAC,,PHI,L 24-26,*,0,0,,0
34,2017,2017-10-08,5,29.061,LAC,@,NYG,W 27-22,*,0,0,,0
35,2017,2017-10-15,6,29.068,LAC,@,OAK,W 17-16,*,0,0,,0
36,2017,2017-10-22,7,29.075,LAC,,DEN,W 21-0,*,0,0,,0
37,2017,2017-10-29,8,29.082,LAC,@,NWE,L 13-21,*,0,0,,0
38,2017,2017-11-12,9,29.096,LAC,@,JAX,L 17-20,*,0,0,,0
39,2017,2017-11-19,10,29.103,LAC,,BUF,W 54-24,*,0,0,,0
40,2017,2017-11-23,11,29.107,LAC,@,DAL,W 28-6,*,0,0,,0
41,2017,2017-12-03,12,29.117,LAC,,CLE,W 19-10,*,0,0,,0
42,2017,2017-12-10,13,29.124,LAC,,WAS,W 30-13,*,0,0,,0
43,2017,2017-12-16,14,29.130,LAC,@,KAN,L 13-30,*,0,0,,0
44,2017,2017-12-24,15,29.138,LAC,@,NYJ,W 14-7,*,0,0,,0
45,2017,2017-12-31,16,29.145,LAC,,OAK,W 30-10,*,0,0,,0
46,2018,2018-09-10,1,30.033,DET,,NYJ,L 17-48,,0,0,,0
47,2018,2018-09-16,2,30.039,DET,@,SFO,L 27-30,*,0,0,,0
48,2018,2018-09-23,3,30.046,DET,,NWE,W 26-10,,0,0,,0
