ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1971,1971-09-19,1,22.175,NOR,,RAM,W 24-20,,,
2,1971,1971-09-26,2,22.182,NOR,,SFO,L 20-38,,,
3,1971,1971-10-03,3,22.189,NOR,@,HOU,T 13-13,,,
4,1971,1971-10-10,4,22.196,NOR,@,CHI,L 14-35,,,
5,1971,1971-10-17,5,22.203,NOR,,DAL,W 24-14,,,
6,1971,1971-10-24,6,22.210,NOR,@,ATL,L 6-28,,,
7,1971,1971-10-31,7,22.217,NOR,@,WAS,L 14-24,1,0,0
8,1971,1971-11-07,8,22.224,NOR,,OAK,T 21-21,,,
9,1971,1971-11-14,9,22.231,NOR,@,SFO,W 26-20,,,
10,1971,1971-11-21,10,22.238,NOR,,MIN,L 10-23,1,25,0
11,1971,1971-11-28,11,22.245,NOR,@,GNB,W 29-21,,,
12,1971,1971-12-05,12,22.252,NOR,@,RAM,L 28-45,,,
13,1971,1971-12-12,13,22.259,NOR,,CLE,L 17-21,1,26,0
14,1971,1971-12-19,14,22.266,NOR,,ATL,L 20-24,,,
