ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1979,1979-09-01,1,22.229,DET,@,TAM,L 16-31,,,,,,,,,,
2,1979,1979-09-09,2,22.237,DET,,WAS,L 24-27,,,,,,,,,,
3,1979,1979-09-16,3,22.244,DET,@,NYJ,L 10-31,,,,,,,,,,
4,1979,1979-09-23,4,22.251,DET,,ATL,W 24-23,,,,,,,,,,
5,1979,1979-09-30,5,22.258,DET,,MIN,L 10-13,,,,,,,,,,
6,1979,1979-10-07,6,22.265,DET,@,NWE,L 17-24,,,,,,,,,,
7,1979,1979-10-14,7,22.272,DET,@,GNB,L 16-24,,,,,,,,,,
8,1979,1979-10-21,8,22.279,DET,@,NOR,L 7-17,,,,,,,,,,
9,1979,1979-10-28,9,22.286,DET,,BUF,L 17-20,,,,,,,,,,
10,1979,1979-11-04,10,22.293,DET,@,CHI,L 7-35,3,38,12.67,1,0,0,,0,1,6
11,1979,1979-11-11,11,22.300,DET,,TAM,L 14-16,,,,,,,,,,
12,1979,1979-11-18,12,22.307,DET,@,MIN,L 7-14,,,,,,,,,,
13,1979,1979-11-22,13,22.311,DET,,CHI,W 20-0,,,,,,,,,,
14,1979,1979-12-02,14,22.321,DET,@,PHI,L 7-44,1,5,5.00,0,0,0,,0,0,0
15,1979,1979-12-09,15,22.328,DET,,MIA,L 10-28,,,,,,,,,,
16,1979,1979-12-15,16,22.334,DET,,GNB,L 13-18,,,,,,,,,,
17,1980,1980-09-07,1,23.236,DET,@,RAM,W 41-20,,,,,,,,,,
18,1980,1980-09-14,2,23.243,DET,@,GNB,W 29-7,,,,,,,,,,
19,1980,1980-09-21,3,23.250,DET,,STL,W 20-7,,,,,,,,,,
20,1980,1980-09-28,4,23.257,DET,,MIN,W 27-7,,,,,,,,,,
21,1980,1980-10-05,5,23.264,DET,@,ATL,L 28-43,,,,,,,,,,
22,1980,1980-10-12,6,23.271,DET,,NOR,W 24-13,,,,,,,,,,
23,1980,1980-10-19,7,23.278,DET,@,CHI,L 7-24,,,,,,,,,,
24,1980,1980-10-26,8,23.285,DET,@,KAN,L 17-20,,,,,,,,,,
25,1980,1980-11-02,9,23.292,DET,,SFO,W 17-13,,,,,,,,,,
26,1980,1980-11-09,10,23.299,DET,@,MIN,L 0-34,,,,,,,,,,
27,1980,1980-11-16,11,23.306,DET,,BAL,L 9-10,,,,,,,,,,
28,1980,1980-11-23,12,23.313,DET,@,TAM,W 24-10,,,,,,,,,,
29,1980,1980-11-27,13,23.317,DET,,CHI,L 17-23,,,,,,,,,,
30,1980,1980-12-07,14,23.327,DET,@,STL,L 23-24,,,,,,,,,,
31,1980,1980-12-14,15,23.334,DET,,TAM,W 27-14,,,,,,,,,,
32,1980,1980-12-21,16,23.341,DET,,GNB,W 24-3,,,,,,,,,,
33,1981,1981-09-06,1,24.234,DET,,SFO,W 24-17,2,15,7.50,0,0,0,,0,0,0
34,1981,1981-09-13,2,24.241,DET,@,SDG,L 23-28,1,2,2.00,0,0,0,,0,0,0
35,1981,1981-10-19,7,24.277,DET,,CHI,W 48-17,1,31,31.00,0,0,0,,0,0,0
36,1981,1981-10-25,8,24.283,DET,,GNB,W 31-27,0,0,,0,,,,,,
37,1981,1981-11-01,9,24.290,DET,@,RAM,L 13-20,0,0,,0,,,,,,
38,1981,1981-11-08,10,24.297,DET,@,WAS,L 31-33,0,0,,0,,,,,,
