ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,2000,2000-09-03,1,22.310,DET,@,NOR,W 14-10,,
2,2000,2000-09-24,4,22.331,DET,@,CHI,W 21-14,,
3,2000,2000-10-01,5,22.338,DET,,MIN,L 24-31,,
4,2000,2000-10-08,6,22.345,DET,,GNB,W 31-24,,
5,2000,2000-11-19,11,23.021,DET,@,NYG,W 31-21,,
6,2000,2000-11-23,12,23.025,DET,,NWE,W 34-9,,
7,2000,2000-11-30,13,23.032,DET,@,MIN,L 17-24,,
8,2000,2000-12-10,14,23.042,DET,@,GNB,L 13-26,,
9,2000,2000-12-17,15,23.049,DET,@,NYJ,W 10-7,,
10,2001,2001-09-09,1,23.315,DET,@,GNB,L 6-28,,
11,2001,2001-09-23,2,23.329,DET,@,CLE,L 14-24,,
12,2001,2001-10-08,3,23.344,DET,,STL,L 0-35,,
13,2001,2001-10-14,4,23.350,DET,@,MIN,L 26-31,,
14,2001,2001-10-21,5,23.357,DET,,TEN,L 24-27,*,1.0
15,2001,2001-10-28,6,23.364,DET,,CIN,L 27-31,*,
16,2001,2001-11-04,7,24.006,DET,@,SFO,L 13-21,*,
17,2001,2001-11-11,8,24.013,DET,,TAM,L 17-20,*,
18,2001,2001-11-18,9,24.020,DET,@,ARI,L 38-45,*,
19,2001,2001-11-22,10,24.024,DET,,GNB,L 27-29,*,
20,2001,2001-12-02,11,24.034,DET,@,CHI,L 10-13,*,
21,2001,2001-12-09,12,24.041,DET,@,TAM,L 12-15,*,
22,2001,2001-12-16,13,24.048,DET,,MIN,W 27-24,*,
23,2001,2001-12-23,14,24.055,DET,@,PIT,L 14-47,*,
24,2002,2002-09-08,1,24.314,DET,@,MIA,L 21-49,*,
25,2002,2002-09-15,2,24.321,DET,@,CAR,L 7-31,*,
26,2002,2002-09-22,3,24.328,DET,,GNB,L 31-37,*,
27,2002,2002-09-29,4,24.335,DET,,NOR,W 26-21,*,
28,2002,2002-10-13,5,24.349,DET,@,MIN,L 24-31,,
29,2002,2002-10-20,6,24.356,DET,,CHI,W 23-20,*,
30,2002,2002-10-27,7,24.363,DET,@,BUF,L 17-24,*,
31,2002,2002-11-03,8,25.005,DET,,DAL,W 9-7,*,
32,2002,2002-11-10,9,25.012,DET,@,GNB,L 14-40,*,
33,2002,2002-11-17,10,25.019,DET,,NYJ,L 14-31,*,
34,2002,2002-11-24,11,25.026,DET,@,CHI,L 17-20,*,
35,2002,2002-11-28,12,25.030,DET,,NWE,L 12-20,*,
36,2002,2002-12-08,13,25.040,DET,@,ARI,L 20-23,*,
37,2002,2002-12-15,14,25.047,DET,,TAM,L 20-23,*,
38,2002,2002-12-22,15,25.054,DET,@,ATL,L 15-36,*,1.0
39,2003,2003-09-07,1,25.313,DET,,ARI,W 42-24,*,
40,2003,2003-09-14,2,25.320,DET,@,GNB,L 6-31,*,
41,2003,2003-09-21,3,25.327,DET,,MIN,L 13-23,*,
42,2003,2003-09-28,4,25.334,DET,@,DEN,L 16-20,*,
43,2003,2003-10-05,5,25.341,DET,@,SFO,L 17-24,*,1.0
44,2003,2003-10-19,6,25.355,DET,,DAL,L 7-38,*,
45,2003,2003-10-26,7,25.362,DET,@,CHI,L 16-24,*,
46,2003,2003-11-02,8,26.004,DET,,OAK,W 23-13,*,
47,2003,2003-11-09,9,26.011,DET,,CHI,W 12-10,*,0.5
48,2003,2003-11-16,10,26.018,DET,@,SEA,L 14-35,*,
49,2003,2003-11-23,11,26.025,DET,@,MIN,L 14-24,*,1.0
50,2003,2003-11-27,12,26.029,DET,,GNB,W 22-14,*,
51,2003,2003-12-07,13,26.039,DET,,SDG,L 7-14,*,
52,2003,2003-12-14,14,26.046,DET,@,KAN,L 17-45,*,
53,2003,2003-12-21,15,26.053,DET,@,CAR,L 14-20,*,
54,2003,2003-12-28,16,26.060,DET,,STL,W 30-20,*,0.5
55,2004,2004-09-12,1,26.319,NYG,@,PHI,L 17-31,*,
56,2004,2004-09-19,2,26.326,NYG,,WAS,W 20-14,*,
57,2004,2004-09-26,3,26.333,NYG,,CLE,W 27-10,*,
58,2004,2004-10-03,4,26.340,NYG,@,GNB,W 14-7,*,
59,2004,2004-10-10,5,26.347,NYG,@,DAL,W 26-10,*,
60,2004,2004-10-24,6,26.361,NYG,,DET,L 13-28,,
61,2004,2004-10-31,7,27.002,NYG,@,MIN,W 34-13,*,
62,2004,2004-11-28,11,27.030,NYG,,PHI,L 6-27,*,
63,2004,2004-12-05,12,27.037,NYG,@,WAS,L 7-31,*,
64,2004,2004-12-12,13,27.044,NYG,@,BAL,L 14-37,*,
65,2005,2005-10-02,4,27.338,NYG,,STL,W 44-24,,
