ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1999,1999-12-19,14,23.276,ATL,@,TEN,L 17-30,*,8,5,66,13.20,0,62.5%,8.25,0,0,,0,0,0,,0
2,1999,1999-12-26,15,23.283,ATL,,ARI,W 37-14,,5,2,52,26.00,0,40.0%,10.40,0,0,,0,0,0,,0
3,1999,2000-01-03,16,23.291,ATL,,SFO,W 34-29,,1,,,,,0.0%,,,,,,,,,
4,2000,2000-09-24,4,24.190,ATL,,STL,L 20-41,,,,,,,0.0%,,,,,,,,,
5,2003,2003-10-26,7,27.222,CAR,@,NOR,W 23-20,,,,,,,0.0%,,,,,,,,,
6,2004,2004-09-19,2,28.185,CAR,@,KAN,W 28-17,,0,0,0,,0,0.0%,,0,0,,0,3,18,6.00,0
7,2004,2004-10-03,3,28.199,CAR,,ATL,L 10-27,,0,0,0,,0,0.0%,,1,23,23.00,0,2,1,0.50,0
8,2004,2004-10-10,4,28.206,CAR,@,DEN,L 17-20,,0,0,0,,0,0.0%,,1,16,16.00,0,3,30,10.00,0
